country,gdp_pc_pp,pop,share1,plgp,unemp,axfin_p,axfin_r,bashs,ophe,social_p,social_r,axhealth,iso3,pov_head,shew,prepare_scaleup,finance_pre,rating,avg_prod_k,protection,faref,fa,peref,pe,share1_ref,v,pv,v_s,H,alpha,T_rebuild_K,T_rebuild_L,pi,income_elast,original_country,macro_multiplier,fap,far,v_shew,v_p,v_r,borrow_abi,sigma_p,sigma_r,tot_p,tot_r,dcap,dcar,delta_W,dKpc,dKtot,cp,cr,dcapns,dcarnos,institutional_exposure,individual_exposure,destitution_exposure,dC_destitution,dW_destitution,resilience,resilience_no_shock,resilience_no_shock_no_uspcale,resilience_no_shock_no_SP,dWsurWprime,equivalent_cost,risk,total_equivalent_cost,total_equivalent_cost_of_destitution,total_equivalent_cost_no_destitution
Estonia,25253.7672011471,1317997.0,0.0717,0.969785385131836,0.0880000019073486,0.18928570000000003,0.3582999,0.998,0.18887142988395497,0.51851898,0.34896655,0.9045642850580224,EST,0.2,0.0,0.0,0.0,0.8166666666666668,0.2800603915970392,100.0,0.012318276999999999,0.012318276999999999,0.2,0.2,0.0717,0.129808397561667,1.3496168640022401,0.11271604938271605,0.5356497092899941,0,3,40,0.2,1.5,Estonia,1.2194023886245615,0.014781932399999998,0.011702363149999999,0.129808397561667,0.30500000000000005,0.11271604938271602,0.4083333333333334,0.10208333333333335,0.10208333333333335,0.5676701674583333,0.41542621468749996,4293.216003665882,6951.759038404414,0.006027347575582098,139.5625649817501,183943041.9582517,9053.475541611235,29303.840116031064,4775.184350552303,7726.407219961222,0.07121677723916338,5.5844435334431944e-05,3.977060711259104e-06,202202.72679409565,3.2609743306595235e-05,0.641783151667838,0.6452553894261465,0.6287492018459553,0.49145298064957904,216.29042898172324,2.1746062454126607,8.611017231971172e-05,2866124.5076351506,15423.1423689076,2850701.365266243
Ethiopia,1335.73227522925,94100756.0,0.0796,0.366042785644531,0.0569999980926514,,,0.231,0.3538248128239989,,,0.4385875935880005,ETH,0.2,0.6000000000000001,0.7333333333333333,0.8,0.31666666666666665,0.3781161653838428,2.0,0.014193637,0.014193637,0.2,0.2,0.0796,0.1687176152180637,2.141343595421183,0.12925,0.5356497092899941,0,3,40,0.2,1.5,Ethiopia,1.3129155346203158,0.0170323644,0.013483955149999999,0.14847150139189605,0.4663999999999999,0.11374,0.5583333333333333,0.32291666666666663,0.32291666666666663,,,,,,7.220344655731617,679439890.6849049,531.6214455412415,1536.759982651252,,,0.41745653962004,,,10694.98685748428,,,,,0.40503959656843247,,,,,,
Euro area,36770.1038826781,337301537.0,,0.959092864990234,0.12073712728652698,0.4012561,0.4156437000000001,,0.13795663178911702,,,,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Euro area,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,294412.1251439253,,,,,,,,,,,
Europe & Central Asia (all income levels),27339.6260580812,899372723.0,,0.9504695129394529,0.0959883483317746,,,,0.17036491797765302,,,,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Europe & Central Asia (all income levels),,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,218903.8528170097,,,,,,,,,,,
Europe & Central Asia (developing only),13645.9213896471,272357073.0,,0.9480947113037108,0.09724344667449653,0.02438396,0.06565853999999999,0.968777688687362,0.29499037901421105,,,0.8368936548365755,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Europe & Central Asia (developing only),,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.10408502684473674,,,109260.6300132198,,,,,,,,,,,
European Union,34295.059805254,507048450.0,,0.951437072753906,0.109194301592306,,,,0.13628002762516497,,,,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,European Union,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,274594.85758916626,,,,,,,,,,,
Faeroe Islands,,49469.0,,,,,,,,,,,FRO,0.2,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.2,0.2,,,,0.3398765432098766,0.5356497092899941,0,3,40,0.2,1.5,Faeroe Islands,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,7501.810430476,881065.0,0.062,0.965088272094727,0.0810000038146973,,,0.996,0.20889977092240106,0.193288704870383,0.12634736653352485,0.8935501145387995,FJI,0.2,0.6000000000000001,0.5333333333333333,0.4,0.0,0.33613901941237423,50.0,0.129896746,0.129896746,0.2,0.2,0.062,0.1442690315898498,1.8072552753483246,0.1225,0.5356497092899941,0,3,40,0.2,1.5,Fiji,1.2728830630164527,0.1558760952,0.1234019087,0.12695674779906782,0.35639999999999994,0.10779999999999997,0.2,0.18333333333333335,0.18333333333333335,0.3411857756441461,0.28651701600237867,1664.1259777999467,2112.35860016557,0.12514113887300482,355.347688944994,313084411.56032115,2325.56123344756,8795.87272973311,2011.60748881182,2508.4172609608077,0.07412053906039025,,,60065.75228371212,,,0.48857223942680056,0.448002228460786,0.403388922212342,727.3186240828841,,,,,
Finland,38820.8218247281,5438972.0,0.0918,0.9955172729492192,0.08199999809265139,0.4118611,0.6638473000000001,0.999,0.18540314596854002,0.57169229,0.33561739799999996,0.90679842701573,FIN,0.2,0.8,0.8666666666666666,0.8,0.9833333333333333,0.21799096857432496,100.0,0.015912595,0.015912595,0.2,0.2,0.0918,0.14260097384243792,0.7882065818270887,0.12824999999999998,0.5356497092899941,0,3,40,0.2,1.5,Finland,1.160208454470156,0.019095114,0.015116965250000001,0.11978481802764784,0.21419999999999997,0.10772999999999996,0.8916666666666666,0.4395833333333333,0.4395833333333333,0.7599692208541666,0.6276689167958333,4330.45930819756,8315.962760461109,0.005984194332995685,330.2627047364831,1796289603.705999,17818.757217550195,44071.33797652257,7595.318736285763,14580.637392898498,0.0598947660425674,4.7005524783052285e-06,2.8153849095890206e-07,310831.8836878803,1.8618884668602096e-06,0.8068725849100776,0.8071236306944343,0.7582718238039263,0.6368230574119687,409.1847793532338,4.093120907971975,0.00010543622508693872,22262370.011074148,6924.433789976375,22255445.57728417
Fragile and conflict affected situations,3380.73108850607,446374282.0,,0.6464202880859379,0.0811781688369576,,,0.598068792472636,0.48059108702094505,,,0.5587388527258454,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Fragile and conflict affected situations,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.2920063426750581,,,27068.953285609117,,,,,,,,,,,
France,37216.8018998205,65939866.0,0.0781,0.998382568359375,0.10399999618530302,0.4022605,0.5575401999999999,1.0,0.0739863036312876,0.49639142,0.37605085,0.9630068481843562,FRA,0.2,1.0,0.7333333333333333,1.0,0.9166666666666667,0.2234491797478895,100.0,0.083606615,0.083606615,0.2,0.2,0.0781,0.15841305794074423,2.0300532433352068,0.12400000000000001,0.5356497092899941,0,3,40,0.2,1.5,France,1.1654138032083035,0.10032793799999999,0.07942628424999998,0.1267304463525954,0.3840000000000001,0.09920000000000002,0.9583333333333334,0.42291666666666666,0.42291666666666666,0.7093758819583333,0.6399293446874998,7717.644019302689,7823.474497383794,0.03576160088778124,1710.9641235206782,112820745035.76097,14533.161141879906,42887.71208930565,12899.149540460898,12448.651470962499,0.04753685988052394,0.00015180274033913332,7.21622559698094e-06,297988.7621026918,4.874037006786652e-05,0.7448064594024677,0.7458215745415838,0.6315170057070386,0.4565096667623215,2294.0662779463246,22.97192917598117,0.0006172461899820566,1514765931.6256888,2061701.9966948836,1512704229.628994
French Polynesia,,276831.0,,,,,,0.99,,,,,PYF,0.2,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.2,0.2,,,,0.334,0.5356497092899941,0,3,40,0.2,1.5,French Polynesia,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,18646.3698144321,1671711.0,0.05860000000000001,0.598094902038574,0.196000003814697,0.01964613,0.13129620000000003,0.893,0.389006879405873,0.22083996445867293,0.12165273695354185,0.7519965602970635,GAB,0.2,0.0,0.0,0.0,0.38333333333333336,0.3299123735952057,50.0,0.063212318,0.063212318,0.2,0.2,0.05860000000000001,0.19542042450629762,2.223818603360457,0.16125,0.5356497092899941,0,3,40,0.2,1.5,Gabon,1.2669448788904396,0.0758547816,0.06005170210000001,0.19542042450629762,0.63,0.16125,0.19166666666666668,0.04791666666666667,0.04791666666666667,0.25817471616169485,0.163740209974518,7791.662814987509,9073.974428444675,0.07073050060716923,673.4992651547741,1125896130.0511525,5463.386355628606,21942.11567913297,8173.609089111891,9498.238676417745,0.28196951382635316,0.0033561078182719095,0.0009463200898669531,149298.3914541679,0.009030029293557002,0.37078019666159956,0.4181170033939656,0.4071948202169718,0.35159632325639584,1610.7913806130903,36.32876141815403,0.0019483020973892699,60731190.07910369,6875636.685581891,53855553.39352179
"Gambia, The",1608.12799895875,1849285.0,0.0479,0.7296015167236329,0.07,,,0.5660000000000001,0.21046925313761103,,,0.6777653734311946,GMB,0.2,0.0,0.0,0.0,0.0,0.40009313154805115,2.0,0.025475104,0.025475104,0.2,0.2,0.0479,0.6006172522674706,0.04892091864095249,0.59875,0.5356497092899941,0,3,40,0.2,1.5,"Gambia, The",1.333874374330517,0.030570124799999997,0.024201348799999998,0.6006172522674706,0.63,0.5987500000000001,0.0,0.0,0.0,,,,,,59.161213251275946,109405944.24738584,385.1466557506206,1913.873334760782,,,0.22087770328172418,,,12876.014252979325,,,,,0.5505149507799285,,,,,,
Georgia,6930.291380152889,4487200.0,0.0528,0.998204498291016,0.14300000190734902,0.0015679239999999998,0.01637902,0.998,0.6190708447251999,0.9832011784414144,0.5428108927360503,0.6894645776374,GEO,0.2,0.4,0.6666666666666667,0.8,0.4,0.3632651483124993,10.0,0.07974376700000001,0.07974376700000001,0.2,0.2,0.0528,0.1570514950166113,3.0114231318419797,0.12375,0.5356497092899941,0,3,40,0.2,1.5,Georgia,1.298752520307691,0.09569252040000001,0.07575657864999999,0.1444873754152824,0.5796,0.11384999999999999,0.6000000000000001,0.3166666666666667,0.3166666666666667,0.9885208052682999,0.6875874433696344,87.75087843299775,937.3725037825419,0.051876731362426654,211.72438722007084,950049670.3339019,1829.5969243603624,8205.464994101021,102.98790456668101,1281.4823436755598,0.15177697532631101,1.580968731147559e-05,2.399546520990523e-06,55489.694008143015,3.75579321200417e-05,0.7902892379330979,0.7908613948283758,0.7834006627519527,0.2861006654804673,267.71364565849996,26.79074660991327,0.0038657460617943368,120215438.18800282,86971.10812071465,120128467.07988212
Germany,42883.6868079517,80651873.0,0.08289999999999999,0.962423629760742,0.053000001907348604,0.5698233,0.5140285,1.0,0.128850979073437,0.64378774,0.383320503,0.9355745104632816,DEU,0.2,0.8,0.7333333333333333,0.8,1.0,0.27301744639675013,100.0,0.07311390400000001,0.07311390400000001,0.2,0.2,0.08289999999999999,0.13364716835355017,0.5338895879761036,0.1255,0.5356497092899941,0,3,40,0.2,1.5,Germany,1.2126857217999572,0.0877366848,0.06945820879999999,0.11226362141698214,0.17220000000000002,0.10541999999999996,0.9,0.4083333333333333,0.4083333333333333,0.7892410795,0.6351312976083333,2838.1698515809103,7763.499388724726,0.02100216845428804,1251.5175718940327,100937236265.6659,17775.288181895976,49160.78646446563,4381.3138013131775,12211.467443065563,0.051667287227775006,1.3268780411803064e-05,6.855618886989037e-07,343362.5699676977,4.31368923482396e-06,0.7510122589534743,0.7511665112871665,0.7264088233361811,0.6324687956146013,1666.098731890332,16.664409361812627,0.00038859553835568614,1344015827.468923,275994.1701220717,1343739833.298801
Ghana,3864.0307887795,25904598.0,0.0524,0.837136611938477,0.0459999990463257,0.04551203,0.2401777,0.684,0.361868838884229,,,0.6610655805578856,GHA,0.2,0.8,0.8,0.6,0.26666666666666666,0.40793501657637044,10.0,0.020096311999999998,0.020096311999999998,0.2,0.2,0.0524,0.6241580573149205,0.009359716848343025,0.62375,0.5356497092899941,0,3,40,0.2,1.5,Ghana,1.3413529685143697,0.024115574399999996,0.019091496399999998,0.5242927681445332,0.5292,0.5239499999999998,0.43333333333333335,0.30833333333333335,0.30833333333333335,,,,,,96.11943446005968,2489935309.675193,1012.3760666602291,4576.944469309317,,,0.1825992688499877,,,30938.653852486037,,,,,0.5730112566474785,,,,,,
Greece,24305.0596068933,11027549.0,0.0645,0.9441726684570309,0.272999992370605,0.12937169999999998,0.24796239999999997,1.0,0.263867458319883,0.38459209,0.49652266799999994,0.8680662708400585,GRC,0.2,0.8,0.8666666666666666,0.8,0.2,0.23679175031633581,100.0,0.014985985,0.014985985,0.2,0.2,0.0645,0.17626615991719502,2.5741403812050856,0.13675,0.5356497092899941,0,3,40,0.2,1.5,Greece,1.1781382527877702,0.017983182,0.014236685749999999,0.14806357433044381,0.5292,0.11487000000000003,0.5,0.3416666666666667,0.3416666666666667,0.59485645925,0.6685440897666666,7137.9020237661125,4701.230124199458,0.010923015368462075,220.03763370247276,2426475787.49807,7838.3817232230895,28421.72907781085,10806.894147305784,7039.236725613935,0.1535870176911719,0.0001728375194192181,2.6545599152737716e-05,194606.5823867903,0.00022186685779786053,0.5825088144386076,0.5943406571980897,0.49250007015298836,0.3668275096059159,370.221405918619,3.777412946352303,0.00015541673246014046,41655606.35913439,829259.4129697869,40826346.94616461
Greenland,,56483.0,,,,,,,,,,,GRL,0.2,0.0,0.0,0.0,0.0,,100.0,4.87946e-07,4.87946e-07,0.2,0.2,,,,0.1275,0.5356497092899941,0,3,40,0.2,1.5,Greenland,,5.855352e-07,4.635487e-07,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,11271.7784894489,105897.0,,,,,,0.99,0.504833692941407,,,0.7425831535292965,GRD,0.2,0.6000000000000001,0.6666666666666667,0.4,0.0,0.6246030930419383,50.0,0.0,0.0,0.2,0.2,,,,0.127,0.5356497092899941,0,3,40,0.2,1.5,Grenada,1.547983467511775,0.0,0.0,,,,0.2,0.21666666666666667,0.21666666666666667,,,,,,,,,,,,,,,90251.26145465033,,,,,,,,,,,
Guam,,165124.0,,,,,,0.994,,,,,GUM,0.2,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.2,0.2,,,,0.12225,0.5356497092899941,0,3,40,0.2,1.5,Guam,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,7062.530674821691,15468203.0,0.0387,0.667277297973633,0.0279999995231628,0.05336335,0.1347752,0.523,0.5082508508966079,0.21925287935117188,0.10471864953838116,0.507374574551696,GTM,0.2,0.8,0.6,0.6,0.4666666666666666,0.6475627728005022,10.0,0.02830236,0.02830236,0.2,0.2,0.0387,0.1324857738296819,3.1891290208523406,0.111,0.5356497092899941,0,3,40,0.2,1.5,Guatemala,1.5698794946641028,0.033962832,0.026887242,0.1112880500169328,0.4662,0.09323999999999998,0.5333333333333333,0.2833333333333333,0.2833333333333333,0.4404645635350065,0.3583816988358398,553.4461008483518,795.793207956869,0.021279108714225003,32.96657566701633,509933684.63226897,1366.599685577997,8486.513422132613,769.608292629477,1097.4201064948845,0.2844493756659446,0.0008828631473868365,0.00025112987107265644,56548.512114700396,0.0038937354931090564,0.24669693906030893,0.29183852090759504,0.2415209797518541,0.2056167442762169,112.96170075318656,13.363187963575477,0.0018921245908659872,206704504.1477421,31973052.300187804,174731451.8475543
Guinea,1212.88813283302,11745189.0,0.0755,0.5858071136474611,0.0179999995231628,0.01277901,0.02541692,0.453,0.5644130483134371,,,0.4442934758432815,GIN,0.2,0.0,0.0,0.0,0.0,0.3510694892836516,2.0,0.017031046,0.017031046,0.2,0.2,0.0755,0.6182156366920397,0.019061897837162833,0.617,0.5356497092899941,0,3,40,0.2,1.5,Guinea,1.2871218493208028,0.0204372552,0.0161794937,0.6182156366920397,0.63,0.6169999999999999,0.0,0.0,0.0,,,,,,35.24331217875197,413939362.5254437,457.865270144465,1401.6438485051588,,,0.32929980334414005,,,9711.394177415876,,,,,0.6231678041298905,,,,,,
Guinea-Bissau,1361.89181999599,1704255.0,0.0728,,0.07099999904632573,,,0.43,0.43332407385886895,,,0.4983379630705656,GNB,0.2,0.0,0.0,0.0,0.0,,2.0,0.017106695,0.017106695,0.2,0.2,0.0728,0.6068008469324518,0.038231906209139854,0.6044999999999999,0.5356497092899941,0,3,40,0.2,1.5,Guinea-Bissau,,0.020528034,0.01625136025,0.6068008469324518,0.63,0.6044999999999998,0.0,0.0,0.0,,,,,,,,495.7286224785404,1578.4326193753525,,,,,,10904.441995064182,,,,,,,,,,,
Guyana,6335.95019984798,799613.0,,0.921871871948242,0.11100000381469699,,,0.919,0.31320846109108097,,,0.8028957694544595,GUY,0.2,0.0,0.0,0.0,0.0,,10.0,0.106326523,0.106326523,0.2,0.2,,,,0.1285,0.5356497092899941,0,3,40,0.2,1.5,Guyana,,0.1275918276,0.10101019685,,,,0.0,0.0,0.0,,,,,,,,,,,,0.12874412080399847,,,50730.902721819,,,,,,,,,,,
Haiti,1648.3991533882001,10317461.0,0.0238,,0.07,0.09045759,0.24003520000000003,0.373,0.297119104279104,0.01029806614756764,0.015753787709690964,0.537940447860448,HTI,0.2,0.6000000000000001,0.5333333333333333,0.4,0.0,,2.0,0.015161333999999999,0.015161333999999999,0.2,0.2,0.0238,0.11803824002882532,2.0074999416571093,0.11074074074074074,0.5356497092899941,0,3,40,0.2,1.5,Haiti,,0.018193600799999998,0.014403267299999998,0.10387365122536628,0.3124,0.09745185185185185,0.2,0.18333333333333335,0.18333333333333335,0.1917434206871803,0.19619892662958094,,,,,,196.15949925319583,2011.459066921951,,,,0.0014846264663593402,,13198.458709361701,,,,,,,,,,,
Heavily indebted poor countries (HIPC),1933.0463959370402,673564609.0,,0.547599182128906,0.0616879492228603,,,0.523784855061193,0.433798275707215,,,0.544993289676989,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Heavily indebted poor countries (HIPC),,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.3230318258056551,,,15477.581984687586,,,,,,,,,,,
High income,39386.7190390732,1306396050.0,,0.9430687713623052,0.0772488205788821,0.34167709999999996,0.4637011,,0.14502986715762806,,,,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,High income,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,315362.92885489855,,,,,,,,,,,
High income: OECD,40651.0411673828,1054701323.0,,0.9418286895751948,0.0815184286936759,0.3776466,0.5158542,,0.135354525690927,,,,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,High income: OECD,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,325486.1465061131,,,,,,,,,,,
High income: nonOECD,34662.4502279002,251694727.0,,0.94831169128418,0.058049161852464115,0.131747,0.2143467,0.9884729868819642,0.396342184101558,,,0.7960654013902031,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,High income: nonOECD,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.10455735639269366,,,277536.4917883491,,,,,,,,,,,
Honduras,4445.2710541232,8097688.0,0.0261,0.696548690795898,0.041999998092651404,0.0431121,0.118058,0.8290000000000001,0.458577996512573,0.2579741926798659,0.13477151366151952,0.6852110017437136,HND,0.2,0.4,0.33333333333333337,0.8,0.0,0.3635926941047578,10.0,0.042758946,0.042758946,0.2,0.2,0.0261,0.25518811583596873,1.468767003260273,0.2425,0.5356497092899941,0,3,40,0.2,1.5,Honduras,1.29906489189285,0.0513107352,0.040620998699999994,0.23477306656909122,0.5795999999999999,0.22309999999999997,0.4,0.18333333333333335,0.18333333333333335,0.3940122573552238,0.29339673615690764,567.5804614600096,2385.8696634481726,0.11779102341097314,117.3963755606524,950639221.6209882,580.1078725630776,5411.56184951323,690.8963496704145,2891.1931702610163,0.22008010185101326,0.004623117413999375,0.0010174561513421755,35592.548284904864,0.01988450681244488,0.3216739647182354,0.37597630421408224,0.34637464767616016,0.3000039232199528,312.24408092964944,36.495454539966794,0.008209950326002174,295528804.28283465,42683289.56132945,252845514.72150522
"Hong Kong SAR, China",51508.863393328895,7187500.0,,0.989971389770508,0.0329999995231628,0.22198310000000002,0.5649668000000001,1.0,,,,,HKG,0.2,0.0,0.0,0.0,0.0,0.2576228373482557,100.0,0.0,0.0,0.2,0.2,,,,0.114,0.5356497092899941,0,3,40,0.2,1.5,"Hong Kong SAR, China",1.1980042984843913,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,412422.92879466264,,,,,,,,,,,
Hungary,22706.6118964343,9893899.0,0.0825,0.980723037719727,0.101999998092651,0.0918939,0.2239262,0.991,0.27493289491964995,0.912333,0.525706,0.858033552540175,HUN,0.2,1.0,1.0,0.8,0.5,0.22126941170098394,50.0,0.074206562,0.074206562,0.2,0.2,0.0825,0.38417144236960715,0.6398928460535698,0.35624999999999996,0.5356497092899941,0,3,40,0.2,1.5,Hungary,1.1633350172303318,0.0890478744,0.0704962339,0.3073371538956857,0.504,0.285,0.65,0.4125,0.4125,0.9484956375,0.721352275,2117.790936357414,11052.175529669008,0.09125363719431334,2271.6415581336273,22475392140.376736,9366.477407279148,26041.645518723086,2850.458692826217,17151.96209542447,0.08774780261091635,0.00013562332514511163,1.1900648764269382e-05,181808.07659879414,0.00010290647807440525,0.8127900735910436,0.813706654742861,0.8017364455051726,0.6053221153196995,2791.7205111853086,55.89737453601351,0.002461722373684084,553042978.0244895,622962.5465732492,552420015.4779164
Iceland,40789.4181051148,323764.0,0.0956,0.9791737365722659,0.055999999046325716,,,,0.18095332150331306,0.31120709,0.24556603800000001,,ISL,0.2,0.0,0.0,0.0,0.5666666666666667,0.26715489528229863,100.0,0.0013570639999999998,0.0013570639999999998,0.2,0.2,0.0956,0.12825737172295684,0.013586963880776626,0.1280246913580247,0.5356497092899941,0,3,40,0.2,1.5,Iceland,1.2070947649689472,0.0016284767999999999,0.0012892107999999997,0.12825737172295684,0.13,0.12802469135802472,0.2833333333333333,0.07083333333333333,0.07083333333333333,0.35999658779166666,0.2990051103083333,6077.563513603608,15498.950259625535,0.0004677430770243518,25.881020984639676,8379342.87807088,19497.34185424487,46112.43716783227,6539.715600708231,16678.312800142394,,,,326594.10770302935,,,0.7508324485469872,0.7494305883352486,0.7406639324964417,34.46976890080429,,,,,
India,5243.95705971261,1252139596.0,0.08539999999999999,0.6137311172485349,0.0359999990463257,0.106086,0.1227241,0.523,0.582127675457295,,,0.4704361622713525,IND,0.2,0.8,0.7333333333333333,0.8,0.55,0.4525301642355351,10.0,0.070171952,0.070171952,0.2,0.2,0.08539999999999999,0.4396956889895506,0.4328091354449737,0.41724999999999995,0.5356497092899941,0,3,40,0.2,1.5,India,1.3838821576962403,0.0842063424,0.06666335439999999,0.3693443787512225,0.5292,0.3504899999999999,0.675,0.3520833333333333,0.3520833333333333,,,,,,291.730871490549,365287775568.904,2239.1696644972844,5995.153908516441,,,0.31727757317547944,,,41987.494706012585,,,,,0.5555765383747501,,,,,,
Indonesia,9254.42217970391,249865631.0,0.07629999999999999,0.8897506713867191,0.06300000190734861,0.07181267,0.2072208,0.831,0.45812714364556,,,0.68643642817722,IDN,0.2,0.6000000000000001,0.6666666666666667,0.6,0.5333333333333333,0.30997681866727844,10.0,0.058755975,0.058755975,0.2,0.2,0.07629999999999999,0.12547240925624956,0.0360843532900037,0.12500000000000003,0.5356497092899941,0,3,40,0.2,1.5,Indonesia,1.2479328780006713,0.07050717,0.055818176250000004,0.11041572014549961,0.11439999999999999,0.11000000000000004,0.5666666666666667,0.30833333333333335,0.30833333333333335,,,,,,187.69833822144446,46899363717.35264,3530.562061557041,10685.387209240625,,,0.16227096744780317,,,74098.6239690564,,,,,0.6895153089128414,,,,,,
"Iran, Islamic Rep.",15090.047220074799,77447168.0,0.0643,0.9617577362060552,0.131999998092651,0.1211886,0.2492838,0.964,0.521103369137571,,,0.7214483154312146,IRN,0.2,0.4,0.6,0.8,0.0,0.31799517747918205,50.0,0.036584217999999995,0.036584217999999995,0.2,0.2,0.0643,0.33072757938048275,0.9048910320092229,0.3047499999999999,0.5356497092899941,0,3,40,0.2,1.5,"Iran, Islamic Rep.",1.2555797704708096,0.04390106159999999,0.03475500709999999,0.3042693730300441,0.5795999999999999,0.2803699999999999,0.4,0.25,0.25,,,,,,510.30864362306556,39521959254.52769,4851.4501812540475,17649.696479779985,,,0.14959798215179373,,,120823.50609505066,,,,,0.49371292628024216,,,,,,
Iraq,14471.473317625,33417476.0,0.08800000000000001,,0.16,0.0292944,0.07414198,0.909,0.365307279090228,0.13105041321080904,0.08987146573864697,0.771846360454886,IRQ,0.2,0.0,0.0,0.0,0.0,0.5840924714508963,50.0,0.22551693,0.22551693,0.2,0.2,0.08800000000000001,0.5185802469135803,0.21485537436019508,0.5050000000000001,0.5356497092899941,0,3,40,0.2,1.5,Iraq,1.5093495806438941,0.27062031599999997,0.2142410835,0.5185802469135803,0.63,0.505,0.0,0.0,0.0,0.131050413210809,0.08987146573864702,6163.106731549709,13256.288604049212,0.3300953108628164,2816.388261557877,94116587137.29207,6367.4482597549995,16497.4795820925,6163.106731549709,13256.288604049212,,0.029265990370447845,,115870.68742040425,,,0.548000629254608,0.548000629254608,0.5378778133920501,5139.388736448598,,,,,
Ireland,44647.2359111421,4597558.0,0.0762,0.998382568359375,0.13100000381469698,0.4951397,0.5241702,1.0,0.16838536504729798,0.78696066,0.48333248799999995,0.9158073174763509,IRL,0.2,0.0,0.0,0.0,0.7,0.31125054927451323,100.0,0.036976895,0.036976895,0.2,0.2,0.0762,0.12773590114029204,0.0177248435208619,0.1275,0.5356497092899941,0,3,40,0.2,1.5,Ireland,1.2491476005165791,0.044372274,0.03512805025,0.12773590114029204,0.13,0.12749999999999997,0.35,0.0875,0.0875,0.80560160225,0.5285408952999999,1630.2519860656478,10349.073659028683,0.01102858395097428,656.5594440759867,3018570124.5871053,17010.596882145142,51556.39566839134,1756.9287629057767,11270.310917654797,0.07227003932632368,1.91960301423104e-05,1.3872978532940676e-06,357483.0152327584,8.555012954775695e-06,0.7044151693064479,0.7049615931198537,0.7044537244273928,0.689991382430167,931.3407290322581,9.320631818909025,0.00020876167647778125,42852145.38407974,33215.18919883467,42818930.1948809
Isle of Man,,85888.0,,,,,,,,,,,IMY,0.2,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.2,0.2,,,,0.1280246913580247,0.5356497092899941,0,3,40,0.2,1.5,Isle of Man,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,30926.8490945208,8059500.0,0.0461,0.989402618408203,0.06300000190734861,0.1858163,0.290902,,0.26346112463844396,,,,ISR,0.2,0.0,0.0,0.0,0.7833333333333333,0.3584782813615938,100.0,0.008383564,0.008383564,0.2,0.2,0.0461,0.4532875510257143,0.3898462434593999,0.44249999999999995,0.5356497092899941,0,3,40,0.2,1.5,Israel,1.2941874144423746,0.010060276799999998,0.0079643858,0.4532875510257143,0.63,0.44249999999999995,0.39166666666666666,0.09791666666666667,0.09791666666666667,,,,,,315.2360542865527,2540644979.5224714,7128.638716287044,36876.40168907923,,,,,,247626.15289245092,,,,,0.5012683803817946,,,,,,
