country,gdp_pc_pp,pop,share1,plgp,unemp,axfin_p,axfin_r,bashs,ophe,social_p,social_r,axhealth,iso3,pov_head,shew,prepare_scaleup,finance_pre,rating,avg_prod_k,protection,faref,fa,peref,pe,share1_ref,v,pv,v_s,H,alpha,T_rebuild_K,T_rebuild_L,pi,income_elast,original_country,macro_multiplier,fap,far,v_shew,v_p,v_r,borrow_abi,sigma_p,sigma_r,tot_p,tot_r,dcap,dcar,delta_W,dKpc,dKtot,cp,cr,dcapns,dcarnos,institutional_exposure,individual_exposure,destitution_exposure,dC_destitution,dW_destitution,resilience,resilience_no_shock,resilience_no_shock_no_uspcale,resilience_no_shock_no_SP,dWsurWprime,equivalent_cost,risk,total_equivalent_cost,total_equivalent_cost_of_destitution,total_equivalent_cost_no_destitution
Burkina Faso,1630.4444967271695,16934839.0,0.0672,0.6907449340820311,0.030999999046325694,0.0373907,0.1070983,0.659,0.33234375513919706,0.4946753901560933,0.3235166050780195,0.6633281224304015,BFA,0.2,0.6000000000000001,0.8,0.8,0.0,0.40566509188102295,2.0,0.010395299,0.010395299,0.2,0.2,0.0672,0.6013565370293752,0.047631415319969506,0.59875,0.5356497092899941,0,3,40,0.2,1.5,Burkina Faso,1.3391882025731319,0.0124743588,0.00987553405,0.5291937525858502,0.5544,0.5268999999999999,0.4,0.30000000000000004,0.30000000000000004,0.6462727731092653,0.5264616235546137,270.5677420218456,1182.1226738670127,0.05710943972735549,21.376013609581975,361999348.94007957,547.8293509003289,1901.0982831838796,382.7212862226046,1678.2958914035098,0.22564231417796435,0.0004076941476402122,9.199305095035014e-05,13054.698750437741,0.0029685902634178515,0.6042361407947735,0.6356447753905939,0.6254111138492586,0.5936582102964311,33.62886699799702,17.688459996339624,0.010848857493674943,299551222.1959521,14801498.014205677,284749724.1817464
Burundi,746.960151427392,10162532.0,0.08960000000000001,0.4749560165405271,0.06900000095367427,0.005427960000000001,0.05161891,0.603,0.20233346786826,,,0.7003332660658699,BDI,0.2,0.0,0.0,0.0,0.0,0.4629793127178333,2.0,0.008302794,0.008302794,0.2,0.2,0.08960000000000001,0.34093582887700535,0.8478550701905734,0.305,0.5356497092899941,0,3,40,0.2,1.5,Burundi,1.393847228694313,0.0099633528,0.0078876543,0.34093582887700535,0.63,0.305,0.0,0.0,0.0,,,,,,4.4409686202753855,45131485.71454445,334.6381478394717,850.040652324372,,,0.2979035727824258,,,5980.786083206181,,,,,0.5077664697027694,,,,,,
Cabo Verde,6210.492954660252,498897.0,0.0579,0.914005737304688,0.07,,,0.775,0.23056277716822698,0.11215629287022584,0.08850635522282173,0.7722186114158864,CPV,0.2,0.0,0.0,0.0,0.0,,10.0,,,0.2,0.2,0.0579,,,,0.5356497092899941,0,3,40,0.2,1.5,Cabo Verde,,,,,,,0.0,0.0,0.0,0.11215629287022588,0.08850635522282169,,,,,,1797.9377103741426,7313.631765731779,,,0.12792521709314184,,,49726.38736096299,,,,,,,,,,,
Cambodia,2943.52466835185,15135169.0,0.08990000000000001,0.642295989990234,0.0030000001192092896,0.002184594,0.0120755,0.74,0.59739799120384,0.02478883990859972,0.028243106138826062,0.57130100439808,KHM,0.2,0.0,0.0,0.0,0.0,0.45929444965397004,2.0,0.109813051,0.109813051,0.2,0.2,0.08990000000000001,0.26361676948120466,1.38983279113781,0.2179012345679012,0.5356497092899941,0,3,40,0.2,1.5,Cambodia,1.3903330742049038,0.13177566119999998,0.10432239844999999,0.26361676948120466,0.63,0.21790123456790117,0.0,0.0,0.0,0.024788839908599702,0.02824310613882608,1771.9368824914782,1548.4875908866352,0.272330637115374,180.41885388845526,2730669844.3880777,1323.1143384241566,3348.627250833773,1771.9368824914782,1548.4875908866352,0.2631343352436318,0.008366577538979344,0.0022015338189836304,23568.313970178475,0.052873707871213725,0.3884117656081239,0.46382292920704643,0.46382292920704643,0.4583918464796672,388.9821794642625,232.2520452051436,0.07890270046052887,3515173954.775488,571518442.685517,2943655512.089971
Cameroon,2739.34394480018,22253959.0,0.0635,0.6975482177734379,0.04,0.09631175,0.1015309,0.636,0.6148367448398971,0.149924286778418,0.029862131888120688,0.5105816275800514,CMR,0.2,0.0,0.0,0.0,0.0,0.41973757460294764,10.0,0.03395129,0.03395129,0.2,0.2,0.0635,0.16352918338294292,2.393889631921748,0.13,0.5356497092899941,0,3,40,0.2,1.5,Cameroon,1.3526087496809367,0.040741548,0.0322537255,0.16352918338294292,0.5550000000000002,0.12999999999999995,0.0,0.0,0.0,0.14992428677841796,0.029862131888120702,979.2495279647015,964.4823379422221,0.0734378422384907,34.99783580948552,778840403.1930226,869.7417024740572,3206.744505381711,979.2495279647015,964.4823379422221,0.2772900515488369,0.0015986563544038133,0.0004432915029215091,21933.47277076076,0.01103606806446632,0.3230817109939228,0.3716336788109234,0.3716336788109234,0.33720531869667875,94.17293911968464,10.832502929930266,0.003954415052732795,241066076.070048,31494003.462152235,209572072.60789576
Canada,41898.8823594636,35154279.0,0.071,0.998382568359375,0.07099999904632573,0.3688955,0.6416324999999999,1.0,0.15121760279456198,0.631,0.14,0.9243911986027191,CAN,0.2,0.8,0.8666666666666666,0.6,1.0,0.3354838938558465,100.0,0.035635304,0.035635304,0.2,0.2,0.071,0.13897832888429637,0.8348184357022681,0.1277777777777778,0.5356497092899941,0,3,40,0.2,1.5,Canada,1.272258287447945,0.0427623648,0.03385353879999999,0.11674179626280895,0.2142,0.10733333333333335,0.8,0.41666666666666663,0.41666666666666663,0.7847500000000001,0.4983333333333333,2203.8856043328046,8071.808861724918,0.009498419240117073,502.8063835113491,17675795888.938965,14874.103237609574,48655.077139927096,3632.7354654606697,13460.971426458505,0.049408744028077205,1.6530273153051304e-05,8.167400349333086e-07,335477.40403355524,5.19913232481592e-06,0.6890567409428379,0.6894339086677932,0.6518743284275771,0.5348404242354323,729.3032402234637,7.297024376009414,0.00017415797188588382,256521630.78403586,140334.95983920628,256381295.82419667
Caribbean small states,14252.8204697025,7002414.0,,0.8656566619873051,0.11702873168828501,,,0.9731889216252699,0.33559305119094396,,,0.8187979352171629,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Caribbean small states,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.14419137816127234,,,114119.97032069106,,,,,,,,,,,
Cayman Islands,,58435.0,,0.746488265991211,,,,1.0,,,,,CYM,0.2,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.2,0.2,,,,0.2425,0.5356497092899941,0,3,40,0.2,1.5,Cayman Islands,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,584.375944042188,4616417.0,0.0337,0.465562896728516,0.0759999990463257,0.0062126659999999995,0.03726327,0.5379999999999999,0.45005968492499504,,,0.5439701575375024,CAF,0.2,0.0,0.0,0.0,0.0,0.3147438330510679,2.0,0.037346503999999996,0.037346503999999996,0.2,0.2,0.0337,0.5742078136004382,0.09716375339745009,0.57175,0.5356497092899941,0,3,40,0.2,1.5,Central African Republic,1.2524790510083352,0.04481580479999999,0.03547917879999999,0.5742078136004382,0.6300000000000001,0.57175,0.0,0.0,0.0,,,,,,38.160344399027835,176164062.60952687,98.46734657110868,705.8530934099579,,,0.35548898159343584,,,4679.001291848331,,,,,0.5232800775748895,,,,,,
Central Europe and the Baltics,22152.224468066,104186502.0,,0.9735376739501947,0.100929837841244,,,0.996298300696182,0.221405794787698,,,0.8874462529542421,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Central Europe and the Baltics,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.07998197031226906,,,177369.18837971907,,,,,,,,,,,
Chad,2021.59347086517,12825314.0,0.0488,0.509875793457031,0.07,0.0492537,0.08138166,0.227,0.6102063567497631,,,0.30839682162511844,TCD,0.2,0.0,0.0,0.0,0.0,0.7532009944644721,2.0,0.067030048,0.067030048,0.2,0.2,0.0488,0.6006518914986488,0.04886042800618928,0.59875,0.5356497092899941,0,3,40,0.2,1.5,Chad,1.6706238166320575,0.08043605759999999,0.0636785456,0.6006518914986488,0.63,0.5987499999999999,0.0,0.0,0.0,,,,,,103.97781179944789,1333548085.3608243,493.26880689110146,2403.6746368586873,,,0.4172424616392835,,,16186.563732143295,,,,,0.45373279904613606,,,,,,
Channel Islands,,162018.0,,,,,,,,,,,CHI,0.2,0.0,0.0,0.0,0.0,,100.0,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Channel Islands,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,21714.0315564501,17619708.0,0.0452,0.986675415039063,0.06,0.07033718,0.16054310000000002,0.9985,0.317453447212696,,,0.840523276393652,CHL,0.2,0.8,0.8,1.0,0.8333333333333333,0.34739411181855295,100.0,0.089230928,0.089230928,0.2,0.2,0.0452,0.12070612455098738,0.49122507801140114,0.11716049382716048,0.5356497092899941,0,3,40,0.2,1.5,Chile,1.2836167409910215,0.1070771136,0.08476938159999999,0.10139314462282939,0.15120000000000003,0.09841481481481476,0.9166666666666666,0.4291666666666667,0.4291666666666667,,,,,,543.6269219502342,9578547625.701918,4907.371131757722,25915.696662623195,,,0.07760043618909501,,,173860.65039071935,,,,,0.5152303492783381,,,,,,
China,11524.567506563,1357380000.0,0.0467,,0.0459999990463257,0.17047620000000002,0.4205325999999999,0.998,0.338780573827922,,,0.8296097130860391,CHN,0.2,0.8,0.8,0.8,0.8333333333333333,0.22921637913923992,50.0,0.09525808300000001,0.09525808300000001,0.2,0.2,0.0467,0.5643145644318506,0.11639861826759934,0.5602499999999999,0.5356497092899941,0,3,40,0.2,1.5,China,1.1709138256735034,0.11430969960000001,0.09049517885,0.47402423412275446,0.5292000000000001,0.47060999999999986,0.8166666666666667,0.4041666666666667,0.4041666666666667,,,,,,2183.281310502348,2963542385249.677,2690.9865127824605,13732.962755008135,,,,,,92275.30120115392,,,,,0.595843058411781,,,,,,
Colombia,12025.385371844199,48321405.0,0.033,0.8471189117431641,0.105,0.02795298,0.1365075,0.9905,0.139249199109682,0.12269429867232788,0.08732756485972662,0.9256254004451591,COL,0.2,0.8,0.7333333333333333,0.8,0.6,0.2797792564799715,50.0,0.026544163,0.026544163,0.2,0.2,0.033,0.2555251052426459,1.4655111653383486,0.23938271604938272,0.5356497092899941,0,3,40,0.2,1.5,Colombia,1.2191342776482097,0.031852995599999996,0.025216954849999997,0.21464108840382254,0.5292,0.20108148148148147,0.7,0.3583333333333333,0.3583333333333333,0.4370621749814103,0.4143685207849912,2132.601326414499,6227.260533105812,0.044561838196386816,234.66278282672243,11339235367.3971,1984.188586354293,14535.684568216675,3298.167627262959,9557.704757186131,0.1107518959372256,0.0014407130461428802,0.00015956170136181957,96285.26681065936,0.0018959522825932953,0.4282475998578195,0.44646805591008726,0.37106989112989924,0.3468974075387485,525.5981468783523,10.959210648448783,0.0009113396626862605,529564456.2240063,21611637.77283933,507952818.4511669
Comoros,1399.7808484349,734917.0,0.0255,0.5540692901611329,0.065,0.03531137,0.1475529,0.8220000000000001,0.4513567531029821,0.03660522913670748,0.02693787180592966,0.685321623448509,COM,0.2,0.0,0.0,0.0,0.0,0.197958724460889,2.0,0.0,0.0,0.2,0.2,0.0255,,,0.305,0.5356497092899941,0,3,40,0.2,1.5,Comoros,1.1411042437127632,0.0,0.0,,,,0.0,0.0,0.0,0.036605229136707496,0.02693787180592966,,,,,,178.47205817544972,1705.1080459997625,,,0.275203028796786,,,11207.81316360725,,,,,,,,,,,
"Congo, Dem. Rep.",783.259253578526,67513677.0,0.0547,0.7072544860839841,0.08,0.008708673000000002,0.01915755,0.8009999999999999,0.32704679066267894,0.012981287634021592,0.030175238221482683,0.7369766046686604,COD,0.2,0.0,0.0,0.0,0.0,0.23705600185809048,2.0,0.031802855,0.031802855,0.2,0.2,0.0547,0.5135142812670248,0.22684027101556548,0.5050000000000001,0.5356497092899941,0,3,40,0.2,1.5,"Congo, Dem. Rep.",1.1783902623538507,0.03816342599999999,0.030212712249999996,0.5135142812670248,0.63,0.5050000000000001,0.0,0.0,0.0,0.012981287634021621,0.030175238221482714,562.1504249438676,1913.934009457346,0.45115802067084587,52.0000554653633,3510714948.670623,214.22140585372682,925.5187155097258,562.1504249438676,1913.934009457346,0.21192296974911848,0.0052567135812969954,0.0011140183532689833,6271.426975579787,0.05186660534130585,0.5272424233956364,0.5878559411444572,0.5878559411444572,0.5845361665394967,88.45714030571486,49.31323159701726,0.0629590156410113,3329317589.867217,343284190.3953605,2986033399.4718566
"Congo, Rep.",5680.2299827443285,4447632.0,0.0561,0.7029091644287111,0.065,0.017709810000000003,0.08744304,0.925,0.21652714823540506,0.1719690500661691,0.1521444160488617,0.8542364258822975,COG,0.2,0.0,0.0,0.0,0.0,0.37275342390232385,10.0,0.041483474,0.041483474,0.2,0.2,0.0561,0.1596786909053189,2.4757298976673483,0.13,0.5356497092899941,0,3,40,0.2,1.5,"Congo, Rep.",1.307801232751778,0.049780168799999996,0.03940930029999999,0.1596786909053189,0.5550000000000002,0.13000000000000003,0.0,0.0,0.0,0.17196905006616914,0.15214441604886164,1969.0971017666266,1995.7492284873579,0.06996760601759888,97.30936925132039,432796264.58198863,1593.304510159784,6701.961350890463,1969.0971017666266,1995.7492284873579,0.1692848032296638,0.002109859932032527,0.0003571672234362782,45480.659664761275,0.006174998885255224,0.3337496329071216,0.36320474404294406,0.36320474404294406,0.3233222316385463,267.91877266838475,29.15639738797867,0.005132960721053788,129676926.02749035,10516515.35542701,119160410.67206335
Costa Rica,13430.743207071202,4872166.0,0.0421,0.877201766967773,0.0759999990463257,0.07918306,0.2792255,0.991,0.233453544223446,0.4696688141506717,0.20280860501907427,0.8787732278882769,CRI,0.2,1.0,0.9333333333333333,1.0,0.48333333333333334,0.48189675491736383,50.0,0.017925728999999998,0.017925728999999998,0.2,0.2,0.0421,0.17998321230577025,2.5003264578348805,0.15499999999999997,0.5356497092899941,0,3,40,0.2,1.5,Costa Rica,1.4118882829428598,0.021510874799999996,0.01702944255,0.1439865698446162,0.504,0.12399999999999994,0.7416666666666667,0.41875,0.41875,0.6917449982250778,0.5366325016673369,922.2874162341508,1955.2634834974958,0.01084223628276959,69.09609901656066,336647664.3611203,2827.171445088488,16081.636147566878,1575.457253485388,3313.12614804388,0.1066750013967586,0.00020838446588069127,2.222941318888554e-05,107537.73398282209,0.0002499345073636331,0.4474600675303376,0.45777488715115894,0.3746636141945767,0.2672692103601945,150.93903347682956,3.0883694001085793,0.0002299477662920822,15047048.386649417,339047.8470760008,14708000.539573418
Cote d'Ivoire,3107.4688875175293,20316086.0,0.0519,0.7311875152587891,0.04,,,0.594,0.511924545461815,,,0.5410377272690925,,0.2,0.4,0.4,0.2,0.0,0.5759764393620561,,0.027187799999999998,0.027187799999999998,0.2,0.2,0.0519,0.6007710805057244,0.048652341037572766,0.59875,0.5356497092899941,0,3,40,0.2,1.5,Cote d'Ivoire,1.501609539804687,0.03262536,0.025828409999999996,0.5527093940652664,0.5796,0.55085,0.1,0.125,0.125,,,,,,78.07068598610775,1586090770.5727599,806.3881763107988,3682.739065319211,,,0.2559249191573728,,,24880.988150366666,,,,,0.5091435674942405,,,,,,
Croatia,20048.9871590995,4255700.0,0.0801,0.994395370483398,0.17700000762939497,0.07799293,0.1524273,1.0,0.12462929180338,0.549424,0.270493,0.93768535409831,HRV,0.2,0.8,0.8,0.8,0.4666666666666666,0.23052247153165525,100.0,0.086369238,0.086369238,0.2,0.2,0.0801,0.38642069171565835,0.6303474775195934,0.35962962962962963,0.5356497092899941,0,3,40,0.2,1.5,Croatia,1.1721594107508435,0.1036430856,0.0820507761,0.324593381041153,0.5292,0.3020888888888889,0.6333333333333333,0.35833333333333334,0.35833333333333334,0.7108804,0.531899675,6104.679724096717,15460.251517307583,0.12476390395750059,2365.161742221735,10065418826.373037,8029.61935721935,23053.82910956953,8904.762442992225,22709.615174002658,0.08163976101589566,0.001174198101427707,9.586125238587641e-05,160528.91597280526,0.00088215545809305,0.7413103141544621,0.7465518216660803,0.7067574845669768,0.595831401075993,3168.1146218937643,31.90515088029547,0.0015913597343901183,135778750.60127342,953296.6373404859,134825453.96393293
Cuba,18796.192523146103,11265629.0,,0.957932815551758,0.032000000476837195,,,1.0,0.0704797950968119,,,0.9647601024515942,CUB,0.2,0.8,0.8,0.8,0.0,,50.0,0.011237104,0.011237104,0.2,0.2,,,,0.11469135802469134,0.5356497092899941,0,3,40,0.2,1.5,Cuba,,0.0134845248,0.010675248799999999,,,,0.4,0.30000000000000004,0.30000000000000004,,,,,,,,,,,,0.03643569415782834,,,150497.99704157797,,,,,,,,,,,
Curacao,,153817.0,,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Curacao,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,27393.93980965,1141166.0,,0.952674102783203,0.158000001907349,0.2383044,0.3485212,0.99,0.468590524731997,0.47965103,0.33355333,0.7607047376340015,CYP,0.2,0.0,0.0,0.0,0.2833333333333333,0.20174778291418224,100.0,0.00038449199999999995,0.00038449199999999995,0.2,0.2,,,,0.11174999999999999,0.5356497092899941,0,3,40,0.2,1.5,Cyprus,1.1447177665339654,0.0004613903999999999,0.00036526739999999993,,,,0.14166666666666666,0.035416666666666666,0.035416666666666666,0.4980800560208333,0.35715664956249993,,,,,,,,,,0.14820705383004817,,,219338.73402036258,,,,,,,,,,,
Czech Republic,28124.4644802821,10514272.0,0.0933,0.992513885498047,0.06900000095367427,0.2615189,0.4178777,0.999,0.157077590951439,0.40579885,0.45011736799999996,0.9209612045242804,CZE,0.2,1.0,0.5333333333333333,1.0,0.8166666666666668,0.23979983157078164,100.0,0.074853234,0.074853234,0.2,0.2,0.0933,0.3910576631649243,0.6110156105911786,0.35999999999999993,0.5356497092899941,0,3,40,0.2,1.5,Czech Republic,1.1810069787245587,0.0898238808,0.0711105723,0.31284613053193944,0.504,0.288,0.9083333333333334,0.3604166666666667,0.3604166666666667,0.6199588478125,0.6483042332833333,11357.15816080181,15228.708180830772,0.08376048731952324,2673.2195143919316,28106957090.024685,13120.062680051598,31875.564930339722,16959.53141593102,22276.29432338,0.051841636977115614,0.0006457009878483269,3.3474196207797905e-05,225187.9239339157,0.00026008557891819183,0.7540906728413683,0.7564322077999054,0.7109516396123924,0.6246353777395737,3533.9842577129702,35.44957669771198,0.0012604533936127202,372726491.68460554,1153774.3914828207,371572717.2931227
Denmark,42482.7324552521,5614932.0,0.0913,0.98886833190918,0.07,0.4418965999999999,0.6474435000000001,1.0,0.127923230332797,0.67680752,0.35351148299999996,0.9360383848336016,DNK,0.2,0.0,0.0,0.0,1.0,0.23010606402758518,100.0,0.00534152,0.00534152,0.2,0.2,0.0913,0.12556310230514228,0.035335999297589904,0.12500000000000003,0.5356497092899941,0,3,40,0.2,1.5,Denmark,1.1717622941485464,0.006409824,0.005074443999999999,0.12556310230514228,0.13,0.12500000000000006,0.5,0.125,0.125,0.71720658,0.4343225476249999,3146.8335815982227,14886.15632327407,0.001989479460462462,120.46087056827216,676379596.9016495,19393.367365822585,48255.07372760948,3586.7344369202337,16993.747381787387,0.048364427752406146,3.511167641850407e-06,1.6981561374086027e-07,340152.19494562433,1.073543492379157e-06,0.7727509227964172,0.7731679071085875,0.7713799156572794,0.7517535081960625,155.80169515669516,1.558857673470651,3.669391264115665e-05,8752879.83421591,4720.596320183403,8748159.237895725
Djibouti,2902.5462446952697,872932.0,0.0603,0.844022979736328,,0.01797438,0.04367659,0.8740000000000001,0.396653891163679,0.2858701354316727,0.08565180357270068,0.7386730544181606,DJI,0.2,0.6000000000000001,0.6,0.4,0.0,0.2605986206727131,10.0,0.0012206889999999998,0.0012206889999999998,0.2,0.2,0.0603,0.1592976854130508,2.3271042113746776,0.12925,0.5356497092899941,0,3,40,0.2,1.5,Djibouti,1.2008422227567217,0.0014648267999999999,0.0011596545499999997,0.14018196316348472,0.4663999999999999,0.11374000000000001,0.2,0.2,0.2,0.4286961083453381,0.2685214428581605,895.0276968150422,1088.9449854006807,0.0026152800746785942,1.8393537809476452,1605630.7747101898,875.1176927756238,3409.4033826751806,1118.6447480279658,1360.7498238009655,,2.706984768310499e-05,,23240.20652636281,,,0.5028344613994578,0.4509090977094758,0.371471771503576,3.657970807785269,,,,,
Dominica,10011.3654275603,72003.0,,0.864302215576172,,,,1.0,0.268878516679002,0.5815343307526244,0.08303201217611587,0.865560741660499,DMA,0.2,0.0,0.0,0.0,0.0,1.4717082620307553,50.0,0.0,0.0,0.2,0.2,,,,0.127,0.5356497092899941,0,3,40,0.2,1.5,Dominica,2.3558448129705605,0.0,0.0,,,,0.0,0.0,0.0,0.5815343307526244,0.08303201217611589,,,,,,,,,,,,,80159.34305012834,,,,,,,,,,,
Dominican Republic,11795.4705790204,10403761.0,0.0501,0.911387329101563,0.14899999618530302,0.05700692,0.2295297,0.986,0.39014983499820893,0.1917471414625228,0.11760695886439584,0.7979250825008954,DOM,0.2,0.8,0.6666666666666667,0.6,0.35,0.3771503990888722,50.0,0.042322893,0.042322893,0.2,0.2,0.0501,0.13312303576530482,0.3521326265225728,0.13,0.5356497092899941,0,3,40,0.2,1.5,Dominican Republic,1.3119945093603884,0.0507874716,0.040206748349999995,0.11182335004285604,0.1512,0.1092,0.475,0.28541666666666665,0.28541666666666665,0.4224359781700944,0.3694566393551829,702.5189664182926,2617.2117514315387,0.021390961708675604,142.46906161583541,1482214066.9454255,2954.7653800446105,14005.646878764346,965.7623409141814,3597.4470452507344,0.14656252819428153,0.00015707751059076036,2.302167707464587e-05,94444.3771854014,0.0002762024761778204,0.5738638957753176,0.5812736902090998,0.5594581787556195,0.5424760271796205,245.09807344726968,4.965256140512304,0.00042094599848721445,51657338.18967243,658502.6355556336,50998835.5541168
East Asia & Pacific (all income levels),13361.3645537254,2248612976.0,,0.925960311889648,0.044647502498053895,,,0.924452436266424,0.256045293260125,,,0.8342035715031495,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,East Asia & Pacific (all income levels),,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.09482787303508546,,,106982.23060876761,,,,,,,,,,,
East Asia & Pacific (developing only),10448.5183922431,2005810617.0,,0.9244515991210942,0.045156657343902805,0.1533484,0.3724527,0.9244346317934392,0.34566321862162896,,,0.7893857065859049,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,East Asia & Pacific (developing only),,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.1104397838789679,,,83659.55435646248,,,,,,,,,,,
Ecuador,10540.6573666533,15737878.0,0.043,0.8890049743652341,0.041999998092651404,0.09387966,0.17696589999999998,0.905,0.43993788094424396,0.2792929608576753,0.17364544512629726,0.7325310595278779,ECU,0.2,0.6000000000000001,0.8,0.8,0.3,0.25747347179967145,50.0,0.054520612,0.054520612,0.2,0.2,0.043,0.6004283762685403,0.049250876374693275,0.59875,0.5356497092899941,0,3,40,0.2,1.5,Ecuador,1.1978618525904672,0.0654247344,0.0517945814,0.5283769711163154,0.5544,0.5269,0.55,0.3375,0.3375,0.5225315865682099,0.4525401073961719,2488.469220298341,14731.421391918133,0.1838779769350367,1133.052944180515,17831849003.053753,2266.241333830459,12609.261374859008,3601.6076340173117,21555.248140390133,0.1401546547331798,0.0032864315663461738,0.0004606086814854713,84397.29584751843,0.005845834511313398,0.6170308349680429,0.6366474318532429,0.6129829352692275,0.5872327392845121,1779.7180786267606,36.725974780148476,0.0034842205284402595,577988910.5210536,17809190.604606144,560179719.9164474
"Egypt, Arab Rep.",10733.488722812801,82056378.0,0.0925,0.9609768676757808,0.126999998092651,0.002091735,0.01016893,0.789,0.5796896234825689,0.10013164023017088,0.11927926539328736,0.6046551882587154,EGY,0.2,0.6000000000000001,0.6666666666666667,0.6,0.0,0.4927783418827425,10.0,0.096048946,0.096048946,0.2,0.2,0.0925,0.4638872832369942,0.3580885330675059,0.44249999999999995,0.5356497092899941,0,3,40,0.2,1.5,"Egypt, Arab Rep.",1.422265758855409,0.11525873519999999,0.09124649869999998,0.40822080924855486,0.5544,0.3894,0.3,0.2416666666666667,0.2416666666666667,0.31759982717454627,0.33212010958990956,3954.813277674259,6717.570083668804,0.1397885147416673,831.0854233018086,68195859644.74322,4964.23853430092,12175.80126994077,5071.050514687614,8578.55544225358,0.18712264738605158,0.005948534022184447,0.0011131054342971515,85941.26454400198,0.013999550667143769,0.543402002966346,0.597822667548221,0.5727497027398653,0.5604994939562747,1390.1872050289435,152.94117775883123,0.014248971765701144,12549799093.943848,1142426415.2820005,11407372678.661848
El Salvador,7515.082656377621,6340454.0,0.057,0.837892837524414,0.06300000190734861,0.04984934,0.1816167,0.995,0.2843736458961,0.18429042105884488,0.1773739959750223,0.85531317705195,SLV,0.2,0.0,0.0,0.0,0.38333333333333336,0.13424357530792413,10.0,0.008215094000000001,0.008215094000000001,0.2,0.2,0.057,0.32805418719211815,0.920414445528944,0.305,0.5356497092899941,0,3,40,0.2,1.5,El Salvador,1.0803408249482853,0.0098581128,0.0078043393,0.32805418719211815,0.63,0.305,0.19166666666666668,0.04791666666666667,0.04791666666666667,0.22337650504977524,0.21679149200121917,7816.852896750041,15797.063333071792,0.04402298001150484,145.47488463785277,922376814.2016121,2141.798557067622,8858.40368120512,8207.84695303316,16584.196391286012,0.12326466244366154,0.0005905543211308792,7.279447904884353e-05,60172.02079591307,0.0010941574137434437,0.5533737553527237,0.5671274357449189,0.554712252233968,0.49872356146589547,256.5118092845787,26.28872136249509,0.003498128039907233,166682428.51771745,4042295.7951530213,162640132.72256446
Equatorial Guinea,32685.0623108539,757014.0,,0.7206935882568359,0.08,,,0.6829999999999999,0.19213476316235997,,,0.7454326184188199,GNQ,0.2,0.0,0.0,0.0,0.0,0.8236127269951562,100.0,0.025138674,0.025138674,0.2,0.2,,,,0.16125,0.5356497092899941,0,3,40,0.2,1.5,Equatorial Guinea,1.7377735862955141,0.0301664088,0.023881740299999996,,,,0.0,0.0,0.0,,,,,,,,,,,,0.20462459777478137,,,261703.8745961586,,,,,,,,,,,
Eritrea,1157.3215429849001,6333135.0,,0.690192184448242,0.0719999980926514,,,0.341,0.545976813370913,,,0.3975115933145436,ERI,0.2,0.0,0.0,0.0,0.0,,2.0,0.015947672,0.015947672,0.2,0.2,,,,0.5050000000000001,0.5356497092899941,0,3,40,0.2,1.5,Eritrea,,0.0191372064,0.0151502884,,,,0.0,0.0,0.0,,,,,,,,,,,,0.32809874010995527,,,9266.481705686565,,,,,,,,,,,
