country,gdp_pc_pp,pop,share1,plgp,unemp,axfin_p,axfin_r,bashs,ophe,social_p,social_r,axhealth,pov_head,shew,prepare_scaleup,finance_pre,rating,avg_prod_k,protection,fa,pe,v,pv,v_s,peref,faref,protectionref,share1_ref,H,alpha,T_rebuild_K,T_rebuild_L,pi,income_elast,original_country
Malta,28821.6623967794,423374.0,,0.94463493347168,0.065,0.3354295,0.5232763,1.0,0.316249257335749,0.55387408,0.357368205,0.8418753713321255,0.2,0.0,0.0,0.0,0.7,0.22391636903978407,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Malta
Marshall Islands,3775.8601550871504,52634.0,,0.834678192138672,,,,0.99,0.12367055785780302,,,0.9331647210710984,0.2,0.4,0.4,0.6,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Marshall Islands
Mauritania,2945.22956949672,3889880.0,0.0602,0.641279296875,0.31,0.03011628,0.08601067999999999,0.6509999999999999,0.4630876250644671,,,0.5939561874677663,0.2,0.6000000000000001,0.6666666666666667,0.6,0.0,0.23810597085800642,2.17,0.06939216520184127,0.1679728080635645,0.1655320478853396,2.8059095386555426,0.12925925925925924,0.1679728080635645,0.06939216520184127,2.17,0.0602,0.5356497092899943,1,3,40,0.2,1.5,Mauritania
Mauritius,17145.783120153603,1258653.0,0.0739,0.958068084716797,0.08300000190734863,0.1841016,0.3910466,0.992,0.4653395951211429,0.20302770408423365,0.10934859764325706,0.7633302024394285,0.2,0.8,0.8,0.6,0.65,0.29481279169257346,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,0.0739,0.5356497092899943,1,3,40,0.2,1.5,Mauritius
Mexico,16290.8128214269,122332399.0,0.0486,0.9575267028808591,0.0490000009536743,0.028012490000000004,0.09345214,0.96,0.44147349287612,0.5340229455306378,0.2547689062898621,0.7592632535619399,0.2,0.8,0.8,0.8,0.6666666666666667,0.36826304497677287,39.44,0.06110303858742192,0.1679728080635645,0.393950762622432,0.5991846184184213,0.3792500000000001,0.1679728080635645,0.06110303858742192,39.44,0.0486,0.5356497092899943,1,3,40,0.2,1.5,Mexico
"Micronesia, Fed. Sts.",3285.75294189917,103549.0,0.0159,,,,,1.0,0.0949314941668317,0.4911367616883895,0.13340977833450512,0.952534252916584,0.2,0.6000000000000001,0.4666666666666667,0.6,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,0.0159,0.5356497092899943,1,3,40,0.2,1.5,"Micronesia, Fed. Sts."
Middle East & North Africa (all income levels),17302.1095238667,402607879.0,,0.8651049041748051,0.11220469779083,,,0.8990398698579429,0.344351730224517,,,0.777344069816713,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Middle East & North Africa (all income levels)
Middle East & North Africa (developing only),11467.7332961109,345448146.0,,0.851379013061523,0.12727879558715302,,,0.8901435878923191,0.4562006998034709,,,0.7169714440444241,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Middle East & North Africa (developing only)
Middle income,9375.216385184749,4970033143.0,,0.766807174682617,0.0562597550840693,0.1074579,0.2324205,0.7268482825039271,0.35463748770065895,,,0.686105397401634,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Middle income
Moldova,4521.084844788111,3558566.0,0.0849,0.946174697875977,0.05099999904632569,0.0071581230000000015,0.05443321,0.992,0.44578861102402595,0.4658781844872598,0.33756533499209274,0.773105694487987,0.2,0.6000000000000001,0.6,0.4,0.25,0.25670477375728673,10.45,0.06282175635919181,-0.52,0.38683310779064306,0.6286093080247948,0.3772500000000001,-0.52,0.06282175635919181,10.45,0.0849,0.5356497092899943,1,3,40,0.2,1.5,Moldova
Monaco,,37831.0,,,,,,,0.06999999997389411,,,,0.2,0.6000000000000001,0.4,0.2,0.0,,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Monaco
Mongolia,9132.30570379131,2839073.0,0.071,0.9089742279052729,0.0490000009536743,0.1190915,0.3040792,0.988,0.37013190066106505,0.32451319459176803,0.18658999698714795,0.8089340496694675,0.2,0.4,0.5333333333333333,0.8,0.33333333333333337,0.20767487925071607,6.34,0.047108300155032784,0.1679728080635645,0.12910531495311936,1.3624124236151816,0.112716049382716,0.1679728080635645,0.047108300155032784,6.34,0.071,0.5356497092899943,1,3,40,0.2,1.5,Mongolia
Montenegro,14151.5411049103,621383.0,0.0825,0.8049859619140629,0.19799999237060503,0.02271427,0.04095249,1.0,0.42668777701352,,,0.78665611149324,0.2,0.0,0.0,0.0,0.375,0.3648966623915853,11.45,0.10630768483374672,0.1679728080635645,0.3863409060531048,0.6306841707137345,0.35962962962962963,0.1679728080635645,0.10630768483374672,11.45,0.0825,0.5356497092899943,1,3,40,0.2,1.5,Montenegro
Morocco,6967.259245878559,33008150.0,0.0652,0.8925434112548829,0.0919999980926514,0.051415930000000006,0.1725484,0.736,0.58357664131688,,,0.5762116793415599,0.2,0.6000000000000001,0.4666666666666667,0.6,0.5333333333333333,0.26925696721882303,18.87,0.0562499278503009,-0.24,0.36309718772826877,0.735072650773251,0.34974999999999995,-0.24,0.0562499278503009,18.87,0.0652,0.5356497092899943,1,3,40,0.2,1.5,Morocco
Mozambique,1069.62467709464,25833752.0,0.052300000000000006,0.31594970703125,0.08300000190734863,,,0.5429999999999999,0.0640594162295104,0.2286466156711273,0.0790302963912396,0.7394702918852447,0.2,0.8,0.8666666666666666,0.8,0.33333333333333337,0.5724925548469878,18.94,0.0444136109134404,-0.27,0.13818239293993542,1.5690682614992055,0.13000000000000003,-0.27,0.0444136109134404,18.94,0.052300000000000006,0.5356497092899943,1,3,40,0.2,1.5,Mozambique
Myanmar,,53259018.0,,0.747923278808594,0.0340000009536743,,,0.706,0.681959753796518,,,0.5120201231017409,0.2,0.4,0.4666666666666667,0.4,0.0,,2.47,0.11010254151103424,0.1679728080635645,,,,0.1679728080635645,0.11010254151103424,2.47,,0.5356497092899943,1,3,40,0.2,1.5,Myanmar
Namibia,9275.77298948326,2303315.0,0.0337,0.844627227783203,0.16899999618530298,,,0.8140000000000001,0.0708867871555925,,,0.8715566064222038,0.2,0.8,0.7333333333333333,0.6,0.55,0.2751726819797061,16.54,0.04691467376864355,0.35,0.5586798576426101,0.12765833845940056,0.5549999999999999,0.35,0.04691467376864355,16.54,0.0337,0.5356497092899943,1,3,40,0.2,1.5,Namibia
Nepal,2172.79039161762,27797457.0,0.0827,0.6036014175415041,0.0270000004768372,0.05736111,0.1267821,0.36,0.46154770251690497,0.1957230900073423,0.3589367106901816,0.4492261487415475,0.2,0.6000000000000001,0.4666666666666667,0.6,0.0,0.2701993002713125,2.33,0.05837973990653034,-0.61,0.34247558052078264,0.8395472139706888,0.3337037037037038,-0.61,0.05837973990653034,2.33,0.0827,0.5356497092899943,1,3,40,0.2,1.5,Nepal
Netherlands,45021.1574077338,16804432.0,0.084,0.9821536254882808,0.06699999809265139,0.5146725000000001,0.6205978000000001,1.0,0.05394363337686309,0.43784579999999995,0.331487095,0.9730281833115684,0.2,1.0,0.6666666666666667,1.0,0.9833333333333333,0.25251989485705195,4489.59,0.32301091253359776,0.1679728080635645,0.12822332629145333,0.013856088123219257,0.1280246913580247,0.1679728080635645,0.32301091253359776,4489.59,0.084,0.5356497092899943,1,3,40,0.2,1.5,Netherlands
New Caledonia,,262000.0,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,New Caledonia
New Zealand,33019.6033227233,4442100.0,,,0.06199999809265139,0.5283379,0.6550041,0.966,0.10670834222712901,,,0.9296458288864357,0.2,0.8,0.8,0.8,0.9333333333333332,0.40641763199487324,100.0,0.040453559117058384,0.1679728080635645,,,,0.1679728080635645,0.040453559117058384,100.0,,0.5356497092899943,1,3,40,0.2,1.5,New Zealand
Nicaragua,4493.766693912728,6080478.0,0.0464,0.484092712402344,0.0719999980926514,0.02246357,0.09348507000000003,0.88,0.403230824876026,0.30955790148805923,0.18289249576700325,0.738384587561987,0.2,0.6000000000000001,0.6,0.6,0.25,,6.38,0.0249312123363008,0.1679728080635645,0.1815999911289654,2.4691631650609387,0.155,0.1679728080635645,0.0249312123363008,6.38,0.0464,0.5356497092899943,1,3,40,0.2,1.5,Nicaragua
Niger,886.809611289333,17831270.0,0.08960000000000001,0.6932961273193361,0.05099999904632569,0.002041873,0.0181079,0.293,0.5307619941469729,0.05921709568758075,0.06195777077582978,0.3811190029265136,0.2,0.6000000000000001,0.7333333333333333,0.6,0.0,0.23359231685535525,2.45,0.0402116515457816,-0.39,0.15522999992267988,3.058493849860228,0.12925925925925924,-0.39,0.0402116515457816,2.45,0.08960000000000001,0.5356497092899943,1,3,40,0.2,1.5,Niger
Nigeria,5422.6933427295,173615345.0,0.0539,0.7933840942382809,0.075,0.08466024000000001,0.33685740000000003,0.381,0.693498428534313,0.004318494866955536,0.0078094642485003855,0.3437507857328435,0.2,0.8,0.8,0.8,0.38333333333333336,0.8736444729486806,7.04,0.03767008873400431,0.52,0.6015788961200397,0.04724418370269623,0.59875,0.52,0.03767008873400431,7.04,0.0539,0.5356497092899943,1,3,40,0.2,1.5,Nigeria
North America,50396.1264452195,351348142.0,,0.930418701171875,0.0736730104148192,,,,0.120302013934715,,,,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,North America
Northern Mariana Islands,,53855.0,,,,,,0.996,,,,,0.2,0.0,0.0,0.0,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Northern Mariana Islands
Norway,62411.3557791039,5080166.0,0.09,0.984884490966797,0.035,,,,0.139464034313376,0.43995509,0.30240816800000003,,0.2,0.8,0.7333333333333333,0.8,1.0,0.3359516873480029,56.91,0.049038350480072664,0.1679728080635645,0.13340633596127127,1.28624823403098,0.11271604938271604,0.1679728080635645,0.049038350480072664,56.91,0.09,0.5356497092899943,1,3,40,0.2,1.5,Norway
OECD members,36837.3138285252,1261860262.0,,0.9409153747558591,0.0796388008758535,,,,0.13983837125727802,,,,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,OECD members
Oman,44532.4548711515,3632444.0,,0.9356304931640628,0.0790000009536743,0.145017,0.2770396,0.986,0.12258380249131598,,,0.931708098754342,0.2,0.0,0.0,0.0,0.75,0.28428817522364136,37.27,0.010215614356365909,0.1679728080635645,,,,0.1679728080635645,0.010215614356365909,37.27,,0.5356497092899943,1,3,40,0.2,1.5,Oman
Other small states,8824.85953293705,20178690.0,,0.6794638061523439,0.137449550032413,,,0.648094632252913,0.229358080483962,,,0.7093682758844755,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Other small states
Pacific island small states,4882.42100702613,2280082.0,,0.797245635986328,,,,0.941932887033888,0.12370086543846401,,,0.9091160107977121,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Pacific island small states
Pakistan,4454.07482878434,182142594.0,0.0959,0.6219412994384771,0.05099999904632569,0.01097432,0.01669716,0.521,0.548740285208274,0.06627475544327993,0.1375627297173065,0.486129857395863,0.2,0.6000000000000001,0.7333333333333333,0.8,0.225,0.3767173581299691,7.2,0.07858921320019564,0.1679728080635645,0.49717672852907874,0.26715504537769763,0.48000000000000015,0.1679728080635645,0.07858921320019564,7.2,0.0959,0.5356497092899943,1,3,40,0.2,1.5,Pakistan
Palau,14611.7353039229,20918.0,,,,,,1.0,0.1060957792467,0.14801150969645407,0.10637442990521596,0.94695211037665,0.2,0.6000000000000001,0.5333333333333333,0.4,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Palau
Panama,18793.3933318045,3864170.0,0.032,0.916096420288086,0.040999999046325696,0.1099336,0.13441370000000002,0.935,0.249109631598326,0.13708015804999846,0.19584232441457688,0.8429451842008371,0.2,0.6000000000000001,0.6666666666666667,0.8,0.6,0.5402427160644628,14.34,0.018588993329232188,0.1679728080635645,0.5999606786370318,0.05006881689515108,0.5987500000000001,0.1679728080635645,0.018588993329232188,14.34,0.032,0.5356497092899943,1,3,40,0.2,1.5,Panama
Papua New Guinea,2558.12599644713,7321262.0,,,0.020999999046325702,,,0.53,0.109671859527752,0.05338064263593245,0.02093413029193003,0.7101640702361239,0.2,0.6000000000000001,0.4,0.4,0.35,,6.04,0.04582951975265315,0.1679728080635645,,,,0.1679728080635645,0.04582951975265315,6.04,,0.5356497092899943,1,3,40,0.2,1.5,Papua New Guinea
Paraguay,7833.074001567579,6802295.0,0.0406,0.8011572265625,0.051999998092651385,0.02127697,0.14778729999999998,0.958,0.566324664936956,0.2225409228619448,0.18271037767433415,0.6958376675315219,0.2,0.8,0.6,0.6,0.4666666666666666,0.3682732130696673,20.13,0.02750425862617814,0.1679728080635645,0.3209450597419741,0.9629527885753799,0.30499999999999994,0.1679728080635645,0.02750425862617814,20.13,0.0406,0.5356497092899943,1,3,40,0.2,1.5,Paraguay
Peru,11396.493020613101,30375603.0,0.0422,0.738851318359375,0.03900000095367431,0.01947264,0.1296312,0.867,0.34922042902940603,0.17809290377262527,0.1438275088967906,0.758889785485297,0.2,0.6000000000000001,0.6,0.8,0.6666666666666667,0.27019867536419195,93.09,0.06888750343228058,-0.49,0.3007877139356269,1.0945004427103342,0.29419753086419753,-0.49,0.06888750343228058,93.09,0.0422,0.5356497092899943,1,3,40,0.2,1.5,Peru
Philippines,6326.2164238939795,98393574.0,0.0589,0.757798385620117,0.07099999904632573,0.0353108,0.22188520000000003,0.728,0.5667290664336021,0.1881751680446434,0.2282986677130677,0.5806354667831989,0.2,0.6000000000000001,0.6,0.8,0.5833333333333334,0.27365718828027585,8.32,0.053936886408158594,-0.12,0.12264337227578306,0.0599838995594022,0.12225000000000001,-0.12,0.053936886408158594,8.32,0.0589,0.5356497092899943,1,3,40,0.2,1.5,Philippines
Poland,22835.2204608088,38514479.0,0.0789,0.9853228759765628,0.10399999618530302,0.1469539,0.2018166,0.999,0.22813576216920897,0.593962,0.488281,0.8854321189153955,0.2,1.0,0.5333333333333333,0.8,0.7166666666666667,0.41320263199936846,200.0,0.057824445643935886,0.1679728080635645,0.1308979108534954,1.3300601057060764,0.11271604938271608,0.1679728080635645,0.057824445643935886,200.0,0.0789,0.5356497092899943,1,3,40,0.2,1.5,Poland
Portugal,25932.933700526002,10457295.0,,,0.165,0.14116910000000002,0.3317234000000001,0.999,0.266285432111455,0.56606269,0.45483133,0.8663572839442726,0.2,0.6000000000000001,0.7333333333333333,0.8,0.48333333333333334,0.19024226740462855,72.8,0.015202721661080415,0.1679728080635645,,,,0.1679728080635645,0.015202721661080415,72.8,,0.5356497092899943,1,3,40,0.2,1.5,Portugal
Puerto Rico,33637.5807616376,3615086.0,,,0.141999998092651,,,0.998,,,,,0.2,0.0,0.0,0.0,0.25,,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Puerto Rico
Qatar,127562.19898871801,2168673.0,,0.977395782470703,0.005,0.181152,0.32098259999999995,1.0,0.0844671711099534,,,0.9577664144450232,0.2,0.0,0.0,0.0,0.9,0.3676990449475737,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Qatar
Romania,18184.1097333037,19981358.0,0.0891,0.940499420166016,0.07300000190734861,0.054767480000000014,0.1082912,0.985,0.19685002720841502,0.563182,0.40970500000000004,0.8940749863957924,0.2,0.8,0.6666666666666667,0.8,0.55,0.2677480378213938,50.0,0.07368380748817263,0.1679728080635645,0.45130947139329836,0.39593790942397455,0.43,0.1679728080635645,0.07368380748817263,50.0,0.0891,0.5356497092899943,1,3,40,0.2,1.5,Romania
Russian Federation,23564.2077363646,143499861.0,0.0646,0.96597038269043,0.055999999046325716,0.06942263,0.13612979999999997,0.997,0.4801094733727679,,,0.7584452633136161,0.2,0.0,0.0,0.0,0.5166666666666666,0.3491630039272151,87.1,0.042546421105607364,0.1679728080635645,0.26867284954310333,1.344859188680056,0.23825,0.1679728080635645,0.042546421105607364,87.1,0.0646,0.5356497092899943,1,3,40,0.2,1.5,Russian Federation
Rwanda,1426.36628762623,11776522.0,0.0516,0.347474708557129,0.006000000238418579,0.1784206,0.1783742,0.69,0.183940264981527,0.03711900809696269,0.022847104782541428,0.7530298675092365,0.2,0.8,0.6,0.6,0.35,0.712577817249879,2.2,0.039113916642515366,-0.78,0.6055535085298311,0.04037048935530119,0.6053086419753086,-0.78,0.039113916642515366,2.2,0.0516,0.5356497092899943,1,3,40,0.2,1.5,Rwanda
Samoa,5583.92681868153,190372.0,,0.899505081176758,,,,0.8079999999999999,0.0656773872983242,,,0.8711613063508379,0.2,0.6000000000000001,0.5333333333333333,0.6,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Samoa
San Marino,,31448.0,,0.9624559020996091,,,,,0.116356538318648,,,,0.2,0.0,0.0,0.0,0.65,,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,San Marino
Sao Tome and Principe,2875.76045630934,192993.0,0.07490000000000001,0.661306304931641,,,,0.8170000000000001,0.5994467855128011,,,0.6087766072435996,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,0.07490000000000001,0.5356497092899943,1,3,40,0.2,1.5,Sao Tome and Principe
Saudi Arabia,52067.9660469226,28828870.0,,0.986877212524414,0.0569999980926514,0.1185518,0.2081078,0.97,0.19796877895903894,,,0.8860156105204805,0.2,0.0,0.0,0.0,0.8666666666666667,0.2632153146569506,46.22,0.02425598903839908,0.1679728080635645,,,,0.1679728080635645,0.02425598903839908,46.22,,0.5356497092899943,1,3,40,0.2,1.5,Saudi Arabia
Senegal,2170.07720699017,14133280.0,0.0604,0.6136690902709959,0.103000001907349,0.02342184,0.04644672,0.6509999999999999,0.369216274272355,0.11367795298178585,0.2177170059081968,0.6408918628638225,0.2,0.8,0.8,0.8,0.35,0.22621011201636318,5.17,0.02929216907597723,-0.25,0.6175642831476824,0.020136716438543978,0.617,-0.25,0.02929216907597723,5.17,0.0604,0.5356497092899943,1,3,40,0.2,1.5,Senegal
Serbia,12892.4963006621,7164132.0,0.0837,0.9921752166748052,0.22200000762939495,0.014522389999999996,0.04309804,0.997,0.3790105103930311,0.3637292364118171,0.2908204681208248,0.8089947448034844,0.2,0.4,0.6,0.6,0.36666666666666664,0.2201204533701086,20.46,0.10955615626018066,0.1679728080635645,0.38672243475712625,0.6290753868356762,0.3596296296296297,0.1679728080635645,0.10955615626018066,20.46,0.0837,0.5356497092899943,1,3,40,0.2,1.5,Serbia
Seychelles,23798.762160219303,89173.0,0.0371,0.848789367675781,,,,,0.0294904359654172,,,,0.2,0.8,0.6,0.8,0.35,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,0.0371,0.5356497092899943,1,3,40,0.2,1.5,Seychelles
Sierra Leone,1494.64854833896,6092075.0,0.0781,0.477517204284668,0.032000000476837195,0.04347975,0.2132186,0.597,0.6132256798316089,0.02410150585142099,0.039565497283954115,0.4918871600841955,0.2,0.8,0.7333333333333333,0.6,0.0,0.4068659912801502,1.82,0.051476908048758346,0.69,0.6033592690347247,0.04415400961337035,0.5987500000000001,0.69,0.051476908048758346,1.82,0.0781,0.5356497092899943,1,3,40,0.2,1.5,Sierra Leone
Singapore,76236.7936323961,5399200.0,,0.986768417358398,0.0279999995231628,0.4760371,0.6571514999999999,0.997,0.567898588772673,,,0.7145507056136635,0.2,0.0,0.0,0.0,1.0,0.2468603409884494,2000.0,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,2000.0,,0.5356497092899943,1,3,40,0.2,1.5,Singapore
Sint Maarten (Dutch part),,39689.0,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Sint Maarten (Dutch part)
Slovak Republic,25758.862634894904,5413393.0,0.0863,0.979527893066406,0.141999998092651,0.29756340000000003,0.4171376,0.992,0.22142428977234,0.43040267,0.389464188,0.88528785511383,0.2,0.0,0.0,0.0,0.7666666666666667,0.30590188604179597,100.0,0.14760856848130152,0.1679728080635645,0.3875484045953775,0.6256033892276134,0.35962962962962974,0.1679728080635645,0.14760856848130152,100.0,0.0863,0.5356497092899943,1,3,40,0.2,1.5,Slovak Republic
Slovenia,27368.1720259118,2059953.0,0.0973,0.9882528686523442,0.101999998092651,0.200224,0.3523933,0.999,0.121088099465257,0.62540764,0.33581189,0.9389559502673716,0.2,1.0,0.0,0.8,0.6333333333333333,0.2213378830398852,56.56,0.1094184334155629,0.1679728080635645,0.36820089466237177,0.7110224584806875,0.33379746835443036,0.1679728080635645,0.1094184334155629,56.56,0.0973,0.5356497092899943,1,3,40,0.2,1.5,Slovenia
Small states,9810.822145386679,29461186.0,,0.7209928894042971,0.128472602599092,,,0.7297358681459291,0.267345087113426,,,0.7311953905162516,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Small states
Solomon Islands,2002.59241838617,561231.0,,0.748889083862305,0.0379999995231628,,,0.855,0.0341590836414279,0.05708569558230865,0.06716642587160629,0.910420458179286,0.2,0.6000000000000001,0.5333333333333333,0.4,0.0,,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Solomon Islands
Somalia,,10495583.0,,,0.06900000095367427,,,0.33,,,,,0.2,0.0,0.0,0.0,0.0,,1.78,0.15962772382567636,0.1679728080635645,,,,0.1679728080635645,0.15962772382567636,1.78,,0.5356497092899943,1,3,40,0.2,1.5,Somalia
South Africa,12454.1909220073,53157490.0,0.0245,0.7698593139648441,0.24899999618530305,0.13653189999999998,0.27751079999999995,0.912,0.07106166442007099,0.7327359555846154,0.09087076465545328,0.9204691677899646,0.2,0.0,0.0,0.0,0.5833333333333334,0.41221819094326817,100.0,0.01739097661390025,0.1679728080635645,0.5572282592369119,0.1305959264570402,0.5549999999999998,0.1679728080635645,0.01739097661390025,100.0,0.0245,0.5356497092899943,1,3,40,0.2,1.5,South Africa
South Asia,4874.64232734339,1670808253.0,,0.6282838821411129,0.038730506780741504,0.09974035,0.1190492,0.499853659426884,0.5786846233563271,,,0.4605845180352785,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,South Asia
South Sudan,1964.62314955845,11296173.0,,,,,,0.194,0.5967975041743431,,,0.2986012479128285,0.2,0.0,0.0,0.0,0.0,,2.18,0.1338823012156184,0.1679728080635645,,,,0.1679728080635645,0.1338823012156184,2.18,,0.5356497092899943,1,3,40,0.2,1.5,South Sudan
Spain,31682.6447411771,46617825.0,0.0541,0.971474380493164,0.26600000381469696,0.2691136,0.4078074,1.0,0.227953885337675,0.52520472,0.428425678,0.8860230573311625,0.2,0.0,0.0,0.0,0.6166666666666667,0.18299929671374224,98.21,0.044690329736260935,0.1679728080635645,0.110065184183869,0.008493292616213122,0.11000000000000001,0.1679728080635645,0.044690329736260935,98.21,0.0541,0.5356497092899943,1,3,40,0.2,1.5,Spain
Sri Lanka,9425.73738258594,20483000.0,0.07719999999999999,0.965749130249023,0.041999998092651404,0.21014090000000002,0.32752829999999994,0.986,0.465375452667325,0.08488117518313967,0.08099955002727935,0.7603122736663375,0.2,0.8,0.6666666666666667,0.6,0.36666666666666664,0.33796080258900235,6.42,0.06235160323157399,0.1679728080635645,0.6066332627780204,0.038518720709401544,0.6042500000000002,0.1679728080635645,0.06235160323157399,6.42,0.07719999999999999,0.5356497092899943,1,3,40,0.2,1.5,Sri Lanka
St. Kitts and Nevis,20709.3568900198,54191.0,,0.928223037719727,,,,1.0,0.5734200778076259,,,0.7132899610961869,0.2,0.8,0.33333333333333337,0.6,0.0,0.2419536149217524,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,St. Kitts and Nevis
St. Lucia,10151.5326402923,182273.0,,0.895732879638672,,,,0.987,0.4241803566697741,,,0.781409821665113,0.2,0.6000000000000001,0.4666666666666667,0.6,0.0,0.8917745033119631,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,St. Lucia
St. Martin (French part),,31264.0,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,St. Martin (French part)
St. Vincent and the Grenadines,10154.083975912901,109373.0,,0.685727462768555,,,,0.992,0.17307692307692302,,,0.9094615384615384,0.2,0.0,0.0,0.0,0.25,0.6344556359052773,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,St. Vincent and the Grenadines
Sub-Saharan Africa (all income levels),3342.420867487489,937014346.0,,0.5833250045776371,0.07653099886471021,,,0.486352207954152,0.344903881921973,,,0.5707241630160895,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Sub-Saharan Africa (all income levels)
Sub-Saharan Africa (developing only),3318.55465334129,936257332.0,,0.5832444000244139,0.0765272234404903,0.06513961,0.1951246,0.4861867291823141,0.345806463477358,,,0.570190132852478,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Sub-Saharan Africa (developing only)
Sudan,3264.77297794563,37964306.0,0.0681,0.7986575,0.151999998092651,0.008296447,0.049888190000000006,0.231,0.758166319717374,,,0.23641684014131295,0.2,0.6000000000000001,0.6666666666666667,0.6,0.0,0.9487533644538989,7.79,0.10540888065744397,0.1679728080635645,0.5152255604845489,0.22276542221141038,0.5050000000000001,0.1679728080635645,0.10540888065744397,7.79,0.0681,0.5356497092899943,1,3,40,0.2,1.5,Sudan
Suriname,15555.8427865772,539276.0,,0.9034835815429691,0.07800000190734861,,,0.912,0.14412136536030298,,,0.8839393173198485,0.2,0.0,0.0,0.0,0.4,0.21316813374058083,20.19,0.26623007631717505,0.1679728080635645,,,,0.1679728080635645,0.26623007631717505,20.19,,0.5356497092899943,1,3,40,0.2,1.5,Suriname
Swaziland,6470.88419034393,1249514.0,0.0405,0.673093719482422,0.225,0.09158991,0.2348936,0.82,0.10636439607377698,,,0.8568178019631114,0.2,0.0,0.0,0.0,0.0,0.19038060692098577,6.61,0.022691869071206704,0.13,0.14409482011895822,1.9841461313113915,0.12999999999999998,0.13,0.022691869071206704,6.61,0.0405,0.5356497092899943,1,3,40,0.2,1.5,Swaziland
