country,H,T_rebuild_K,T_rebuild_L,alpha,axfin_p,axfin_r,axhealth,fa,finance_pre,pe,pi,plgp,prepare_scaleup,protection,pv,rating,share1,shew,social_p,social_r,unemp,v,v_s
Moldova $(\eta=1)$,0.03927685723109642,-0.04551470904962107,-0.00025200941283776146,-0.1780159192739661,0.002911844297792676,0.010560903040690572,0.03882171788216482,-0.026784743939578526,0.01081941767294703,-0.1193547803152728,0.017322603934000202,0.03882171788216482,0.021637295574028492,5.551115123125783e-14,-0.02168526570445195,0.01081941767294703,-0.24354086960187704,0.005773351803850524,0.05653931501936604,0.05478636808570192,-0.0388148098265928,1.0062186939944762,-1.099565758885146
Moldova $(\eta=2)$,0.0447824848442413,-0.04297224401589306,-0.00036703685762917715,-0.16807253052714133,0.003319950496183388,0.012041100939663707,0.044263536202127085,-0.04628201528672493,0.018121876150467564,-0.38726555858736855,0.026102338431255312,0.044263536202127085,0.03624260668305679,0.0,-0.06684012827345986,0.018121876150467564,1.616644590541505,0.008699197292016958,0.11954066711894473,0.07176182507828699,-0.04425391983292615,0.8807231026586315,-1.0052362707139162
Mongolia $(\eta=1)$,0.027247856463463727,-0.03308630484388786,-0.00012701639490186878,-0.13724957785948844,0.00623944798583409,0.001428019399229985,0.01960302955800186,-0.008856777512944447,0.026818376255011156,-0.14559995939439352,0.006659314569668062,0.01960302955800186,0.053638718630233395,-5.551115123125783e-14,-0.06188561736925058,0.026818376255011156,1.6375961016605323,0.003329553063202706,0.2188249938349096,0.009552784837163486,-0.01960110087562139,2.0642819149826463,-2.5105903190469347
Mongolia $(\eta=2)$,0.014196565433166608,-0.021235591918133956,-8.453690836240924e-05,-0.08809488900590745,0.003250881413396911,0.0007440292087435019,0.010213523694568849,-0.01296910995091105,0.029866637229480908,-0.25367451023311505,0.007002011016221665,0.010213523694568849,0.05973598701725091,-5.551115123125783e-14,-0.09569917851653953,0.029866637229480908,5.38984062813852,0.0034997937892189412,0.24936344846215874,0.0060100564223120045,-0.010212694927180799,1.095989570326028,-1.4063995123680395
Nepal $(\eta=1)$,0.09605217521180265,-0.044295165087582244,-0.0007570093330522276,-0.17117795791332657,0.016297583210589384,0.02670568131601936,0.03970981617296143,-0.020471254403908734,0.019763244636150645,-0.18145101787769846,0.03286142441627504,0.03970981617296143,0.03952500471010589,-5.551115123125783e-14,-0.041918112107630634,0.019763244636150645,-0.2275248320966483,0.010950900666273355,0.07888617297135969,0.10027314508759266,-0.039702236157568294,0.8912725179938685,-1.0603676122114547
Nepal $(\eta=2)$,0.10617575192722883,-0.04122971047609836,-0.0010688801386771196,-0.15933301864734517,0.01801459873501665,0.029519380191633804,0.04389390110881575,-0.032846391805507746,0.03055582049515948,-0.49200724045045385,0.045656858316367455,0.04389390110881575,0.061111410620207085,0.0,-0.09792547098402826,0.03055582049515948,1.6270991512349342,0.015215223558906477,0.15134076326878132,0.1182274171833142,-0.04388383665882012,0.647823125947633,-0.867181683482543
Netherlands $(\eta=1)$,0.0012436448111330378,-0.04201772680856308,-2.0356509811136902e-06,-0.16499988717849634,6.332149460330783e-05,0.00019315332216995884,0.0009302123112897576,-0.008594658817084877,0.0006925118909428818,-0.12071887867104447,0.005553180053408102,0.0009302123112897576,0.0013847874303918317,0.0,-0.03567377345681244,0.0006925118909428818,0.19018070079296345,0.0011106931767090877,0.002472924252538977,0.0027667539737041835,-0.0009302080578588168,3.902613633324059,-3.9286877036884826
Netherlands $(\eta=2)$,0.0009605298838533116,-0.03082457418474016,-2.008388400032146e-06,-0.1210501276908138,4.8906389549241425e-05,0.00014918207236203074,0.0007184500551704609,-0.013309541828931959,0.0009088363827625123,-0.23562078049560453,0.008063789275980504,0.0007184500551704609,0.0018115131466545087,5.551115123125783e-14,-0.07583255414417289,0.0009088363827625123,2.955884716717927,0.0016120737492686388,0.004222201283321514,0.0027906553915491017,-0.0007184465781739924,2.893338546365476,-2.93618960290426
Niger $(\eta=1)$,0.06390647346732337,-0.033296660452264426,-0.0009834179941492494,-0.1334269865529425,0.042675983019324626,0.007806845105984284,0.0514612122203828,-0.004951460619906367,0.047302105317115206,-0.2373295571457268,0.033795151072268936,0.0514612122203828,0.09461260891319156,5.551115123125783e-14,-0.05102340125784366,0.047302105317115206,1.2927551193207543,0.011260964276837981,0.26983366815630516,0.028673657065492186,-0.05144688584518553,0.6659660884556495,-1.191293086711176
Niger $(\eta=2)$,0.043363372189964,-0.025123334177645784,-0.0008524143692567598,-0.10067374159605791,0.028957642156657304,0.0052973374234932535,0.034918780511650205,-0.006507746508566115,0.05266929433145329,-0.3898791656962164,0.03802008752956665,0.034918780511650205,0.10535402718342413,5.551115123125783e-14,-0.073907145954899,0.05266929433145329,3.933550388962259,0.012670409525517012,0.3114227405832115,0.021024477331710312,-0.034909631350610315,0.1753897740542909,-0.6475561610105318
Nigeria $(\eta=1)$,0.03339849457478783,-0.04794741773936351,-0.0014053620089882202,-0.160132810846203,0.04261027590271582,0.04949542065529888,0.07659542115351359,-0.00553479915024746,0.023648154993199944,-0.09990894314024223,0.04278117998235409,0.07659542115351359,0.047299889993746014,2.7755575615628914e-14,-0.10062573354369109,0.023648154993199944,0.9059792300386005,0.010682787162707985,0.06211807330860908,0.062001274284406716,-0.07653838678345348,0.11986429491450679,-0.1955518539238088
Nigeria $(\eta=2)$,0.015431046371222612,-0.030245558047328758,-0.0008294736448949402,-0.101009217814918,0.019686952453731865,0.02286788096957093,0.035387586866761356,-0.008401679267217022,0.012635607707631169,-0.12803767400026977,0.023051978436133824,0.035387586866761356,0.025272494770869902,1.3877787807814457e-14,-0.11027600689317296,0.012635607707631169,2.966174885936701,0.005756985537008763,0.03691740544020661,0.02938347169559319,-0.03536710982714186,0.07802211886899502,-0.11890865235705816
Pakistan $(\eta=1)$,0.08567768973755108,-0.044753785674311874,-0.001313272359859674,-0.16250728095018596,0.028379870753270087,0.039705517489274644,0.07118081645468566,-0.014173881203005667,0.029228866955444133,-0.10177275136447061,0.04196211602375266,0.07118081645468566,0.05845879720178804,5.551115123125783e-14,-0.0807108540661905,0.029228866955444133,0.4785764562660888,0.0139804375855479,0.08172275740631063,0.09816934915973796,-0.07114965487059477,0.3121763635063335,-0.45210421049807215
Pakistan $(\eta=2)$,0.07267549147410568,-0.0366591119013715,-0.0014229795811671053,-0.13311501310259155,0.024072801632024632,0.03367967378392622,0.060378480813250146,-0.02348817525077429,0.030182007364820684,-0.18628715942275997,0.04251282511757992,0.060378480813250146,0.060365674452445006,5.551115123125783e-14,-0.13160670916523287,0.030182007364820684,2.3658114694619092,0.014164587793297212,0.09736983385633113,0.08731758611091323,-0.06035066540005518,0.19950644119987038,-0.3370181652376236
Panama $(\eta=1)$,0.005843513492032049,-0.05939481438749228,-0.0006293156188386106,-0.20609842228452857,0.021235239565320363,0.015315656421321933,0.11408702659987391,-0.015135548229072704,0.011901274389047867,-0.14852836238582467,0.014215863231192838,0.11408702659987391,0.023802318052823512,0.0,-0.0895126509664057,0.011901274389047867,1.1716654702977336,0.004735908575359549,0.034150993366288684,0.04128361710425965,-0.11400214177986756,0.40372532534177497,-0.4395629689990521
Panama $(\eta=2)$,0.0017515628738806743,-0.029758626636455787,-0.00024096481762714284,-0.10326421604853198,0.006365031334193416,0.00459073462175108,0.03419239965682386,-0.016082547130619185,0.006316236052905655,-0.21862172727479812,0.007965588175118388,0.03419239965682386,0.01263088973285642,2.7755575615628914e-14,-0.12290288179162001,0.006316236052905655,6.509888635944871,0.0026562061137824777,0.02609361277397526,0.013345135813053188,-0.03417663623214717,0.1834014718115895,-0.20342546042662057
Paraguay $(\eta=1)$,0.03468538541334665,-0.04352873318969053,-0.0008959888656567827,-0.15861442894832267,0.03645242540750715,0.011862797565709293,0.08251089362265596,-0.009611325525682446,0.02724256456421159,-0.18649261685571572,0.03255888405317986,0.08251089362265596,0.05448788702988594,0.0,-0.0844676334617045,0.02724256456421159,1.9896603071996033,0.008133126974951832,0.16375222372072562,0.035363037309721346,-0.08246752412177649,0.5538838223950182,-0.6961923641936041
Paraguay $(\eta=2)$,0.009711247435956194,-0.021195139759871973,-0.0003204649368093726,-0.07723371889303832,0.01020596235698501,0.0033214525453628685,0.023100092777478265,-0.010637264385382483,0.019645549604291324,-0.21080964891687093,0.01650892904891954,0.023100092777478265,0.03929308897895889,2.7755575615628914e-14,-0.08580740567043499,0.019645549604291324,5.696290167717027,0.004126019052197449,0.13388739911379677,0.010512032137172111,-0.023092731100321506,0.20705677746835072,-0.27545497453176915
Peru $(\eta=1)$,0.050767265129259,-0.044538788358750026,-0.0005939496406925926,-0.17211898304891893,0.017631533135942234,0.015007128363109246,0.05607822567038623,-0.01648495794887017,0.022418888281972027,-0.23821197527251758,0.023630771662563888,0.05607822567038623,0.04483695021495482,-5.551115123125783e-14,-0.04830308119596616,0.022418888281972027,0.450028270156666,0.007874619670056315,0.0946880531293437,0.04872054532478742,-0.056063035262732264,0.9460953674018668,-1.0869362234555702
Peru $(\eta=2)$,0.02993525921585194,-0.03053075642556191,-0.0004473888764455758,-0.11798952157793252,0.01039664689522768,0.008849141252986747,0.03306685446202717,-0.01809601944474659,0.03197578794866818,-0.5768484116032702,0.02396709548191378,0.03306685446202717,0.0639557555491832,0.0,-0.10764911991711923,0.03197578794866818,6.403281074278011,0.00798754755559905,0.17496775344255644,0.03124266734999548,-0.03305891790983395,0.4854989303686996,-0.617528574963444
Philippines $(\eta=1)$,0.04882809732742466,-0.04616472312451991,-0.00011517800868610095,-0.1778896657563811,0.002909496375436138,0.003956320553666348,0.008033808598262304,-0.007173446716191023,0.004981052711683365,-0.14811735924830094,0.009529517589035308,0.008033808598262304,0.009960066252479027,5.551115123125783e-14,-0.067807137695719,0.004981052711683365,-0.015978374439562515,0.003176951526018268,0.016744459395590106,0.01730395221133385,-0.008033497577941695,3.005974738389705,-3.1354186196606015
Philippines $(\eta=2)$,0.03694014409022506,-0.03536783015700706,-0.00011130867971775871,-0.13629048455421344,0.002201136630020084,0.002993095981562721,0.006077858948294601,-0.010395979914756825,0.0057436676693667366,-0.3626876677483848,0.009062758790923109,0.006077858948294601,0.011486189326448404,0.0,-0.15579153867151252,0.0057436676693667366,4.541276250937975,0.0030218899232936636,0.024625213516149547,0.014370187788603772,-0.006077625594735903,2.2022955499438335,-2.3234352628390686
Poland $(\eta=1)$,0.011406507414990497,-0.06162957572142247,-2.748101329830277e-05,-0.22078736541858435,0.0014194552713231445,0.0002422057611140005,0.0060202924616614695,-0.005425845209128255,0.014838614956269591,-0.07628561797529132,0.00494757330166129,0.0060202924616614695,0.02967783174601113,5.551115123125783e-14,-0.030512763685708322,0.014838614956269591,1.4823065392674528,0.0009897782191625737,0.19423682234531725,0.0029861222372584706,-0.006020100389692029,3.421656439281995,-3.991112768291283
