country,H,T_rebuild_K,T_rebuild_L,alpha,avg_prod_k,axfin_p,axfin_r,axhealth,bashs,borrow_abi,cp,cr,dC_destitution,dKpc,dKtot,dW_destitution,dW_no_transfers,dW_noupscale,dWsurWprime,delta_W,destitution_exposure,equivalent_cost,fa,fap,far,faref,finance_pre,gdp_pc_pp,income_elast,individual_exposure,institutional_exposure,iso3,macro_multiplier,ophe,original_country,pe,peref,pi,plgp,pop,pov_head,prepare_scaleup,protection,protectionref,pv,rating,resilience,resilience_no_shock,resilience_no_shock_no_SP,resilience_no_shock_no_uspcale,risk,risk_to_assets,rp,share1,share1_ref,shew,sigma_p,sigma_r,social_p,social_r,tot_p,tot_r,total_equivalent_cost,total_equivalent_cost_no_destitution,total_equivalent_cost_of_destitution,unemp,v,v_p,v_r,v_s,v_shew
Denmark,0.53565,3.00000,40.00000,1.00000,0.23011,0.44190,0.64744,0.93604,1.00000,0.50000,19393.36737,48255.07373,340152.19495,4.77056,26786385.93623,0.00000,0.00000,0.00000,6.12415,0.00000,0.00000,6.12748,0.00542,0.00633,0.00519,0.00607,0.00000,42482.73246,1.50000,0.00000,0.04836,DNK,1.17176,0.12792,Denmark,0.16797,0.16797,0.20000,0.98887,5614932.00000,0.20000,0.00000,25.74000,25.74000,0.03548,1.00000,0.77855,0.77898,0.75761,0.77717,0.00014,0.00011,128.64921,0.09130,0.09130,0.00000,0.12500,0.12500,0.67681,0.35351,0.71721,0.43432,34405401.85697,34386694.16555,18707.69142,0.07000,0.12555,0.13000,0.12500,0.12500,0.12555
Dominican Republic,0.53565,3.00000,40.00000,1.00000,0.37715,0.05701,0.22953,0.79793,0.98600,0.47500,2954.76538,14005.64688,94444.37719,1.71399,17831955.23121,0.00000,0.00000,0.00000,2.29273,0.00000,0.00001,2.31725,0.03555,0.02133,0.03910,0.03485,0.60000,11795.47058,1.50000,0.00009,0.14656,DOM,1.31199,0.39015,Dominican Republic,-0.40000,-0.40000,0.20000,0.91139,10403761.00000,0.20000,0.66667,76.96000,76.96000,0.36988,0.35000,0.73967,0.74758,0.71519,0.72935,0.00020,0.00015,304.79078,0.05010,0.05010,0.80000,0.28542,0.28542,0.19175,0.11761,0.42244,0.36946,24108109.87096,23852997.86515,255112.00582,0.14900,0.13140,0.15120,0.10920,0.13000,0.11037
Ecuador,0.53565,3.00000,40.00000,1.00000,0.25747,0.09388,0.17697,0.73253,0.90500,0.55000,2266.24133,12609.26137,84397.29585,75.12397,1182291924.12031,0.00000,0.00000,0.00000,116.55017,0.00000,0.00055,120.25358,0.06609,0.07719,0.06331,0.06926,0.80000,10540.65737,1.50000,0.00396,0.14015,ECU,1.19786,0.43994,Ecuador,0.16797,0.16797,0.20000,0.88900,15737878.00000,0.20000,0.80000,18.40000,18.40000,0.04935,0.30000,0.62471,0.64456,0.59521,0.62087,0.01141,0.00713,97.99187,0.04300,0.04300,0.60000,0.33750,0.33750,0.27929,0.17365,0.52253,0.45254,1892536223.79560,1834252280.84481,58283942.95080,0.04200,0.60037,0.55440,0.52690,0.59875,0.52833
"Egypt, Arab Rep.",0.53565,3.00000,40.00000,1.00000,0.49278,0.00209,0.01017,0.60466,0.78900,0.43333,4964.23853,12175.80127,85941.26454,50.37434,4133535961.24176,0.00000,0.00000,0.00000,92.61361,0.00000,0.00220,101.38589,0.18958,0.29954,0.16209,0.20040,0.60000,10733.48872,1.50000,0.01177,0.18712,EGY,1.42227,0.57969,"Egypt, Arab Rep.",0.58000,0.58000,0.20000,0.96098,82056378.00000,0.20000,0.66667,31.41000,31.41000,0.33413,0.26667,0.49686,0.54392,0.50328,0.51517,0.00945,0.00469,151.03652,0.09250,0.09250,0.60000,0.27500,0.27500,0.10013,0.11928,0.34760,0.36148,8319359058.65316,7599537227.92997,719821830.72320,0.12700,0.47222,0.55440,0.38940,0.44250,0.41555
El Salvador,0.53565,3.00000,40.00000,1.00000,0.13424,0.04985,0.18162,0.85531,0.99500,0.49167,2141.79856,8858.40368,60172.02080,19.01482,120562600.45788,0.00000,0.00000,0.00000,29.44447,0.00000,0.00004,29.92056,0.00829,0.00968,0.00794,0.00900,0.60000,7515.08266,1.50000,0.00030,0.12326,SLV,1.08034,0.28437,El Salvador,0.16797,0.16797,0.20000,0.83789,6340454.00000,0.20000,0.66667,6.82000,6.82000,0.92480,0.38333,0.63551,0.64579,0.51836,0.57188,0.00398,0.00253,42.79770,0.05700,0.05700,0.60000,0.28958,0.28958,0.18429,0.17737,0.42051,0.41559,189709965.38761,186691323.38088,3018642.00672,0.06300,0.32731,0.55440,0.26840,0.30500,0.28803
Estonia,0.53565,3.00000,40.00000,1.00000,0.28006,0.18929,0.35830,0.90456,0.99800,0.40833,9053.47554,29303.84012,202202.72679,4.68980,6181143.26644,0.00000,0.00000,0.00000,7.19508,0.00000,0.00001,7.23358,0.01923,0.02246,0.01842,0.01821,0.00000,25253.76720,1.50000,0.00009,0.07122,EST,1.21940,0.18887,Estonia,0.16797,0.16797,0.20000,0.96979,1317997.00000,0.20000,0.00000,46.50000,46.50000,1.35951,0.81667,0.64834,0.65181,0.49853,0.63541,0.00029,0.00019,206.53547,0.07170,0.07170,0.00000,0.10208,0.10208,0.51852,0.34897,0.56767,0.41543,9533835.90826,9483095.29578,50740.61248,0.08800,0.12926,0.30500,0.11272,0.11272,0.12926
Finland,0.53565,3.00000,40.00000,1.00000,0.21799,0.41186,0.66385,0.90680,0.99900,0.89167,17818.75722,44071.33798,310831.88369,12.74931,69343115.13392,0.00000,0.00000,0.00000,15.70496,0.00000,0.00000,15.70979,0.02959,0.03456,0.02835,0.02965,0.80000,38820.82182,1.50000,0.00001,0.05989,FIN,1.16021,0.18540,Finland,0.16797,0.16797,0.20000,0.99552,5438972.00000,0.20000,0.86667,48.24000,48.24000,0.79380,0.98333,0.81155,0.81180,0.64346,0.76362,0.00040,0.00033,212.51247,0.09180,0.09180,0.80000,0.43958,0.43958,0.57169,0.33562,0.75997,0.62767,85445125.84961,85418814.87157,26310.97804,0.08200,0.14216,0.21420,0.10773,0.12825,0.11941
France,0.53565,3.00000,40.00000,1.00000,0.22345,0.40226,0.55754,0.96301,1.00000,0.95833,14533.16114,42887.71209,297988.76210,12.16380,802079303.60081,0.00000,0.00000,0.00000,16.19818,0.00000,0.00001,16.21991,0.07301,0.08528,0.06995,0.07140,1.00000,37216.80190,1.50000,0.00013,0.04754,FRA,1.16541,0.07399,France,0.16797,0.16797,0.20000,0.99838,65939866.00000,0.20000,0.73333,122.61000,122.61000,2.05097,0.91667,0.74993,0.75094,0.46262,0.63750,0.00044,0.00033,430.86422,0.07810,0.07810,1.00000,0.42292,0.42292,0.49639,0.37605,0.70938,0.63993,1069538539.08226,1068105556.14527,1432982.93699,0.10400,0.15733,0.38400,0.09920,0.12400,0.12586
Gabon,0.53565,3.00000,40.00000,1.00000,0.32991,0.01965,0.13130,0.75200,0.89300,0.19167,5463.38636,21942.11568,149298.39145,53.10541,88776890.95308,0.00000,0.00000,0.00000,159.23267,0.00000,0.00170,181.21169,0.08423,0.14487,0.06906,0.09396,0.00000,18646.36981,1.50000,0.00604,0.28197,GAB,1.26694,0.38901,Gabon,0.72000,0.72000,0.20000,0.59809,1671711.00000,0.20000,0.00000,16.85000,16.85000,1.92499,0.38333,0.29306,0.33351,0.27443,0.32365,0.00972,0.00285,91.19993,0.05860,0.05860,0.00000,0.04792,0.04792,0.22084,0.12165,0.25817,0.16374,302933576.30969,266191000.20158,36742576.10810,0.19600,0.21539,0.63000,0.16125,0.16125,0.21539
Georgia,0.53565,3.00000,40.00000,1.00000,0.36327,0.00157,0.01638,0.68946,0.99800,0.60000,1829.59692,8205.46499,55489.69401,9.45790,42439479.56315,0.00000,0.00000,0.00000,11.89667,0.00000,0.00000,11.90541,0.08343,0.09744,0.07992,0.08372,0.80000,6930.29138,1.50000,0.00002,0.15178,GEO,1.29875,0.61907,Georgia,0.16797,0.16797,0.20000,0.99820,4487200.00000,0.20000,0.66667,23.40000,23.40000,3.03935,0.40000,0.79442,0.79500,0.29145,0.78764,0.00172,0.00136,119.12904,0.05280,0.05280,0.40000,0.31667,0.31667,0.98320,0.54281,0.98852,0.68759,53421955.05358,53382749.76020,39205.29338,0.14300,0.15597,0.57960,0.11385,0.12375,0.14349
Germany,0.53565,3.00000,40.00000,1.00000,0.27302,0.56982,0.51403,0.93557,1.00000,0.90000,17775.28818,49160.78646,343362.56997,12.02455,969802457.98894,0.00000,0.00000,0.00000,15.90689,0.00000,0.00000,15.91017,0.07486,0.08744,0.07172,0.07208,0.80000,42883.68681,1.50000,0.00001,0.05167,DEU,1.21269,0.12885,Germany,0.16797,0.16797,0.20000,0.96242,80651873.00000,0.20000,0.73333,106.88000,106.88000,0.53683,1.00000,0.75578,0.75593,0.63856,0.73149,0.00037,0.00028,389.29933,0.08290,0.08290,0.80000,0.40833,0.40833,0.64379,0.38332,0.78924,0.63513,1283184912.31221,1282920697.59997,264214.71223,0.05300,0.13339,0.17220,0.10542,0.12550,0.11205
Greece,0.53565,3.00000,40.00000,1.00000,0.23679,0.12937,0.24796,0.86807,1.00000,0.50000,7838.38172,28421.72908,194606.58239,9.97977,110052422.00351,0.00000,0.00000,0.00000,16.60144,0.00000,0.00003,16.93407,0.01725,0.02015,0.01653,0.01760,0.80000,24305.05961,1.50000,0.00019,0.15359,GRC,1.17814,0.26387,Greece,0.16797,0.16797,0.20000,0.94417,11027549.00000,0.20000,0.86667,25.34000,25.34000,2.60007,0.20000,0.58933,0.60114,0.37299,0.49933,0.00070,0.00041,127.04379,0.06450,0.06450,0.80000,0.34167,0.34167,0.38459,0.49652,0.59486,0.66854,186741295.70759,183073148.01838,3668147.68920,0.27300,0.17500,0.52920,0.11487,0.13675,0.14700
Guatemala,0.53565,3.00000,40.00000,1.00000,0.64756,0.05336,0.13478,0.50737,0.52300,0.53333,1366.59969,8486.51342,56548.51211,4.50799,69730564.99327,0.00000,0.00000,0.00000,15.16621,0.00000,0.00027,17.91656,0.03108,0.03630,0.02977,0.03233,0.60000,7062.53067,1.50000,0.00094,0.28445,GTM,1.56988,0.50825,Guatemala,0.16797,0.16797,0.20000,0.66728,15468203.00000,0.20000,0.60000,8.04000,8.04000,3.21180,0.46667,0.25161,0.29724,0.21003,0.24641,0.00254,0.00064,49.18195,0.03870,0.03870,0.80000,0.28333,0.28333,0.21925,0.10472,0.44046,0.35838,277137016.87581,234594089.84148,42542927.03434,0.02800,0.13177,0.46620,0.09324,0.11100,0.11069
Honduras,0.53565,3.00000,40.00000,1.00000,0.36359,0.04311,0.11806,0.68521,0.82900,0.53750,580.10787,5411.56185,35592.54828,17.59218,142456000.52013,0.00000,0.00000,0.00000,24.35400,0.00000,0.00034,26.81645,0.04011,0.01364,0.04673,0.04325,0.80000,4445.27105,1.50000,0.00155,0.22008,HND,1.29906,0.45858,Honduras,-0.66000,-0.66000,0.20000,0.69655,8097688.00000,0.20000,0.33333,7.20000,7.20000,1.56612,0.27500,0.65602,0.72235,0.63586,0.68635,0.00603,0.00396,44.79578,0.02610,0.02610,0.40000,0.21771,0.21771,0.25797,0.13477,0.41952,0.32314,217151268.08723,197211068.63131,19940199.45592,0.04200,0.24551,0.57960,0.22310,0.24250,0.22587
Hungary,0.53565,3.00000,40.00000,1.00000,0.22127,0.09189,0.22393,0.85803,0.99100,0.65000,9366.47741,26041.64552,181808.07660,31.82040,314827845.26812,0.00000,0.00000,0.00000,38.93086,0.00000,0.00002,38.97521,0.10368,0.12110,0.09933,0.09878,0.80000,22706.61190,1.50000,0.00019,0.08775,HUN,1.16334,0.27493,Hungary,0.16797,0.16797,0.20000,0.98072,9893899.00000,0.20000,1.00000,100.00000,100.00000,0.64364,0.50000,0.81643,0.81736,0.61208,0.80557,0.00172,0.00140,370.67677,0.08250,0.08250,1.00000,0.41250,0.41250,0.91233,0.52571,0.94850,0.72135,385616761.13372,385178028.25390,438732.87983,0.10200,0.38330,0.50400,0.28500,0.35625,0.30664
Ireland,0.53565,3.00000,40.00000,1.00000,0.31125,0.49514,0.52417,0.91581,1.00000,0.35000,17010.59688,51556.39567,357483.01523,3.47796,15990109.80765,0.00000,0.00000,0.00000,4.88723,0.00000,0.00000,4.89106,0.03898,0.04553,0.03734,0.03556,0.00000,44647.23591,1.50000,0.00002,0.07227,IRL,1.24915,0.16839,Ireland,0.16797,0.16797,0.20000,0.99838,4597558.00000,0.20000,0.00000,200.00000,200.00000,0.01778,0.70000,0.71108,0.71164,0.69666,0.71113,0.00011,0.00008,619.00314,0.07620,0.07620,0.00000,0.08750,0.08750,0.78696,0.48333,0.80560,0.52854,22486932.69406,22469310.23553,17622.45854,0.13100,0.12773,0.13000,0.12750,0.12750,0.12773
Italy,0.53565,3.00000,40.00000,1.00000,0.20461,0.11888,0.17878,0.90496,0.99000,0.70000,10295.80040,39830.49967,271620.31878,14.79291,891035087.10395,0.00000,0.00000,0.00000,22.72740,0.00000,0.00002,22.83461,0.04794,0.05599,0.04593,0.04766,0.80000,33923.55982,1.50000,0.00023,0.07456,ITA,1.14745,0.18008,Italy,0.16797,0.16797,0.20000,0.99335,60233948.00000,0.20000,0.86667,62.59000,62.59000,2.20001,0.60000,0.64783,0.65088,0.40763,0.54584,0.00067,0.00044,259.85536,0.06070,0.06070,1.00000,0.39167,0.39167,0.43236,0.41381,0.65469,0.64340,1375418722.89871,1368960982.43551,6457740.46319,0.12200,0.15000,0.38400,0.09920,0.12400,0.12000
Jamaica,0.53565,3.00000,40.00000,1.00000,0.38101,0.29451,0.31051,0.86867,0.99100,0.40000,2302.50587,10183.74674,68918.81383,2.57203,6982365.58241,0.00000,0.00000,0.00000,5.02160,0.00000,0.00000,5.19216,0.00026,0.00031,0.00025,0.00060,0.60000,8607.49856,1.50000,0.00001,0.14018,JAM,1.31567,0.25365,Jamaica,0.16797,0.16797,0.20000,0.86079,2714734.00000,0.20000,0.60000,0.50000,0.50000,1.35530,0.20000,0.49537,0.51219,0.40952,0.46557,0.00060,0.00030,4.16975,0.05350,0.05350,0.80000,0.25000,0.25000,0.26652,0.14743,0.44989,0.36057,14095321.04199,13632320.66546,463000.37652,0.15000,0.26748,0.52920,0.20370,0.24250,0.22468
Jordan,0.53565,3.00000,40.00000,1.00000,0.17572,0.01291,0.12600,0.88044,0.99600,0.48750,4693.05004,13082.66106,91315.85309,4.55270,29410439.75009,0.00000,0.00000,0.00000,9.02791,0.00000,0.00002,9.18743,0.00348,0.00888,0.00213,0.00399,0.60000,11404.73886,1.50000,0.00022,0.08886,JOR,1.11990,0.23512,Jordan,1.55000,1.55000,0.20000,0.97899,6460000.00000,0.20000,0.40000,16.64000,16.64000,0.27666,0.37500,0.49554,0.50429,0.42398,0.47112,0.00081,0.00040,90.27102,0.08230,0.08230,0.60000,0.22188,0.22188,0.24754,0.20255,0.41449,0.37948,59350810.75735,58320268.44827,1030542.30907,0.12600,0.49347,0.55440,0.38940,0.44250,0.43426
Kenya,0.53565,3.00000,40.00000,1.00000,0.46296,0.10053,0.32159,0.49579,0.43800,0.37500,654.68822,3217.98197,21661.07445,16.42103,728333125.20040,0.00000,0.00000,0.00000,37.00165,0.00000,0.00035,42.22792,0.01549,0.02540,0.01301,0.01882,0.40000,2705.32322,1.50000,0.00127,0.27330,KEN,1.39383,0.44643,Kenya,0.64000,0.64000,0.20000,0.77631,44353691.00000,0.20000,0.46667,2.10000,2.10000,0.22024,0.35000,0.38887,0.44379,0.42062,0.42595,0.01561,0.00607,15.44862,0.04840,0.04840,0.80000,0.21042,0.21042,0.05487,0.07183,0.25374,0.26714,1872964279.66711,1641159896.81724,231804382.84988,0.09200,0.51629,0.52920,0.42420,0.50500,0.43368
Kyrgyz Republic,0.53565,3.00000,40.00000,1.00000,0.52023,0.00190,0.01364,0.81368,0.99100,0.30000,1194.16813,3588.72400,24899.75570,11.41293,65277395.08517,0.00000,0.00000,0.00000,17.90650,0.00000,0.00001,18.07492,0.03234,0.03784,0.03096,0.05226,0.60000,3109.81283,1.50000,0.00015,0.09860,KGZ,1.44844,0.36365,Kyrgyz Republic,0.17000,0.17000,0.20000,0.97054,5719600.00000,0.20000,0.60000,3.11000,3.11000,1.94035,0.00000,0.63142,0.63736,0.38186,0.60653,0.00581,0.00367,21.71335,0.07680,0.07680,0.60000,0.22500,0.22500,0.72176,0.46220,0.78436,0.58320,103381327.77685,102418030.55907,963297.21778,0.08000,0.21426,0.55440,0.15136,0.17200,0.18855
Lao PDR,0.53565,3.00000,40.00000,1.00000,0.24730,0.13251,0.23853,0.50755,0.41500,0.00000,1778.25656,5389.61093,37370.61799,62.16662,420851074.07540,0.00000,0.00000,0.00000,103.79785,0.00000,0.00071,109.43778,0.16309,0.19048,0.15624,0.18583,0.00000,4667.34006,1.50000,0.00274,0.25769,LAO,1.18816,0.39990,Lao PDR,0.16797,0.16797,0.20000,0.73337,6769727.00000,0.20000,0.00000,6.82000,6.82000,0.80312,0.00000,0.56805,0.59892,0.59112,0.59892,0.02345,0.01332,42.79770,0.07620,0.07620,0.00000,0.00000,0.00000,0.03728,0.13348,0.03728,0.13348,740863911.39349,702683115.36824,38180796.02525,0.01400,0.14142,0.25500,0.13000,0.13000,0.14142
Latvia,0.53565,3.00000,40.00000,1.00000,0.23937,0.08002,0.16866,0.81758,1.00000,0.35000,6811.76207,25587.77291,174809.77399,11.34026,22823931.52091,0.00000,0.00000,0.00000,17.02086,0.00000,0.00004,17.18039,0.06016,0.07026,0.05763,0.05813,0.00000,21832.57074,1.50000,0.00029,0.13018,LVA,1.18060,0.36484,Latvia,0.16797,0.16797,0.20000,0.90287,2012647.00000,0.20000,0.00000,59.74000,59.74000,1.39880,0.70000,0.66007,0.66626,0.48262,0.65359,0.00079,0.00052,250.74322,0.06240,0.06240,0.00000,0.08750,0.08750,0.61632,0.23029,0.64989,0.29764,34578056.83717,34256982.27504,321074.56213,0.11100,0.12715,0.30500,0.11272,0.11272,0.12715
Liberia,0.53565,3.00000,40.00000,1.00000,0.47251,0.04496,0.20075,0.67531,0.61100,0.00000,273.64556,993.87727,6804.45530,10.55510,45324423.02055,0.00000,0.00001,0.00001,15.02271,0.00001,0.00163,17.69403,0.05526,0.03150,0.06120,0.06371,0.00000,849.83092,1.50000,0.00717,0.22801,LBR,1.40294,0.26038,Liberia,-0.43000,-0.43000,0.20000,0.67766,4294077.00000,0.20000,0.00000,6.06000,6.06000,0.05032,0.00000,0.59653,0.70261,0.69283,0.70261,0.02082,0.01242,38.73467,0.06440,0.06440,0.00000,0.00000,0.00000,0.04504,0.12573,0.04504,0.12573,75979546.83762,64508668.33822,11470878.49940,0.03700,0.59982,0.63000,0.59875,0.59875,0.59982
Lithuania,0.53565,3.00000,40.00000,1.00000,0.31296,0.13166,0.25531,0.83684,1.00000,0.34167,8601.07231,28436.76005,195924.21019,18.86504,55796913.91490,0.00000,0.00000,0.00000,25.79240,0.00000,0.00002,25.92158,0.08076,0.09432,0.07736,0.08022,0.00000,24469.62250,1.50000,0.00022,0.10206,LTU,1.25078,0.32632,Lithuania,0.16797,0.16797,0.20000,0.97500,2957689.00000,0.20000,0.00000,49.75000,49.75000,1.81406,0.68333,0.72777,0.73142,0.43467,0.72199,0.00106,0.00077,217.65450,0.07030,0.07030,0.00000,0.08542,0.08542,0.81090,0.31471,0.82705,0.37324,76667985.49632,76285909.98924,382075.50708,0.11800,0.15280,0.43000,0.12725,0.12725,0.15280
Madagascar,0.53565,3.00000,40.00000,1.00000,0.29407,0.00468,0.01990,0.57122,0.44300,0.20000,444.80553,1599.58913,10958.41280,20.16668,462318070.51776,0.00000,0.00001,0.00001,30.62543,0.00001,0.00050,34.31210,0.03398,0.02854,0.03534,0.05064,0.40000,1368.63241,1.50000,0.00139,0.36169,MDG,1.23277,0.30055,Madagascar,-0.16000,-0.16000,0.20000,0.37970,22924851.00000,0.20000,0.66667,2.18000,2.18000,0.95483,0.00000,0.58774,0.65849,0.60023,0.61639,0.02507,0.01473,15.95714,0.06500,0.06500,0.80000,0.21667,0.21667,0.07555,0.10542,0.27585,0.29924,786599824.85756,702083524.67772,84516300.17985,0.03600,0.32228,0.52920,0.25620,0.30500,0.27071
Malawi,0.53565,3.00000,40.00000,1.00000,0.25308,0.05032,0.10418,0.79860,0.71400,0.30000,204.22262,892.67181,6045.01550,4.94196,80863155.18955,0.00000,0.00001,0.00001,8.67788,0.00000,0.00020,9.29673,0.01757,0.01933,0.01713,0.02283,0.60000,754.98198,1.50000,0.00088,0.22669,MWI,1.19367,0.11680,Malawi,0.10000,0.10000,0.20000,0.59733,16362567.00000,0.20000,0.66667,2.84000,2.84000,0.94025,0.00000,0.53158,0.56949,0.51007,0.51701,0.01231,0.00655,20.07483,0.05410,0.05410,0.80000,0.24167,0.24167,0.03189,0.03963,0.26585,0.27172,152118334.90559,141992449.35671,10125885.54888,0.07600,0.32470,0.52920,0.25620,0.30500,0.27275
Malaysia,0.53565,3.00000,40.00000,1.00000,0.25059,0.24764,0.42786,0.81284,0.98680,0.75000,5127.78732,26954.76748,180869.35176,27.69629,823049589.66835,0.00000,0.00000,0.00000,47.85408,0.00000,0.00003,48.10586,0.10686,0.12481,0.10238,0.10812,0.80000,22589.37145,1.50000,0.00044,0.07599,MYS,1.19130,0.36113,Malaysia,0.16797,0.16797,0.20000,0.99120,29716965.00000,0.20000,0.80000,34.87000,34.87000,0.96873,0.70000,0.57574,0.57877,0.48463,0.51042,0.00213,0.00123,164.21410,0.04540,0.04540,1.00000,0.38750,0.38750,0.14714,0.05773,0.47762,0.42286,1429560248.94486,1422077884.48952,7482364.45534,0.03200,0.12953,0.20400,0.09780,0.12225,0.10362
Mali,0.53565,3.00000,40.00000,1.00000,0.64384,0.02605,0.05731,0.49311,0.58700,0.20000,633.28319,1828.13839,12724.19947,3.56826,54600213.78202,0.00000,0.00000,0.00000,7.31377,0.00000,0.00047,8.57357,0.07104,0.04333,0.07796,0.09112,0.40000,1589.16735,1.50000,0.00146,0.32432,MLI,1.56633,0.60079,Mali,-0.39000,-0.39000,0.20000,0.61593,15301650.00000,0.20000,0.60000,6.97000,6.97000,3.13779,0.00000,0.41619,0.48788,0.43751,0.44281,0.00540,0.00225,43.58899,0.07970,0.07970,0.60000,0.20000,0.20000,0.02463,0.05300,0.21971,0.24240,131189704.45206,111912781.68870,19276922.76336,0.08200,0.15226,0.55440,0.11375,0.12926,0.13398
Mexico,0.53565,3.00000,40.00000,1.00000,0.36826,0.02801,0.09345,0.75926,0.96000,0.73333,3958.66752,19373.84915,130437.83717,21.78962,2665576731.06982,0.00000,0.00000,0.00000,36.17506,0.00000,0.00012,36.76929,0.06063,0.07082,0.05809,0.06110,0.80000,16290.81282,1.50000,0.00111,0.11074,MEX,1.30352,0.44147,Mexico,0.16797,0.16797,0.20000,0.95753,122332399.00000,0.20000,0.80000,39.44000,39.44000,0.59918,0.66667,0.59260,0.60234,0.48796,0.56953,0.00226,0.00134,181.16571,0.04860,0.04860,0.80000,0.38333,0.38333,0.53402,0.25477,0.71265,0.54044,4498075632.10673,4425381385.44508,72694246.66165,0.04900,0.39395,0.52920,0.31857,0.37925,0.33092
Moldova,0.53565,3.00000,40.00000,1.00000,0.25670,0.00716,0.05443,0.77311,0.99200,0.32500,1919.20052,5171.55593,36199.57674,36.44356,129686829.48290,0.00000,0.00000,0.00000,41.69636,0.00000,0.00014,42.39878,0.05910,0.02837,0.06678,0.06282,0.40000,4521.08484,1.50000,0.00126,0.11057,MDA,1.19713,0.44579,Moldova,-0.52000,-0.52000,0.20000,0.94617,3558566.00000,0.20000,0.60000,10.45000,10.45000,0.62861,0.25000,0.85954,0.87402,0.78649,0.85459,0.00938,0.00806,61.26443,0.08490,0.08490,0.60000,0.23125,0.23125,0.46588,0.33757,0.58939,0.49075,150878847.24920,148379257.30430,2499589.94490,0.05100,0.38683,0.55440,0.33198,0.37725,0.34041
Mongolia,0.53565,3.00000,40.00000,1.00000,0.20767,0.11909,0.30408,0.80893,0.98800,0.56667,3241.96852,10604.89000,73120.85759,27.35912,77674545.20013,0.00000,0.00000,0.00000,41.02252,0.00000,0.00002,41.34113,0.03413,0.03987,0.03270,0.04711,0.80000,9132.30570,1.50000,0.00017,0.11036,MNG,1.15037,0.37013,Mongolia,0.16797,0.16797,0.20000,0.90897,2839073.00000,0.20000,0.53333,6.34000,6.34000,1.36241,0.33333,0.66179,0.66693,0.52252,0.60712,0.00453,0.00300,40.24440,0.07100,0.07100,0.40000,0.27500,0.27500,0.32451,0.18659,0.51027,0.41028,117370497.93219,116465941.89277,904556.03942,0.04900,0.12911,0.28060,0.10370,0.11272,0.11878
Nepal,0.53565,3.00000,40.00000,1.00000,0.27020,0.05736,0.12678,0.44923,0.36000,0.30000,898.44883,2491.37578,17397.17241,52.08770,1447905599.72542,0.00000,0.00001,0.00001,60.63057,0.00001,0.00031,63.94744,0.04597,0.01793,0.05298,0.05838,0.60000,2172.79039,1.50000,0.00094,0.32472,NPL,1.21000,0.46155,Nepal,-0.61000,-0.61000,0.20000,0.60360,27797457.00000,0.20000,0.46667,2.33000,2.33000,0.83955,0.00000,0.81454,0.85910,0.79743,0.83732,0.02943,0.02397,16.90393,0.08270,0.08270,0.60000,0.19167,0.19167,0.19572,0.35894,0.34988,0.48181,1777576336.12164,1685375652.61578,92200683.50586,0.02700,0.34248,0.55440,0.29366,0.33370,0.30138
Netherlands,0.53565,3.00000,40.00000,1.00000,0.25252,0.51467,0.62060,0.97303,1.00000,0.99167,18908.88611,51549.22523,360476.94266,1.33712,22469581.59134,0.00000,0.00000,0.00000,1.77532,0.00000,0.00000,1.77556,0.33644,0.39295,0.32231,0.32301,1.00000,45021.15741,1.50000,0.00005,0.03727,NLD,1.19314,0.05394,Netherlands,0.16797,0.16797,0.20000,0.98215,16804432.00000,0.20000,0.66667,4489.59000,4489.59000,0.01386,0.98333,0.75307,0.75317,0.74278,0.74983,0.00004,0.00003,4489.59000,0.08400,0.08400,1.00000,0.41458,0.41458,0.43785,0.33149,0.67091,0.60864,29837301.16305,29833278.27928,4022.88377,0.06700,0.12822,0.10400,0.10242,0.12802,0.10258
Niger,0.53565,3.00000,40.00000,1.00000,0.23359,0.00204,0.01811,0.38112,0.29300,0.30000,397.29071,1009.18934,7100.53752,4.84393,86373462.23096,0.00000,0.00000,0.00000,6.99982,0.00000,0.00012,7.50740,0.02172,0.01325,0.02383,0.04021,0.60000,886.80961,1.50000,0.00037,0.32553,NER,1.17509,0.53076,Niger,-0.39000,-0.39000,0.20000,0.69330,17831270.00000,0.20000,0.73333,2.45000,2.45000,3.05849,0.00000,0.64522,0.69201,0.58700,0.60573,0.00847,0.00546,17.65452,0.08960,0.08960,0.60000,0.25833,0.25833,0.05922,0.06196,0.30225,0.30429,133866532.51553,124815665.85695,9050866.65858,0.05100,0.15523,0.55440,0.11375,0.12926,0.13660
Nigeria,0.53565,3.00000,40.00000,1.00000,0.87364,0.08466,0.33686,0.34375,0.38100,0.59167,1461.41586,6413.01271,43418.60649,13.16339,2285366501.61558,0.00000,0.00000,0.00000,32.77488,0.00000,0.00071,39.14634,0.03265,0.04962,0.02840,0.03767,0.80000,5422.69334,1.50000,0.00227,0.31262,NGA,1.78549,0.69350,Nigeria,0.52000,0.52000,0.20000,0.79338,173615345.00000,0.20000,0.80000,7.04000,7.04000,0.04724,0.38333,0.33626,0.40163,0.38933,0.38955,0.00722,0.00243,43.95676,0.05390,0.05390,0.80000,0.34792,0.34792,0.00432,0.00781,0.35073,0.35301,6796406040.21544,5690222627.68846,1106183412.52697,0.07500,0.60158,0.52920,0.50295,0.59875,0.50533
