country,H,T_rebuild_K,T_rebuild_L,alpha,avg_prod_k,axfin_p,axfin_r,axhealth,bashs,borrow_abi,cp,cr,dC_destitution,dKpc,dKtot,dW_destitution,dW_no_transfers,dW_noupscale,dWsurWprime,delta_W,destitution_exposure,equivalent_cost,fa,fap,far,faref,finance_pre,gdp_pc_pp,income_elast,individual_exposure,institutional_exposure,iso3,macro_multiplier,ophe,original_country,pe,peref,pi,plgp,pop,pov_head,prepare_scaleup,protection,protectionref,pv,rating,resilience,resilience_no_shock,resilience_no_shock_no_SP,resilience_no_shock_no_uspcale,risk,risk_to_assets,rp,share1,share1_ref,shew,sigma_p,sigma_r,social_p,social_r,tot_p,tot_r,total_equivalent_cost,total_equivalent_cost_no_destitution,total_equivalent_cost_of_destitution,unemp,v,v_p,v_r,v_s,v_shew
Pakistan,0.53565,3.00000,40.00000,1.00000,0.37672,0.01097,0.01670,0.48613,0.52100,0.51250,2135.72888,5033.66132,35663.03865,46.08284,8393648642.92533,0.00000,0.00000,0.00000,69.04823,0.00000,0.00116,77.38589,0.06557,0.07659,0.06282,0.07859,0.80000,4454.07483,1.50000,0.00368,0.31431,PAK,1.31158,0.54874,Pakistan,0.16797,0.16797,0.20000,0.62194,182142594.00000,0.20000,0.73333,7.20000,7.20000,0.26716,0.22500,0.59549,0.66740,0.62249,0.63362,0.01737,0.01035,44.79578,0.09590,0.09590,0.60000,0.31146,0.31146,0.06627,0.13756,0.35709,0.40618,14095266088.90013,12576624495.79515,1518641593.10498,0.05100,0.49718,0.55440,0.42240,0.48000,0.43752
Panama,0.53565,3.00000,40.00000,1.00000,0.54024,0.10993,0.13441,0.84295,0.93500,0.70000,3006.94293,22740.00593,150475.58438,20.32848,78552695.88602,0.00000,0.00000,0.00000,40.77613,0.00000,0.00013,42.75895,0.01645,0.01922,0.01576,0.01859,0.80000,18793.39333,1.50000,0.00138,0.09399,PAN,1.46753,0.24911,Panama,0.16797,0.16797,0.20000,0.91610,3864170.00000,0.20000,0.66667,14.34000,14.34000,0.05007,0.60000,0.47542,0.49854,0.47460,0.48432,0.00228,0.00108,79.85660,0.03200,0.03200,0.60000,0.34167,0.34167,0.13708,0.19584,0.43191,0.47060,165227870.61640,157565900.25247,7661970.36392,0.04100,0.59996,0.55440,0.52690,0.59875,0.52797
Paraguay,0.53565,3.00000,40.00000,1.00000,0.36827,0.02128,0.14779,0.69584,0.95800,0.53333,1590.11402,9393.81400,62718.12477,7.09832,48284838.40385,0.00000,0.00000,0.00000,14.19214,0.00000,0.00021,15.13233,0.02578,0.03011,0.02470,0.02750,0.60000,7833.07400,1.50000,0.00112,0.18500,PRY,1.30353,0.56632,Paraguay,0.16797,0.16797,0.20000,0.80116,6802295.00000,0.20000,0.60000,20.13000,20.13000,0.96295,0.46667,0.46908,0.50016,0.41566,0.45540,0.00193,0.00091,105.42810,0.04060,0.04060,0.80000,0.28333,0.28333,0.22254,0.18271,0.44282,0.41428,102934600.58024,96539138.10609,6395462.47415,0.05200,0.32095,0.52920,0.25620,0.30500,0.26959
Peru,0.53565,3.00000,40.00000,1.00000,0.27020,0.01947,0.12963,0.75889,0.86700,0.73333,2404.66003,13644.45127,91249.83003,9.26947,281565611.23418,0.00000,0.00000,0.00000,12.10579,0.00000,0.00033,12.57352,0.07048,0.03594,0.07911,0.06889,0.80000,11396.49302,1.50000,0.00182,0.18042,PER,1.21000,0.34922,Peru,-0.49000,-0.49000,0.20000,0.73885,30375603.00000,0.20000,0.60000,93.09000,93.09000,1.09450,0.66667,0.73722,0.76571,0.66993,0.70618,0.00110,0.00081,351.58239,0.04220,0.04220,0.60000,0.33333,0.33333,0.17809,0.14383,0.45206,0.42922,381928200.77059,367720658.22312,14207542.54747,0.03900,0.30079,0.55440,0.25889,0.29420,0.26469
Philippines,0.53565,3.00000,40.00000,1.00000,0.27366,0.03531,0.22189,0.58064,0.72800,0.69167,1863.07074,7442.00285,50652.96599,13.17521,1296356246.28142,0.00000,0.00000,0.00000,17.19081,0.00000,0.00001,17.31905,0.04303,0.03786,0.04432,0.05394,0.80000,6326.21642,1.50000,0.00006,0.24419,PHL,1.21330,0.56673,Philippines,-0.12000,-0.12000,0.20000,0.75780,98393574.00000,0.20000,0.60000,8.32000,8.32000,0.05998,0.58333,0.76074,0.76641,0.75044,0.75817,0.00274,0.00208,50.61475,0.05890,0.05890,0.60000,0.32292,0.32292,0.18818,0.22830,0.45033,0.47749,1704083320.51686,1691465313.57836,12618006.93851,0.07100,0.12264,0.11440,0.10758,0.12225,0.10793
Poland,0.53565,3.00000,40.00000,1.00000,0.41320,0.14695,0.20182,0.88543,0.99900,0.75833,9008.49447,26291.90196,182837.82405,1.79160,69002555.34290,0.00000,0.00000,0.00000,2.69587,0.00000,0.00000,2.70090,0.06353,0.07420,0.06086,0.05782,0.80000,22835.22046,1.50000,0.00005,0.07775,POL,1.34638,0.22814,Poland,0.16797,0.16797,0.20000,0.98532,38514479.00000,0.20000,0.53333,200.00000,200.00000,1.33006,0.71667,0.66333,0.66457,0.47767,0.62180,0.00012,0.00008,619.00314,0.07890,0.07890,1.00000,0.32292,0.32292,0.59396,0.48828,0.72508,0.65352,104023912.01539,103830086.24558,193825.76982,0.10400,0.13090,0.24400,0.09017,0.11272,0.10472
Romania,0.53565,3.00000,40.00000,1.00000,0.26775,0.05477,0.10829,0.89407,0.98500,0.67500,8101.02089,20704.88195,145597.15163,37.64544,752206923.97924,0.00000,0.00000,0.00000,50.16842,0.00000,0.00008,50.51739,0.07485,0.08742,0.07171,0.07368,0.80000,18184.10973,1.50000,0.00104,0.07948,ROU,1.20766,0.19685,Romania,0.16797,0.16797,0.20000,0.94050,19981358.00000,0.20000,0.66667,50.00000,50.00000,0.39594,0.55000,0.74520,0.75038,0.63870,0.72640,0.00278,0.00207,218.49824,0.08910,0.08910,0.80000,0.33542,0.33542,0.56318,0.40971,0.70970,0.60770,1009405971.33190,1002433226.76940,6972744.56250,0.07300,0.45131,0.52920,0.36120,0.43000,0.37910
Rwanda,0.53565,3.00000,40.00000,1.00000,0.71258,0.17842,0.17837,0.75303,0.69000,0.47500,368.00250,1690.95723,11420.67837,17.29130,203631339.53359,0.00000,0.00001,0.00001,24.40182,0.00001,0.00070,29.67263,0.03264,0.00718,0.03900,0.03911,0.60000,1426.36629,1.50000,0.00231,0.30183,RWA,1.63188,0.18394,Rwanda,-0.78000,-0.78000,0.20000,0.34747,11776522.00000,0.20000,0.60000,2.20000,2.20000,0.04037,0.35000,0.58274,0.70861,0.69287,0.69441,0.02080,0.01212,16.08354,0.05160,0.05160,0.80000,0.26875,0.26875,0.03712,0.02285,0.29589,0.28546,349440418.39500,287368563.71269,62071854.68230,0.00600,0.60555,0.52920,0.50846,0.60531,0.50866
Senegal,0.53565,3.00000,40.00000,1.00000,0.22621,0.02342,0.04645,0.64089,0.65100,0.57500,655.36332,2548.75568,17375.44839,23.18806,327723286.32419,0.00000,0.00000,0.00000,28.38846,0.00000,0.00035,30.12388,0.02308,0.01731,0.02453,0.02929,0.80000,2170.07721,1.50000,0.00125,0.28281,SEN,1.16805,0.36922,Senegal,-0.25000,-0.25000,0.20000,0.61367,14133280.00000,0.20000,0.80000,5.17000,5.17000,0.02014,0.35000,0.76976,0.81681,0.75536,0.78371,0.01388,0.01069,33.82011,0.06040,0.06040,0.80000,0.34375,0.34375,0.11368,0.21772,0.41835,0.48663,425749173.61105,401221999.47949,24527174.13156,0.10300,0.61756,0.52920,0.51828,0.61700,0.51875
Serbia,0.53565,3.00000,40.00000,1.00000,0.22012,0.01452,0.04310,0.80899,0.99700,0.48333,5395.50970,14766.74295,103228.08025,106.10616,760158565.90465,0.00000,0.00000,0.00000,145.77079,0.00000,0.00045,149.09699,0.10679,0.12472,0.10230,0.10956,0.60000,12892.49630,1.50000,0.00323,0.14028,SRB,1.16224,0.37901,Serbia,0.16797,0.16797,0.20000,0.99218,7164132.00000,0.20000,0.60000,20.46000,20.46000,0.62908,0.36667,0.71166,0.72790,0.60890,0.68779,0.01156,0.00823,106.82643,0.08370,0.08370,0.40000,0.27083,0.27083,0.36373,0.29082,0.53605,0.48289,1068150516.26535,1044321182.43919,23829333.82616,0.22200,0.38672,0.57960,0.33086,0.35963,0.35578
Sierra Leone,0.53565,3.00000,40.00000,1.00000,0.40687,0.04348,0.21322,0.49189,0.59700,0.30000,583.66026,1722.39562,11967.40311,33.54859,204380556.58800,0.00000,0.00001,0.00001,60.87428,0.00001,0.00107,71.13861,0.03665,0.06193,0.03033,0.05148,0.60000,1494.64855,1.50000,0.00303,0.35420,SLE,1.34033,0.61323,Sierra Leone,0.69000,0.69000,0.20000,0.47752,6092075.00000,0.20000,0.73333,1.82000,1.82000,0.04415,0.00000,0.47159,0.55111,0.53096,0.53338,0.04760,0.02245,13.64456,0.07810,0.07810,0.80000,0.25833,0.25833,0.02410,0.03957,0.27621,0.28768,433381723.26120,370850705.35318,62531017.90802,0.03200,0.60336,0.52920,0.50295,0.59875,0.50682
Slovak Republic,0.53565,3.00000,40.00000,1.00000,0.30590,0.29756,0.41714,0.88529,0.99200,0.38333,11114.94923,29419.84099,206246.94219,48.78198,264076009.05598,0.00000,0.00000,0.00000,72.02657,0.00000,0.00038,73.18248,0.15314,0.17886,0.14671,0.14761,0.00000,25758.86263,1.50000,0.00417,0.09239,SVK,1.24405,0.22142,Slovak Republic,0.16797,0.16797,0.20000,0.97953,5413393.00000,0.20000,0.00000,100.00000,100.00000,0.62560,0.76667,0.66658,0.67728,0.58332,0.66623,0.00284,0.00189,370.67677,0.08630,0.08630,0.00000,0.09583,0.09583,0.43040,0.38946,0.48499,0.44797,396165499.51926,389908135.79436,6257363.72490,0.14200,0.38755,0.63000,0.35963,0.35963,0.38755
Slovenia,0.53565,3.00000,40.00000,1.00000,0.22134,0.20022,0.35239,0.93896,0.99900,0.71667,13314.61569,30881.56111,219132.41565,69.22794,142606303.98338,0.00000,0.00000,0.00000,87.43154,0.00000,0.00007,87.82638,0.10987,0.12833,0.10526,0.10942,0.80000,27368.17203,1.50000,0.00120,0.05826,SVN,1.16340,0.12109,Slovenia,0.16797,0.16797,0.20000,0.98825,2059953.00000,0.20000,0.00000,56.56000,56.56000,0.71102,0.63333,0.78824,0.79180,0.63337,0.77318,0.00321,0.00253,240.40672,0.09730,0.09730,1.00000,0.17917,0.17917,0.62541,0.33581,0.69252,0.45481,180918220.76383,180104864.73658,813356.02725,0.10200,0.36820,0.50400,0.26704,0.33380,0.29456
South Africa,0.53565,3.00000,40.00000,1.00000,0.41222,0.13653,0.27751,0.92047,0.91200,0.29167,1525.63839,15186.32906,99718.64175,2.88455,153335624.31053,0.00000,0.00000,0.00000,5.71647,0.00000,0.00039,6.27626,0.01779,0.02078,0.01704,0.01739,0.00000,12454.19092,1.50000,0.00207,0.18622,ZAF,1.34544,0.07106,South Africa,0.16797,0.16797,0.20000,0.76986,53157490.00000,0.20000,0.00000,100.00000,100.00000,0.13060,0.58333,0.45960,0.50460,0.45882,0.50167,0.00050,0.00023,370.67677,0.02450,0.02450,0.00000,0.07292,0.07292,0.73274,0.09087,0.75222,0.15716,333630254.35993,303873342.73050,29756911.62943,0.24900,0.55723,0.63000,0.55500,0.55500,0.55723
Spain,0.53565,3.00000,40.00000,1.00000,0.18300,0.26911,0.40781,0.88602,1.00000,0.30833,8570.15540,37460.76708,253677.68332,8.62262,401967863.71471,0.00000,0.00000,0.00000,11.66643,0.00000,0.00001,11.68830,0.04584,0.05354,0.04392,0.04469,0.00000,31682.64474,1.50000,0.00004,0.13617,ESP,1.12684,0.22795,Spain,0.16797,0.16797,0.20000,0.97147,46617825.00000,0.20000,0.00000,98.21000,98.21000,0.00849,0.61667,0.73771,0.73910,0.72400,0.73822,0.00037,0.00027,365.79961,0.05410,0.05410,0.00000,0.07708,0.07708,0.52520,0.42843,0.56180,0.47248,544883023.19872,543863518.77525,1019504.42347,0.26600,0.11007,0.11100,0.11000,0.11000,0.11007
Sri Lanka,0.53565,3.00000,40.00000,1.00000,0.33796,0.21014,0.32753,0.76031,0.98600,0.48333,3638.33463,10872.58807,75470.31639,113.36156,2321984845.61086,0.00000,0.00000,0.00000,168.26917,0.00000,0.00031,173.63834,0.05256,0.06139,0.05036,0.06235,0.60000,9425.73738,1.50000,0.00298,0.10531,LKA,1.27462,0.46538,Sri Lanka,0.16797,0.16797,0.20000,0.96575,20483000.00000,0.20000,0.66667,6.42000,6.42000,0.03852,0.36667,0.65286,0.67369,0.64306,0.65124,0.01842,0.01203,40.67210,0.07720,0.07720,0.80000,0.28750,0.28750,0.08488,0.08100,0.34798,0.34521,3556634195.25725,3446657308.23749,109976887.01976,0.04200,0.60663,0.52920,0.50757,0.60425,0.50957
Sweden,0.53565,3.00000,40.00000,1.00000,0.35737,0.58820,0.67114,0.91839,1.00000,0.90000,20725.27533,49244.29916,348621.51939,8.43125,80943150.55753,0.00000,0.00000,0.00000,11.83971,0.00000,0.00000,11.84319,0.03522,0.04113,0.03374,0.03405,0.80000,43540.49439,1.50000,0.00001,0.06894,SWE,1.29313,0.16322,Sweden,0.16797,0.16797,0.20000,0.95579,9600379.00000,0.20000,0.73333,53.62000,53.62000,0.01365,1.00000,0.71191,0.71212,0.70103,0.70881,0.00027,0.00019,230.69751,0.09520,0.09520,0.80000,0.40833,0.40833,0.45691,0.34784,0.67867,0.61414,113699130.58188,113665714.13765,33416.44422,0.08100,0.12825,0.10920,0.10754,0.12802,0.10773
Syrian Arab Republic,0.53565,3.00000,40.00000,1.00000,0.27075,0.04674,0.05367,0.71131,0.96200,0.30000,1904.40673,5723.13897,39709.03365,32.26268,737058767.64926,0.00000,0.00000,0.00000,50.02785,0.00000,0.00039,52.52877,0.04604,0.05377,0.04410,0.05529,0.60000,4959.39252,1.50000,0.00252,0.15502,SYR,1.21052,0.53938,Syrian Arab Republic,0.16797,0.16797,0.20000,0.93164,22845550.00000,0.20000,0.66667,9.03000,9.03000,0.56320,0.00000,0.61419,0.64489,0.59028,0.60133,0.01059,0.00651,54.22404,0.07680,0.07680,0.60000,0.24167,0.24167,0.04491,0.12255,0.27572,0.33460,1200048736.81173,1142913744.75852,57134992.05321,0.10800,0.40302,0.55440,0.33440,0.38000,0.35466
Tanzania,0.53565,3.00000,40.00000,1.00000,0.41320,0.03991,0.17232,0.57842,0.48900,0.30000,873.75767,2737.43903,18933.78290,14.16271,697557704.98209,0.00000,0.00000,0.00000,23.21223,0.00000,0.00018,25.72871,0.01672,0.01504,0.01713,0.01994,0.60000,2364.70276,1.50000,0.00068,0.26335,TZA,1.34638,0.33216,Tanzania,-0.10000,-0.10000,0.20000,0.66653,49253126.00000,0.20000,0.66667,1.97000,1.97000,0.93086,0.00000,0.55046,0.61014,0.55871,0.56725,0.01088,0.00599,14.61616,0.07390,0.07390,0.60000,0.24167,0.24167,0.04671,0.05576,0.27709,0.28395,1267219464.30457,1143274660.59991,123944803.70467,0.03500,0.32628,0.55440,0.26840,0.30500,0.28713
Thailand,0.53565,3.00000,40.00000,1.00000,0.24034,0.35082,0.47387,0.94166,0.99600,0.82500,4708.95228,16237.52627,111549.70450,88.83195,5952673503.46535,0.00000,0.00000,0.00000,138.91193,0.00000,0.00007,139.44145,0.16026,0.18718,0.15353,0.17033,1.00000,13931.81147,1.50000,0.00171,0.04298,THA,1.18152,0.11268,Thailand,0.16797,0.16797,0.20000,0.93639,67010502.00000,0.20000,0.66667,22.49000,22.49000,1.50628,0.65000,0.63706,0.63948,0.46719,0.54966,0.01001,0.00638,115.37085,0.06760,0.06760,0.60000,0.37292,0.37292,0.29255,0.51148,0.55637,0.69366,9344041462.25405,9308557981.44941,35483480.80464,0.00700,0.25137,0.55440,0.19175,0.21790,0.22120
Turkey,0.53565,3.00000,40.00000,1.00000,0.41217,0.02106,0.05569,0.90009,0.95000,0.66667,5384.46907,21862.80112,148663.96911,18.96274,1420928174.25719,0.00000,0.00000,0.00000,33.53401,0.00000,0.00007,34.38186,0.02762,0.03226,0.02646,0.02905,0.80000,18567.13471,1.50000,0.00071,0.09989,TUR,1.34539,0.14982,Turkey,0.16797,0.16797,0.20000,0.90025,74932641.00000,0.20000,0.80000,18.17000,18.17000,0.94261,0.53333,0.55153,0.56548,0.45551,0.50931,0.00185,0.00102,96.99410,0.05800,0.05800,0.60000,0.36667,0.36667,0.29143,0.20395,0.55124,0.49584,2576323838.59303,2512792216.87252,63531621.72051,0.10000,0.32431,0.55440,0.26520,0.30136,0.28539
Uganda,0.53565,3.00000,40.00000,1.00000,0.57357,0.08637,0.21654,0.59503,0.57400,0.16667,470.77760,1908.02677,12975.69085,1.23080,46252081.51940,0.00000,0.00000,0.00000,3.15035,0.00000,0.00005,3.78739,0.00270,0.00446,0.00226,0.00553,0.00000,1620.57694,1.50000,0.00013,0.39820,UGA,1.49932,0.38395,Uganda,0.65000,0.65000,0.20000,0.24838,37578876.00000,0.20000,0.00000,1.50000,1.50000,1.30479,0.33333,0.32497,0.39069,0.28977,0.38505,0.00234,0.00076,11.50925,0.05810,0.05810,0.00000,0.04167,0.04167,0.48205,0.11868,0.50363,0.15540,142325937.53544,118386584.10339,23939353.43205,0.03800,0.27334,0.63000,0.23000,0.23000,0.27334
Ukraine,0.53565,3.00000,40.00000,1.00000,0.24585,0.01426,0.08083,0.78096,0.99000,0.03333,4343.34155,9549.18310,68122.26374,54.72594,2489461056.71552,0.00000,0.00000,0.00000,73.81995,0.00000,0.00019,75.88388,0.03696,0.04317,0.03541,0.03942,0.00000,8508.01479,1.50000,0.00192,0.10150,UKR,1.18678,0.42808,Ukraine,0.16797,0.16797,0.20000,0.99354,45489600.00000,0.20000,0.00000,9.34000,9.34000,0.54403,0.06667,0.72118,0.74134,0.64020,0.74034,0.00892,0.00643,55.77555,0.10210,0.10210,0.00000,0.00833,0.00833,0.49458,0.30079,0.49879,0.30662,3451927235.19870,3358039985.80579,93887249.39290,0.07900,0.40802,0.63000,0.37725,0.37725,0.40802
United Kingdom,0.53565,3.00000,40.00000,1.00000,0.30313,0.41194,0.49589,0.95356,1.00000,0.88333,10654.73031,43500.66020,295704.19072,2.29728,147271415.14704,0.00000,0.00000,0.00000,3.36079,0.00000,0.00000,3.36115,0.04278,0.04997,0.04099,0.03970,0.80000,36931.47423,1.50000,0.00000,0.04102,GBR,1.24140,0.09289,United Kingdom,0.16797,0.16797,0.20000,0.99838,64106779.00000,0.20000,0.80000,225.69000,225.69000,0.01434,0.96667,0.68348,0.68356,0.67083,0.68129,0.00009,0.00006,672.04970,0.05770,0.05770,1.00000,0.42083,0.42083,0.68410,0.41424,0.81704,0.66075,215472377.71939,215449163.32597,23214.39342,0.07500,0.12816,0.10400,0.10242,0.12802,0.10253
United States,0.53565,3.00000,40.00000,1.00000,0.31874,0.33614,0.62094,0.93742,0.99300,0.89167,12065.01459,61159.35589,411074.77196,1.47236,465455177.07477,0.00000,0.00000,0.00000,2.34165,0.00000,0.00000,2.34338,0.03833,0.04477,0.03672,0.03696,0.80000,51340.48763,1.50000,0.00003,0.04607,USA,1.25629,0.11817,United States,0.16797,0.16797,0.20000,0.99838,316128839.00000,0.20000,0.73333,460.20000,460.20000,0.88898,0.98333,0.62831,0.62877,0.47707,0.59187,0.00005,0.00003,1115.41335,0.04700,0.04700,0.80000,0.40625,0.40625,0.63000,0.09000,0.78031,0.45969,740810056.87945,740261772.85605,548284.02341,0.07400,0.13499,0.21420,0.10733,0.12778,0.11339
Uruguay,0.53565,3.00000,40.00000,1.00000,0.29189,0.01662,0.08380,0.91254,0.99500,0.58333,4959.56102,22467.38041,151856.14838,7.06996,24087803.35145,0.00000,0.00000,0.00000,12.21897,0.00000,0.00004,12.42669,0.01839,0.02147,0.01761,0.01754,0.60000,18965.81654,1.50000,0.00064,0.06868,URY,1.23068,0.16993,Uruguay,0.16797,0.16797,0.20000,0.94744,3407062.00000,0.20000,0.66667,46.90000,46.90000,0.93556,0.56667,0.56893,0.57861,0.47457,0.52274,0.00066,0.00037,207.91212,0.05230,0.05230,0.60000,0.31250,0.31250,0.23174,0.21152,0.47182,0.45792,42338498.76551,41630779.47369,707719.29183,0.06600,0.32549,0.55440,0.26840,0.30500,0.28643
Vietnam,0.53565,3.00000,40.00000,1.00000,0.26970,0.03995,0.10271,0.71745,0.92900,0.59167,1801.29814,5955.42987,41031.85070,22.32059,2002355725.08543,0.00000,0.00000,0.00000,31.04529,0.00000,0.00003,31.15915,0.20151,0.23535,0.19305,0.21090,0.80000,5124.60352,1.50000,0.00028,0.11919,VNM,1.20953,0.49409,Vietnam,0.16797,0.16797,0.20000,0.94498,89708900.00000,0.20000,0.53333,17.58000,17.58000,0.03650,0.38333,0.71634,0.71897,0.70714,0.71398,0.00608,0.00436,94.41543,0.07030,0.07030,0.80000,0.28125,0.28125,0.24420,0.24757,0.45677,0.45919,2795253475.43933,2785038600.17873,10214875.26060,0.02000,0.12542,0.10920,0.10500,0.12500,0.10535
"Yemen, Rep.",0.53565,3.00000,40.00000,1.00000,0.21913,0.00000,0.01688,0.30822,0.35700,0.10000,1502.25562,4414.79202,30684.46850,4.99011,121795471.31010,0.00000,0.00000,0.00000,6.57833,0.00000,0.00004,6.88464,0.01509,0.01762,0.01445,0.01983,0.20000,3832.28474,1.50000,0.00010,0.42360,YEM,1.16130,0.74057,"Yemen, Rep.",0.16797,0.16797,0.20000,0.59498,24407381.00000,0.20000,0.26667,6.43000,6.43000,0.00000,0.00000,0.72482,0.75857,0.75265,0.75584,0.00180,0.00130,40.72545,0.07840,0.07840,0.20000,0.09167,0.09167,0.10971,0.07833,0.19132,0.16281,168035964.74355,160559716.20062,7476248.54293,0.17400,0.13000,0.12480,0.12480,0.13000,0.12480
Zambia,0.53565,3.00000,40.00000,1.00000,0.42575,0.02737,0.17679,0.59345,0.46500,0.56667,680.11774,4579.39611,30422.29029,5.27419,76679619.97066,0.00000,0.00000,0.00000,14.74740,0.00000,0.00035,17.10210,0.01629,0.02737,0.01352,0.01859,0.80000,3799.54044,1.50000,0.00106,0.32822,ZMB,1.35834,0.27809,Zambia,0.68000,0.68000,0.20000,0.55489,14538640.00000,0.20000,0.86667,6.53000,6.53000,0.92239,0.33333,0.30839,0.35764,0.28643,0.30670,0.00450,0.00139,41.25882,0.03580,0.03580,0.80000,0.35833,0.35833,0.14486,0.10681,0.45129,0.42687,248641272.78063,214407162.56491,34234110.21572,0.13300,0.32772,0.52920,0.25620,0.30500,0.27528
