country,H,T_rebuild_K,T_rebuild_L,alpha,axfin_p,axfin_r,axhealth,fa,finance_pre,pe,pi,plgp,prepare_scaleup,protection,pv,rating,resilience,share1,shew,social_p,social_r,unemp,v,v_s,v_shew
Bolivia,-9.14017237604002e-05,0.0006368774843213548,5.368044123793547e-06,0.002276175291838177,-0.0002222077227645794,-5.116482480011994e-05,-0.0010188086220584008,0.1672196367680451,-0.0003799804467788902,0.003644577653451244,-0.005467009934602071,-0.0010188086220584008,-0.0007599440115173099,-0.0011588381187183257,0.0012355317999018962,-0.0003799804467788902,-0.01612771537515317,-0.06558049474693307,-0.0018223715328425337,-0.0033199830509547668,-0.00020251039136755244,0.0010188086220597019,0.021614523246587213,0.010419154797144947,0.024561958234758034
Bosnia and Herzegovina,-0.0006862051374137423,0.0009767459268920572,3.09941442502501e-05,0.003638773745135923,-0.0006842065824403179,-0.0007996722635131986,-0.0023214530562778307,0.1135283828250875,-0.0007310653597440014,0.003998391429288137,0.0,-0.0023214530562778307,-0.0014620739367992089,-0.0008245465774577368,0.0033326187055520567,-0.0007310653597440014,-0.028536450049386833,-0.04269216786010298,-0.0034069625037703305,-0.004908672638068157,-0.0020748707589323193,0.0023214530562778307,0.03882895212883094,0.005938015302710958,0.038828952128830904
Botswana,-4.318440269658955e-05,0.0003293454069984436,4.080078952212879e-06,0.0012619549096979862,-0.00012870236278713504,-8.50610203007203e-05,-0.000596388698493374,0.1659349291312593,-0.00013859193907523465,0.0016625665070070343,-0.007513473954679113,-0.000596388698493374,-0.00027715954320581965,-0.0003471543996904497,0.0013157819286845583,-0.00013859193907523465,-0.010446673108314632,-0.053746851406863326,-0.0015027736804586883,-0.0005220701387747585,-0.0002777656674312831,0.0005963886984929404,0.006191706485676393,0.004611409475204897,0.007739633107095538
Brazil,-0.00010639734894816663,0.00041271497467579993,6.159791478103915e-06,0.0016017593427522514,-0.0001666645361047582,-0.00013979005730399563,-0.000673824868225887,0.1550912915127072,-0.00018937541636145777,0.002002904044117425,-0.0016758371111950596,-0.000673824868225887,-0.0003787153296840387,-0.00034605593404474916,0.0018108441507376852,-0.00018937541636145777,-0.013213992220245618,-0.05358006861560507,-0.0016758371111950596,-0.0007086584336399478,-0.0005204429032669607,0.0006738248682263207,0.007889451951691422,0.006251123883114357,0.00821817911634509
Bulgaria,-9.571701103288158e-05,0.0001387653646820093,4.696876305856218e-07,0.0005171981271037077,-7.731904646483129e-06,-1.4582283018246822e-05,-5.8778320722588026e-05,0.052203076290201815,-3.5543844953671994e-05,0.0003982428274872628,-0.0020621161157250486,-5.8778320722588026e-05,-7.108204061012473e-05,-7.481130248816227e-05,0.00014022359290659543,-3.5543844953671994e-05,-0.00315122072899821,-0.005863571972803804,-0.0005155440463522169,-0.00041135124258500494,-8.435640843989199e-05,5.8778320722588026e-05,0.0021543982616745953,0.0035368889745250164,0.002564759835326961
Burkina Faso,-0.0011441768237594255,0.0008821421640997293,1.220377109523857e-05,0.003169722202303951,-8.857765474747092e-05,-0.0005207287754266723,-0.0008128281628006981,1.0164377186759939,-0.0002573569559570152,0.0017195463948745104,-0.008206209033847708,-0.0008128281628006981,-0.0005146513716346515,-0.0059819434316231435,0.0008091309425571971,-0.0002573569559570152,-0.016066037387675106,-0.014953832611297457,-0.0027354967013131296,-0.0004936207593005809,-0.0016647840765937616,0.0008128281628033002,0.009859218193277765,0.010222766284962402,0.011203657037815744
Cambodia,-0.0041144135677143034,0.002746588458876764,0.00011438740004157677,0.009709832858088158,-0.002929065726964275,-0.002261974693995583,-0.0065331992514447434,0.2169338078725977,-0.0023915926123350972,0.017226474381775575,0.0,-0.0065331992514447434,-0.004783026243085353,-0.0065478401916271856,0.005226894472146193,-0.0023915926123350972,-0.07209555130878553,-0.07418457595150668,-0.007794411673166246,-0.013588527763279401,-0.005309292791223774,0.006533199251451682,0.15393994064764188,0.006033142931193697,0.15393994064764174
Cameroon,-0.00019760953886031538,0.0005140849497213724,1.9717912253924136e-05,0.0018385756579506612,-0.0008687115287068364,-0.00011571592272710193,-0.0010686903203758515,0.18459628496976868,-0.0006252418225005836,0.003282975379043443,0.0,-0.0010686903203758515,-0.0012504614094644047,-0.0010149424354588023,0.001433639983405583,-0.0006252418225005836,-0.02242376450473739,-0.03997389894106005,-0.0014988267272590845,-0.005318202552325856,-0.000301857144726584,0.0010686903203758515,0.04233426388044331,0.0023754135212443635,0.04233426388044328
Canada,-1.1242769290412472e-06,1.450459103772585e-05,2.581668264041957e-09,5.369701221299636e-05,-7.549680161361618e-08,-1.9184777082389103e-07,-7.852751541203001e-07,0.0057768516050469045,-3.5795823439166603e-06,3.976737511739278e-05,-0.00020368867034289083,-7.852751541203001e-07,-7.158988191984677e-06,-2.5312832654868656e-06,1.0089865708267027e-05,-3.5795823439166603e-06,-0.00030596713918506943,-0.0005198367994143472,-5.092253046375139e-05,-4.2119887136483924e-05,-1.348431169728801e-06,7.852751541203001e-07,0.0006893473894640302,0.0009260769828321074,0.0008206516541238451
Colombia,7.930830463361016e-05,0.00024032479020935985,4.627043842259787e-06,0.00092185427515417,-0.00020534478677516899,-1.0437158418780124e-05,-0.0006278814892435834,0.1251318731796242,-0.0003983945922919792,0.0013070820148930115,-0.004265960385113274,-0.0006278814892435834,-0.0007967707023274345,-0.00021671591698751644,0.0012304218533743493,-0.0003983945922919792,-0.016829050120038488,-0.05711374180542841,-0.001066536278127462,-0.0022856671445413076,-4.34281272076488e-05,0.0006278814892440171,0.01240014529890537,0.004370894552092625,0.014762077736792221
"Congo, Dem. Rep.",0.0016794658642058091,0.0031036970090797533,0.00014638848443160324,0.012391559176753997,-0.002182166658301621,-0.004523642928314087,-0.010381356809342768,1.7895305765434077,-0.0030780138317448857,0.016076630167602413,0.0,-0.010381356809342768,-0.0061556148915481446,-0.03182611491695658,0.01879744181935289,-0.0030780138317448857,-0.10821967676006115,-0.19594969992896977,-0.014694374157082912,-0.011161098802142666,-0.013226404054295093,0.010381356809342768,0.1384414299632486,0.005424661146162524,0.13844142996324849
"Congo, Rep.",-0.00011776128735867253,0.0008644304222869478,2.0747902949522223e-05,0.0031451584198106605,-0.0008619304761358151,-9.729190396812887e-05,-0.0018419654086686277,0.34463244079537686,-0.0009882836325822084,0.006488381123364445,0.0,-0.0018419654086686277,-0.0019765297776070875,-0.0034989167162907675,0.0022817113850184118,-0.0009882836325822084,-0.03436248323368103,-0.07589908466646127,-0.002577893756360722,-0.008771465615895098,-0.00034929627832237103,0.0018419654086677603,0.07465750612307888,0.008057305512404987,0.07465750612307881
Costa Rica,-3.4871436716454787e-05,6.801378912943846e-05,3.6786529139694324e-07,0.00023907078727130378,-1.696435519745734e-05,-1.3384096803938095e-06,-5.1826441662382056e-05,0.03721589625970881,-5.348472411058911e-05,0.00030144475090154894,-0.0009577117819568859,-5.1826441662382056e-05,-0.0001069666407934938,-4.377292180481919e-05,7.964237759230551e-05,-5.348472411058911e-05,-0.0016406492127539402,-0.005317215390235504,-0.00019155004010891746,-0.0004602112982261819,-5.761678533908708e-06,5.1826441662382056e-05,0.002538923808257981,0.0020097421063974656,0.0031736547603224956
Croatia,-2.76894115367474e-05,4.876636393953606e-05,1.609599933807132e-07,0.0001961816912607198,-2.9776767861318387e-06,-5.323063296787736e-06,-2.963066888562755e-05,0.010254001166798442,-2.1565260785124697e-05,0.00017825663639516997,-0.0010115589791828,-2.963066888562755e-05,-4.3127496398556384e-05,-5.751783063181158e-06,7.356426158706443e-05,-2.1565260785124697e-05,-0.0013843042664949403,-0.002111222453521377,-0.00025289899132177086,-0.0001894299881229555,-3.4667615678553657e-05,2.963066888573597e-05,0.0012915650847085706,0.0015691511096051734,0.0015375774817959547
Czech Republic,-1.4072093372291192e-05,6.56240041822494e-05,9.052269968768539e-08,0.0002611989527969349,-3.847031887819173e-06,-2.1308083142986683e-06,-2.6242428640831268e-05,0.019362801288528676,-2.9006072306851302e-05,0.00022379455186032852,-0.0016970140960746163,-2.6242428640831268e-05,-5.8009323583726145e-05,-1.5357224310806605e-05,0.00013445688687983327,-2.9006072306851302e-05,-0.0017538439043178478,-0.0022405401160895816,-0.00033941516337191325,-0.00022692001269534762,-2.4588127488819715e-05,2.6242428640614428e-05,0.0014993298001882106,0.0021469488038761402,0.0018741622502352745
Denmark,-7.400815828500096e-07,7.5582210325376075e-06,1.9482542749221787e-09,3.042134861457968e-05,-1.535998968803503e-08,-2.2483629683793614e-07,-6.054033541028157e-07,0.02660858944997947,-3.9015064148947756e-07,1.6644131270627952e-05,0.0,-6.054033541028157e-07,-7.802055127312116e-07,-6.275681452925911e-06,7.234917250584574e-06,-3.9015064148947756e-07,-0.00020750101071781004,-0.00022361058210716017,-3.2537710632437895e-05,-2.5664174834908815e-06,-2.9356245897035503e-06,6.054033540892631e-07,0.0006256056358496187,0.0006733245982075235,0.0006256056358496182
Dominican Republic,-1.3273143291758836e-05,1.4478043493479386e-05,4.520248383227659e-08,5.258135668081867e-05,-1.0363742466480436e-06,-1.3767278082799875e-06,-4.635158466575161e-06,0.005528082908452434,-2.9315493682064873e-06,5.429079545708716e-05,-0.0001877095912579754,-4.635158466575161e-06,-5.8625363286130645e-06,-2.502430368256153e-06,2.3639280112119476e-05,-2.9315493682064873e-06,-0.00026037252995026215,-0.0004464845819288527,-4.6929037744689885e-05,-1.5110300160924147e-05,-5.1410018710244506e-06,4.635158466534503e-06,0.0009768846142951988,0.0005293542911422218,0.0011629578741609505
Ecuador,-0.0003387627207276228,0.0006277503693270098,8.16640098079413e-06,0.002454229645093564,-0.0001685603659810908,-0.00026178554872035437,-0.0008756860063324767,0.1735444887710092,-0.0002490490915605867,0.002549110164399432,-0.008584307433877683,-0.0008756860063324767,-0.0004980405102815791,-0.0006498313719184926,0.002448667138874039,-0.0002490490915605867,-0.019145475991017836,-0.05586590164840654,-0.0028615382058417085,-0.0007829202064929888,-0.0009134494982727601,0.000875686006330742,0.011928209901171556,0.00907075984910976,0.013554783978604166
"Egypt, Arab Rep.",-0.0009364302732840085,0.000885870716898704,1.9161362720468422e-05,0.0031059589726597364,-0.00046388983331122763,-0.0004051188377341211,-0.0015389527018919158,0.05012316992603939,-0.0004747185364945006,0.0016114941863987209,-0.007417910207593338,-0.0015389527018919158,-0.0009493872811299972,-0.0003179359352317723,0.002294710426225567,-0.0004747185364945006,-0.020102981755220344,-0.02288919890284808,-0.0024727479931881124,-0.002056533378174373,-0.0010241122030468439,0.001538952701890181,0.016925655922625342,0.006530571914918452,0.019233699912073823
El Salvador,-8.27497522648199e-05,0.0001061925142755056,1.5246787877370993e-06,0.0005331007400743125,-5.1967807317837567e-05,-2.36627244049048e-05,-0.0001858938416042337,0.4805253690828336,-0.00023765576964100005,0.0013646020599420577,-0.003146943976202205,-0.0001858938416042337,-0.0004752756066457933,-0.0006333012273246515,0.0008877173755753726,-0.00023765576964100005,-0.006798416973543592,-0.018200214011935244,-0.0010490423144634935,-0.0014554036152393535,-0.00019800351907985764,0.0001858938416042337,0.009943565052778977,0.004469237693680711,0.011299505741794396
Estonia,-6.523947824674248e-06,1.5576116097284782e-05,3.201654417387019e-08,5.9734416259395315e-05,-1.4267481400422229e-06,-4.4698245793691957e-07,-6.756431389462903e-06,0.014902012104094921,-8.94526679996472e-06,7.824010184770045e-05,0.0,-6.756431389462903e-06,-1.789016053552997e-05,-5.832464924790609e-06,3.100042014089169e-05,-8.94526679996472e-06,-0.0004183202794108133,-0.0008418488857086213,-5.521405657853205e-05,-0.00012815185015472024,-3.898162102627337e-06,6.756431389435798e-06,0.0013671610186695101,0.0008820338887628721,0.0013671610186695088
Finland,-1.268089417136688e-06,1.7838946940506098e-05,2.7692596208783032e-09,7.292473476984613e-05,-1.375696367803339e-07,-1.307327281911512e-07,-6.948643578390777e-07,0.01368331475042807,-7.117553889665748e-06,6.305551248763502e-05,-0.0003879571637415986,-6.948643578390777e-07,-1.4234796514916645e-05,-8.404928553433413e-06,2.0038341274155637e-05,-7.117553889665748e-06,-0.0004996223376004362,-0.0006697717081220365,-9.698991395058212e-05,-7.068702270840812e-05,-2.4519908000981017e-06,6.948643578932878e-07,0.001094747099234433,0.001963041917503656,0.0013032703562314565
France,-2.781614534004941e-06,1.9361124337736796e-05,1.2665196609572618e-08,7.857635991455575e-05,-9.05798503260738e-07,-6.689376280005245e-08,-4.004116291761754e-06,0.00597815782584605,-2.2132787291166515e-05,0.00012400630253566977,-0.0005388418556661386,-4.004116291761754e-06,-4.426482541793064e-05,-3.4758883873107268e-06,3.3594763850397936e-05,-2.2132787291166515e-05,-0.0005682782491898328,-0.001205797732422491,-0.00010777084977057518,-0.00020064507862807882,-1.7934599321595655e-06,4.004116291734649e-06,0.0013525841670563449,0.0017608545520311715,0.0016907302088204413
Gabon,9.081945682044151e-05,0.0006742903476113921,2.9166207223679796e-05,0.0025037249408764797,-0.0012185006210236812,-0.00013864368911611913,-0.0015545440606359179,0.11557071885573422,-0.0009888454779675288,0.004323089690113496,0.0,-0.0015545440606359179,-0.0019776556504378165,-0.0006434451793688872,0.0026616996272226315,-0.0009888454779675288,-0.036997434646977446,-0.07322025164464406,-0.0023760500226926995,-0.009220452305623399,-0.0003943439311317534,0.0015545440606359179,0.05088939160036773,0.005735121827528736,0.05088939160036768
Georgia,-1.6406670736075248e-05,0.00012605862698101492,2.8059350090821333e-08,0.00046050921302036134,-2.8546390511835495e-09,-1.2832662764448305e-06,-2.778413947914296e-06,0.020618988672538176,-7.006548715347838e-06,0.0003263538803384815,-0.0007524366931971425,-2.778413947914296e-06,-1.401229221347465e-05,-7.366277690449598e-05,-1.8489719998235517e-05,-7.006548715347838e-06,-0.0021699647346377555,-0.005849273853545246,-0.000376219136443757,-0.0018606043176295876,-1.5347999422158504e-05,2.7784139480227163e-06,0.0023545275993422377,0.011018093378379473,0.002559269129719812
Germany,-8.859455104487466e-07,1.994876398423405e-05,1.6312937329079902e-09,7.693463143377405e-05,-4.9342754410370074e-08,-1.0766725325964815e-07,-4.7450604160953133e-07,0.00496183067513032,-3.5969230585556136e-06,5.249250949334477e-05,-0.0003414881668475781,-4.7450604160953133e-07,-7.193687989449872e-06,-3.3418356441480834e-06,1.62632879716735e-05,-3.5969230585556136e-06,-0.0004725788191892438,-0.0006483569846775072,-8.537253186647622e-05,-4.451368518359751e-05,-1.8903290913379993e-06,4.7450604160953133e-07,0.0009291614493991691,0.0018696562090991494,0.0011061445826180578
Greece,-2.3331752918521933e-05,3.412936177275188e-05,3.096382827872876e-07,0.00013629955331170753,-1.5761339887529133e-05,-3.1678843483975636e-07,-3.0298796465310588e-05,0.04040553826516977,-5.538349242862088e-05,0.00029332957192758835,-0.0007016487537318664,-3.0298796465310588e-05,-0.0001107638868193565,-2.804510801487827e-05,8.859591222139989e-05,-5.538349242862088e-05,-0.001205931981495322,-0.003156692477886429,-0.00017541947225737558,-0.00047047138805800985,-4.1581527770702745e-06,3.0298796465310588e-05,0.0025801172186448577,0.002087742801973639,0.0030715681174343272
Guatemala,-0.00010428177911036424,0.0002616133515289526,8.984702630542366e-06,0.0008931329145420771,-0.0004153788330260675,-1.3725839813480065e-05,-0.0004747051656501383,0.08165249634369356,-0.0003059182364416671,0.0015340112669908965,-0.0027363896643037896,-0.0004747051656501383,-0.000611828531406431,-0.0003281380537339864,0.00044532210504094963,-0.0003059182364416671,-0.01048476197076749,-0.03369877035333427,-0.0006841195965097066,-0.002196132502016619,-4.3757055883612145e-05,0.00047470516565035516,0.018466923076255807,0.003971758646547025,0.021984432233637854
Honduras,-0.00023655166704519143,0.00044118223809733875,1.3246745189914727e-05,0.0016114799663595122,-0.0004274890094799373,-0.0002133816846740938,-0.0009045938657134718,0.1504860145942308,-0.0002958057960609356,0.005584378022490798,-0.0029613855133548556,-0.0009045938657134718,-0.0005915921548211439,-0.0009031384370023279,0.0006912885247914446,-0.0002958057960609356,-0.009913752982448317,-0.06605705561842654,-0.0014807115746411081,-0.0017744457340464204,-0.0006174243428109551,0.0009045938657139055,0.020867535678613814,0.006968314374159075,0.022682103998493172
Hungary,-1.3986128805012349e-05,7.341147739378141e-05,4.126616149485729e-08,0.0002987861135049421,-4.086547376533356e-08,-2.349565794527997e-06,-7.067780560246137e-06,0.016644636516737983,-7.628261824727672e-06,0.0002050147001850548,-0.002065299615188875,-7.067780560246137e-06,-1.5255020068449983e-05,-1.6347910880478572e-05,-6.208383049191926e-06,-7.628261824727672e-06,-0.002001835363821818,-0.002771677726055551,-0.00041306900907340984,-0.00025291842275089287,-2.8761408306528756e-05,7.067780560354557e-06,0.0009453981960283681,0.0036210530118218048,0.0011817477450354263
Ireland,-7.312768322812369e-07,6.345285030398421e-06,1.7370572143768186e-09,2.381539304093872e-05,-6.060496939366833e-09,-1.581618454030132e-07,-3.612277153151834e-07,0.0028121481007981515,-1.3100698610245438e-07,1.2623874384816902e-05,0.0,-3.612277153151834e-07,-2.619991955660661e-07,-4.99648619902576e-07,3.6140774609726774e-06,-1.3100698610245438e-07,-0.00014052462973569203,-0.00018750266093103682,-2.0090496863451267e-05,-9.004446230255394e-07,-1.476021271156478e-06,3.6122771532195964e-07,0.000299969510359315,0.0004874238569232709,0.00029996951035931473
Italy,-1.1058731398335981e-05,2.752490276821491e-05,6.969276664017116e-08,0.00011475429561235914,-3.442952362878865e-06,-1.32181349633137e-07,-1.4046835550523933e-05,0.01405654465951961,-4.1236122514168565e-05,0.00023714200850802553,-0.0008519862929677168,-1.4046835550523933e-05,-8.247040004469861e-05,-1.0692186305772105e-05,7.121898711634315e-05,-4.1236122514168565e-05,-0.0010330416019663758,-0.002825585289705781,-0.00017040320147602506,-0.00035013762003882707,-3.237491801662447e-06,1.4046835550578143e-05,0.0024686556272337005,0.0025118873064755988,0.003085819534042118
Jamaica,-6.265806836130549e-05,0.00010356865971100377,1.0025977742250322e-06,0.0003755609992528528,-4.8579395795660986e-05,-1.585424433078221e-05,-0.00010749074075332241,2.3077951274026827,-7.808070020371653e-05,0.0004983954808468905,-0.0013700040914427832,-0.00010749074075332241,-0.00015615585440475685,-0.0027413581247387464,0.0002391788962718966,-7.808070020371653e-05,-0.0027778823930905616,-0.006904486820897464,-0.0003425187013344523,-0.0005854796877253002,-4.567154044516318e-05,0.00010749074075321399,0.003945329430965678,0.0015820077300266605,0.004696820751149576
Jordan,-1.5013646874123196e-05,3.245678861833962e-05,3.5533513918816276e-07,0.00014291538542567572,-1.1899787895840695e-05,-4.890877527681612e-06,-6.009982372401704e-05,0.23154995395737754,-3.7854699473345924e-05,0.00013242688398656553,-0.0006695140913388518,-6.009982372401704e-05,-7.570376008079853e-05,-5.544554874335186e-05,0.0002960577188713476,-3.7854699473345924e-05,-0.0018621423014314382,-0.003639755991903678,-0.00022318306782439633,-0.00027350719688249087,-3.726235653204752e-05,6.009982372396283e-05,0.0013829017226612422,0.0006775890136291379,0.0015714792302968807
Kenya,-0.00032247846427913007,0.0015407588154579127,5.206660639092697e-05,0.005441650415903554,-0.001690718272242403,-0.001218671868240609,-0.0028631546927834067,1.0086337078058973,-0.0009324147981961545,0.004248040157901409,-0.019628074481197952,-0.0028631546927834067,-0.001864765314787964,-0.009024372848649362,0.0072999622009635445,-0.0009324147981961545,-0.04877687204326599,-0.11703878791922279,-0.004907246175484686,-0.004295268641723096,-0.0019705363472535126,0.0028631546927834067,0.03250767894573056,0.007583888252988766,0.03869961779253604
Kyrgyz Republic,-0.000466991847599893,0.0009196795974861921,1.9413220623057392e-06,0.0032053609768925226,-6.450844265617345e-05,-2.3461509208490272e-05,-0.0002959125281320335,0.17994736388926308,-0.00029534056493214084,0.002354412624055134,-0.006525908873487168,-0.0002959125281320335,-0.0005906636405539345,-0.0030193130214090785,0.0005088379403817705,-0.00029534056493214084,-0.014884796578553511,-0.024975771548084967,-0.0021753394128720335,-0.0062419072869605505,-0.00017378414121204527,0.00029591252813116614,0.021092510788407563,0.029382988784100277,0.023968762259553893
Lao PDR,-0.003232649305722618,0.0013160793858844888,3.053983227765955e-05,0.0051968210259979025,-0.0011736205705221991,-0.00047122979195818315,-0.001781107746264346,0.1438840200295114,-0.0012559567215426198,0.008658950397212248,0.0,-0.001781107746264346,-0.002511815336206716,-0.003916778991839426,0.007093826986456428,-0.0012559567215426198,-0.0470377795196313,-0.08479599038587957,-0.005773340374088873,-0.009136490360260943,-0.0014411336608077113,0.0017811077462660807,0.19100550352014847,0.014456276998321346,0.1910055035201483
Latvia,-3.875869999421652e-05,3.703216071022485e-05,1.566141395173068e-07,0.00014746635657860926,-4.616134763172665e-06,-3.385392488423119e-06,-1.8080219597958053e-05,0.013094470085796468,-2.3147120765260043e-05,0.00021580021705285566,0.0,-1.8080219597958053e-05,-4.6292871752747974e-05,-1.2728401689577045e-05,7.11537088463575e-05,-2.3147120765260043e-05,-0.0011519668260651,-0.002727818932470559,-0.00015601402576358604,-0.0004003717743364236,-1.9866043192537548e-05,1.8080219598120683e-05,0.00407747756382183,0.002323913082472463,0.004077477563821826
Liberia,0.0010185567336576384,0.0019684779185170226,8.037483860239003e-05,0.006935378540009682,-0.0007900336487891291,-0.0035899967333989646,-0.005297695650613096,0.37710669482154263,-0.0009052657511943174,0.004420897098603507,0.0,-0.005297695650613096,-0.0018104748064663723,-0.0039600080557391365,0.004274432551668386,-0.0009052657511943174,-0.0402432649977774,-0.028713582744843355,-0.005297695946371306,-0.001672703863506847,-0.006454454091576328,0.005297695650613096,0.040640668220681686,0.0035326471190273018,0.04064066822068165
Lithuania,-3.671513362725389e-05,6.71611908646631e-05,1.1631865230125188e-07,0.00025180903012766206,-2.1825146796165124e-06,-4.49751675691331e-06,-1.7129257668638438e-05,0.013136742198057967,-2.1842385643233708e-05,0.00024112140521834365,0.0,-1.7129257668638438e-05,-4.368356623272399e-05,-2.1151705968214078e-05,2.808885865069645e-05,-2.1842385643233708e-05,-0.0014459499317071734,-0.002906457825978953,-0.00021385776199629811,-0.0007530051152636113,-2.529491752059458e-05,1.7129257668638438e-05,0.0038132848601436916,0.003825817952636773,0.003813284860143688
Madagascar,-0.005470569549959753,0.0020714941653086905,8.903973432519696e-05,0.007862820113245517,-0.0022749896398457925,-0.0017856833750516665,-0.003699720416767277,0.7387817782053829,-0.0023697683426311678,0.013935615804993445,-0.03955216706524531,-0.003699720416767277,-0.004739267199405095,-0.017128244435976603,0.006971147687467871,-0.0023697683426311678,-0.06359887019677814,-0.1136638796038203,-0.009888972423134634,-0.011200722571932248,-0.005020202560955533,0.0036997204167707465,0.10469195909953641,0.025612300831253515,0.12463328464230415
Malawi,-0.0008744687981527416,0.0008049474852517974,2.36240490555234e-05,0.0031602369258334345,-0.0007506786231792351,-0.0003931787683122273,-0.0015662073469448895,0.7013181352492435,-0.0010269834234827302,0.005812526680108385,-0.01651382949220681,-0.0015662073469448895,-0.0020538635764882213,-0.005630851054282127,0.003787397218974614,-0.0010269834234827302,-0.030104885924736077,-0.07615467547697659,-0.004128788954381804,-0.005309101547333259,-0.0011338577612998724,0.0015662073469431548,0.04420250198488608,0.009818923686087666,0.05262202617248297
Malaysia,-4.621219272700483e-05,0.00011051115582274423,2.501298935770474e-07,0.0004349247104365895,-1.3175675624100755e-05,-2.385093810820804e-06,-4.9469768776842435e-05,0.019959283392291135,-9.519606285505675e-05,0.0007067188034924794,-0.0027417329689625493,-4.9469768776842435e-05,-0.00019038680933798798,-6.178822699060699e-05,0.0003814047708464337,-9.519606285505675e-05,-0.0037424898784796778,-0.01179678391094452,-0.0005483653560589465,-0.0005295279847082352,-1.5694795625241162e-05,4.9469768777059275e-05,0.01099970910070614,0.006292649280114672,0.01374963637588264
Mali,-0.0009344065666381726,0.0006930927193725053,2.255397278400767e-05,0.002367330969887862,-0.0008853486153266588,-0.000163990856498486,-0.0010451307788125579,0.07597191690144083,-0.0006231932688591929,0.005492480122962391,-0.005221700136960692,-0.0010451307788125579,-0.0012463489718504348,-0.0009926601815994987,0.0008363769277625922,-0.0006231932688591929,-0.016625546185849986,-0.021250187663921297,-0.0017406475236203013,-0.003633499836560878,-0.00046858280659508103,0.0010451307788147263,0.04459838400422194,0.006759838191990053,0.05067998182297995
Mexico,-0.00011689183442758003,0.00016728100516870577,8.153074918752085e-07,0.0006097814662011508,-1.7928515632162356e-05,-2.132602812681024e-05,-0.00011065095422454867,0.037318393441915926,-5.539662456467871e-05,0.0005409466448688758,-0.0022296491814254894,-0.00011065095422454867,-0.00011078505606507486,-5.766904725675384e-05,0.00023883581079823732,-5.539662456467871e-05,-0.0038382874233313722,-0.009738685726789825,-0.0005574317672911791,-0.0004456456369158514,-8.78732411707401e-05,0.00011065095422476551,0.0027422190643786384,0.003325549814992782,0.003264546505212636
Moldova,-0.0005036745861965869,0.0005227734660969222,3.6627996356439207e-06,0.002045283455442276,-3.7343726717702086e-05,-0.0001354387536151025,-0.0004978385356171552,0.15915967561632055,-0.00016865359772459676,0.002007040122310906,-0.007055536285683998,-0.0004978385356171552,-0.00033727576167607437,-0.0009538724031529083,0.00048605594917504324,-0.00016865359772459676,-0.01160048777253911,-0.006188200009697893,-0.0023519154190142916,-0.000983283872339237,-0.0007716692206035172,0.0004978385356180226,0.014592207321791582,0.01247310451001505,0.016582053774763315
Mongolia,-0.00020211679228800822,0.0002612571773073259,1.0678331925292883e-06,0.0010840395718672048,-4.6284877678378494e-05,-1.0593325161945694e-05,-0.0001454124464298802,0.13275270954778107,-0.0002903039482151336,0.0019249581244191495,-0.002785095299624469,-0.0001454124464298802,-0.0005805906790339217,-0.0009852149859806286,0.0008348468378688301,-0.0002903039482151336,-0.009442288747332116,-0.020467643604557377,-0.0013925620497099583,-0.002394647539156157,-8.095892121886411e-05,0.00014541244643031387,0.03332724389615727,0.018679092550540326,0.03622526510451861
Nepal,-0.0048133415906197186,0.0019983597566268496,4.300168923374037e-05,0.007725011035363688,-0.0008168568229154072,-0.0013384912307713714,-0.0019901974665850752,0.6418875029006489,-0.0011608710406563194,0.012456953112041647,-0.027327951362631636,-0.0019901974665850752,-0.002321547400867263,-0.016035371040643703,0.0030989811802585587,-0.0011608710406563194,-0.0459259377090145,-0.027736746875443863,-0.009109760460031952,-0.0051442525808610695,-0.005247714229775907,0.001990197466592014,0.07279289093194488,0.04544845077565293,0.0827191942408446
Netherlands,-6.103898181507501e-08,1.960142284853565e-06,1.1322942637757155e-10,7.699637827153299e-06,-3.107873513256325e-09,-9.480128453900807e-09,-4.565552445920818e-08,0.00011781728045804404,-4.517928497204467e-08,4.368084267969213e-06,-4.7703819345304806e-05,-4.565552445920818e-08,-9.034383114390251e-08,-8.431909680970675e-09,3.114058590585235e-06,-4.517928497204467e-08,-5.025766182471904e-05,-6.065982572959645e-05,-9.540922026218715e-06,-1.8127296036029184e-07,-1.6374297150654766e-07,4.5655524465984445e-08,0.00011132070031252405,0.00018662938229655566,0.0001391508753906547
Niger,-0.0013477310784517499,0.0007194783957810424,2.3508045673276134e-05,0.002883904252548239,-0.000900050478747777,-0.00016466445687708664,-0.0010853080497086331,0.390064451299724,-0.0012697439620429352,0.010811650217226743,-0.011588727804422508,-0.0010853080497086331,-0.002539375931210827,-0.006394284495421856,0.0016112720086450955,-0.0012697439620429352,-0.02430093249747657,-0.037189149657185054,-0.0038631161423056254,-0.0073707242973872905,-0.000637281483520033,0.0010853080497068984,0.09105639945393255,0.022252017912905916,0.10347318119764995
