fpu_id,fpu_population,fpu_area,region_id,large_id,5,10,25,50,100,250,500,1000,country_iso,country_gridcode,country_area
28,40994185,41,10,0,6605692,8186981,9893904,10864893,11607287,12411999,13224398,13666719,KHM,39,15.09689426
28,40994185,41,10,0,6605692,8186981,9893904,10864893,11607287,12411999,13224398,13666719,THA,226,43.28914261
28,40994185,41,10,0,6605692,8186981,9893904,10864893,11607287,12411999,13224398,13666719,CHN,48,951.796814
28,40994185,41,10,0,6605692,8186981,9893904,10864893,11607287,12411999,13224398,13666719,LAO,123,19.67579651
29,1591474,23,1,0,52712,61648,65638,69170,79979,85042,89100,91598,COL,52,92.68890381
30,8891695,56,1,0,253494,343557,395960,427620,478136,519809,544609,572061,BRA,32,709.3444214
30,8891695,56,1,0,253494,343557,395960,427620,478136,519809,544609,572061,VEN,246,74.73616791
30,8891695,56,1,0,253494,343557,395960,427620,478136,519809,544609,572061,COL,52,92.68890381
30,8891695,56,1,0,253494,343557,395960,427620,478136,519809,544609,572061,GUY,98,17.10739899
31,2867690,4,6,0,59036,86383,89185,90614,92093,95820,96295,97458,ZMB,252,62.76630402
31,2867690,4,6,0,59036,86383,89185,90614,92093,95820,96295,97458,MWI,135,9.846026421
31,2867690,4,6,0,59036,86383,89185,90614,92093,95820,96295,97458,TZA,225,77.03766632
32,15133954,10,6,0,246656,295314,311734,325973,396520,414905,425959,442242,MOZ,153,67.00199127
32,15133954,10,6,0,246656,295314,311734,325973,396520,414905,425959,442242,MWI,135,9.846026421
32,15133954,10,6,0,246656,295314,311734,325973,396520,414905,425959,442242,ZMB,252,62.76630402
32,15133954,10,6,0,246656,295314,311734,325973,396520,414905,425959,442242,TZA,225,77.03766632
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,MOZ,153,67.00199127
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,ZMB,252,62.76630402
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,BWA,30,50.64661407
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,TZA,225,77.03766632
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,ZWE,253,33.52904892
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,AGO,7,103.8461609
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,NAM,155,72.25688934
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,COD,62,189.9168243
33,10286318,44,6,0,140774,154325,173378,191943,202619,217796,238675,253514,MWI,135,9.846026421
34,960638,14,6,0,32289,35665,42217,43553,47812,51374,56986,58200,NAM,155,72.25688934
34,960638,14,6,0,32289,35665,42217,43553,47812,51374,56986,58200,AGO,7,103.8461609
35,717518,22,6,0,11521,13486,17763,20401,22267,24776,26442,28732,COD,62,189.9168243
35,717518,22,6,0,11521,13486,17763,20401,22267,24776,26442,28732,AGO,7,103.8461609
35,717518,22,6,0,11521,13486,17763,20401,22267,24776,26442,28732,ZMB,252,62.76630402
36,65138,3,6,0,3608,4691,9191,11176,12791,16010,16591,17036,ZMB,252,62.76630402
36,65138,3,6,0,3608,4691,9191,11176,12791,16010,16591,17036,BWA,30,50.64661407
36,65138,3,6,0,3608,4691,9191,11176,12791,16010,16591,17036,NAM,155,72.25688934
36,65138,3,6,0,3608,4691,9191,11176,12791,16010,16591,17036,AGO,7,103.8461609
37,2843948,9,6,0,132398,155813,187423,205092,221464,242644,261903,277632,MWI,135,9.846026421
37,2843948,9,6,0,132398,155813,187423,205092,221464,242644,261903,277632,ZMB,252,62.76630402
37,2843948,9,6,0,132398,155813,187423,205092,221464,242644,261903,277632,MOZ,153,67.00199127
38,8853786,24,6,0,71267,80458,88410,93890,99257,106257,113712,118090,ZMB,252,62.76630402
38,8853786,24,6,0,71267,80458,88410,93890,99257,106257,113712,118090,ZWE,253,33.52904892
38,8853786,24,6,0,71267,80458,88410,93890,99257,106257,113712,118090,MOZ,153,67.00199127
38,8853786,24,6,0,71267,80458,88410,93890,99257,106257,113712,118090,BWA,30,50.64661407
39,16097258,54,1,0,510519,631250,758230,852292,898604,955199,1006191,1091219,BRA,32,709.3444214
40,73136,4,6,0,381,1480,1480,1480,1485,1485,1485,1488,NAM,155,72.25688934
41,727528,42,6,0,15472,21196,39305,43132,53672,62451,64728,65462,ZWE,253,33.52904892
41,727528,42,6,0,15472,21196,39305,43132,53672,62451,64728,65462,AGO,7,103.8461609
41,727528,42,6,0,15472,21196,39305,43132,53672,62451,64728,65462,NAM,155,72.25688934
41,727528,42,6,0,15472,21196,39305,43132,53672,62451,64728,65462,BWA,30,50.64661407
43,1959610,37,5,0,66582,80404,85741,89870,91749,95998,100044,100719,RUS,186,2923.966309
43,1959610,37,5,0,66582,80404,85741,89870,91749,95998,100044,100719,CHN,48,951.796814
43,1959610,37,5,0,66582,80404,85741,89870,91749,95998,100044,100719,PRK,166,12.97731018
45,1163794,4,8,0,7215,8923,12051,13388,16904,18767,23346,23390,TUR,232,81.28190613
45,1163794,4,8,0,7215,8923,12051,13388,16904,18767,23346,23390,SYR,222,18.42193031
46,1153573,2,8,0,41317,53109,59942,62990,68529,85113,87923,89110,IRN,107,155.9878845
47,936222,4,3,0,194149,217745,224928,242868,252530,263836,268321,275609,USA,240,1119.190918
50,3158275,1,9,0,17898,18879,19353,20546,20960,21826,22053,23869,IND,105,278.6976013
51,36908985,6,9,0,4207647,5273334,6850849,7771017,8199851,8815738,9174821,9450539,BGD,19,12.38178825
51,36908985,6,9,0,4207647,5273334,6850849,7771017,8199851,8815738,9174821,9450539,IND,105,278.6976013
55,2,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
56,0,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
57,330,6,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
58,4,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
59,0,2,4,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
60,329,14,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
61,0,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
62,0,9,4,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
63,0,8,4,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
64,0,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
65,0,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
66,0,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
67,0,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
68,0,14,4,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
69,12,5,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
70,0,32,4,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
71,0,1,13,0,0,0,0,0,0,0,0,0,SJM,218,25.54734421
72,0,1,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
73,0,15,4,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
74,136,3,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
75,1641,36,5,0,4,4,4,4,4,6,6,6,RUS,186,2923.966309
76,0,0,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
77,6,2,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
78,889,2,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
79,928,9,4,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
80,6338,30,5,0,536,683,725,749,743,757,761,850,RUS,186,2923.966309
81,11897,33,5,0,502,646,683,692,788,788,810,837,RUS,186,2923.966309
82,180044,171,5,0,461,523,561,613,629,683,725,739,RUS,186,2923.966309
83,11566,28,5,0,125,155,161,187,197,217,225,225,RUS,186,2923.966309
84,1460,18,3,0,685,685,686,687,688,689,692,696,CAN,41,1698.30957
85,25236,99,3,0,913,1420,1700,1941,1946,1992,1992,1994,CAN,41,1698.30957
86,1336,3,5,0,0,0,0,0,0,0,0,0,USA,240,1119.190918
87,313159,29,13,0,129,1093,1859,1878,2329,2340,2343,2455,ISL,104,19.49410629
88,411980,111,5,0,11425,12616,13891,35149,35513,42403,43220,44078,RUS,186,2923.966309
89,0,2,3,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
90,0,2,3,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
91,49481,1,13,0,0,0,0,0,0,0,0,0,FRO,76,0.243067265
92,0,1,3,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
93,54333,692,4,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
93,54333,692,4,0,0,0,0,0,0,0,0,0,GRL,90,662.8625488
94,22696,2,13,0,0,0,0,0,0,0,0,0,GBR,239,33.76615143
95,4673551,55,13,0,70459,86792,126736,139349,153187,165868,172465,182222,NOR,168,60.58501434
95,4673551,55,13,0,70459,86792,126736,139349,153187,165868,172465,182222,ALA,2,0.215481058
95,4673551,55,13,0,70459,86792,126736,139349,153187,165868,172465,182222,FIN,78,62.76338959
95,4673551,55,13,0,70459,86792,126736,139349,153187,165868,172465,182222,EST,73,7.040988445
95,4673551,55,13,0,70459,86792,126736,139349,153187,165868,172465,182222,RUS,186,2923.966309
96,4662838,79,13,0,156349,171523,178776,188082,200076,203280,205251,208239,NOR,168,60.58501434
96,4662838,79,13,0,156349,171523,178776,188082,200076,203280,205251,208239,SWE,220,79.20475769
96,4662838,79,13,0,156349,171523,178776,188082,200076,203280,205251,208239,RUS,186,2923.966309
96,4662838,79,13,0,156349,171523,178776,188082,200076,203280,205251,208239,FIN,78,62.76338959
97,1,3,3,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
98,55029,2,13,0,0,154,154,289,289,295,295,295,SWE,220,79.20475769
99,1977631,11,5,0,19418,83626,100895,106135,107410,108696,117092,121638,EST,73,7.040988445
99,1977631,11,5,0,19418,83626,100895,106135,107410,108696,117092,121638,RUS,186,2923.966309
99,1977631,11,5,0,19418,83626,100895,106135,107410,108696,117092,121638,BLR,21,28.04115486
99,1977631,11,5,0,19418,83626,100895,106135,107410,108696,117092,121638,LVA,124,9.524874687
100,832,2,3,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
101,8685376,116,5,0,98564,128999,154935,160041,174936,185734,197202,198371,FIN,78,62.76338959
101,8685376,116,5,0,98564,128999,154935,160041,174936,185734,197202,198371,BLR,21,28.04115486
101,8685376,116,5,0,98564,128999,154935,160041,174936,185734,197202,198371,RUS,186,2923.966309
102,4626032,11,13,0,6649,21676,22091,31355,31949,32578,33242,33531,DEU,86,45.88312531
102,4626032,11,13,0,6649,21676,22091,31355,31949,32578,33242,33531,DNK,63,6.211484909
102,4626032,11,13,0,6649,21676,22091,31355,31949,32578,33242,33531,SWE,220,79.20475769
103,9931277,94,13,0,120366,184921,278796,290345,307443,343248,378385,387913,DNK,63,6.211484909
103,9931277,94,13,0,120366,184921,278796,290345,307443,343248,378385,387913,FIN,78,62.76338959
103,9931277,94,13,0,120366,184921,278796,290345,307443,343248,378385,387913,SWE,220,79.20475769
103,9931277,94,13,0,120366,184921,278796,290345,307443,343248,378385,387913,NOR,168,60.58501434
104,675,2,5,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
105,4780,2,3,0,0,0,0,0,0,0,0,0,USA,240,1119.190918
106,101023,45,3,0,148,500,842,1166,1256,2918,3240,3374,CAN,41,1698.30957
107,1246958,4,13,0,20552,36637,42823,44230,45729,46597,47056,48291,DEU,86,45.88312531
107,1246958,4,13,0,20552,36637,42823,44230,45729,46597,47056,48291,POL,179,40.97161484
108,10225723,43,5,0,338622,505513,578821,608424,634640,667779,683396,714971,BLR,21,28.04115486
108,10225723,43,5,0,338622,505513,578821,608424,634640,667779,683396,714971,POL,179,40.97161484
108,10225723,43,5,0,338622,505513,578821,608424,634640,667779,683396,714971,EST,73,7.040988445
108,10225723,43,5,0,338622,505513,578821,608424,634640,667779,683396,714971,LVA,124,9.524874687
108,10225723,43,5,0,338622,505513,578821,608424,634640,667779,683396,714971,RUS,186,2923.966309
108,10225723,43,5,0,338622,505513,578821,608424,634640,667779,683396,714971,LTU,130,9.203433037
109,4106197,3,13,0,334827,571440,603620,683217,687265,707278,726442,738518,NLD,158,4.985861301
109,4106197,3,13,0,334827,571440,603620,683217,687265,707278,726442,738518,DEU,86,45.88312531
110,6535224,16,13,0,123966,174062,190631,197372,199268,212367,222168,225021,GBR,239,33.76615143
110,6535224,16,13,0,123966,174062,190631,197372,199268,212367,222168,225021,IRL,109,9.455988884
111,777453,18,5,0,10903,42042,46967,48204,50464,52515,53240,54638,KAZ,117,330.5509949
111,777453,18,5,0,10903,42042,46967,48204,50464,52515,53240,54638,RUS,186,2923.966309
112,61288949,48,13,0,1229213,1867809,2224684,2367942,2470903,2591608,2658976,2819378,GBR,239,33.76615143
112,61288949,48,13,0,1229213,1867809,2224684,2367942,2470903,2591608,2658976,2819378,IMN,110,0.080100268
113,54698,4,5,0,728,1022,1871,2168,2213,2586,2627,2776,KAZ,117,330.5509949
113,54698,4,5,0,728,1022,1871,2168,2213,2586,2627,2776,RUS,186,2923.966309
114,22307420,8,13,0,2901875,3202081,3424060,3550438,3657255,3843559,3936310,4032746,FRA,79,64.51123047
114,22307420,8,13,0,2901875,3202081,3424060,3550438,3657255,3843559,3936310,4032746,NLD,158,4.985861301
114,22307420,8,13,0,2901875,3202081,3424060,3550438,3657255,3843559,3936310,4032746,BEL,22,3.899513006
114,22307420,8,13,0,2901875,3202081,3424060,3550438,3657255,3843559,3936310,4032746,LUX,131,0.319623351
114,22307420,8,13,0,2901875,3202081,3424060,3550438,3657255,3843559,3936310,4032746,DEU,86,45.88312531
115,43147440,49,5,0,1564110,1872763,2157028,2295754,2428538,2582114,2718717,2870456,UKR,237,74.04089355
115,43147440,49,5,0,1564110,1872763,2157028,2295754,2428538,2582114,2718717,2870456,DEU,86,45.88312531
115,43147440,49,5,0,1564110,1872763,2157028,2295754,2428538,2582114,2718717,2870456,BLR,21,28.04115486
115,43147440,49,5,0,1564110,1872763,2157028,2295754,2428538,2582114,2718717,2870456,POL,179,40.97161484
115,43147440,49,5,0,1564110,1872763,2157028,2295754,2428538,2582114,2718717,2870456,CZE,61,9.812907219
115,43147440,49,5,0,1564110,1872763,2157028,2295754,2428538,2582114,2718717,2870456,RUS,186,2923.966309
115,43147440,49,5,0,1564110,1872763,2157028,2295754,2428538,2582114,2718717,2870456,LTU,130,9.203433037
115,43147440,49,5,0,1564110,1872763,2157028,2295754,2428538,2582114,2718717,2870456,SVK,205,5.997974873
116,14563,4,5,0,27,134,293,293,426,427,428,428,KAZ,117,330.5509949
117,476969,237,5,0,7651,12395,13629,14224,14801,15493,16026,16421,RUS,186,2923.966309
118,32328446,25,13,0,1804086,2387838,2818016,3068714,3176096,3307635,3428382,3544420,DEU,86,45.88312531
118,32328446,25,13,0,1804086,2387838,2818016,3068714,3176096,3307635,3428382,3544420,NLD,158,4.985861301
118,32328446,25,13,0,1804086,2387838,2818016,3068714,3176096,3307635,3428382,3544420,DNK,63,6.211484909
118,32328446,25,13,0,1804086,2387838,2818016,3068714,3176096,3307635,3428382,3544420,POL,179,40.97161484
118,32328446,25,13,0,1804086,2387838,2818016,3068714,3176096,3307635,3428382,3544420,CZE,61,9.812907219
119,119939,11,5,0,20,352,562,821,1548,1654,1711,1725,RUS,186,2923.966309
119,119939,11,5,0,20,352,562,821,1548,1654,1711,1725,MNG,149,184.8266449
120,13095,1,3,0,0,0,0,0,0,0,0,0,CAN,41,1698.30957
121,18672066,12,13,0,1541861,1715093,1818616,1889941,1928947,1999887,2044677,2126939,BEL,22,3.899513006
121,18672066,12,13,0,1541861,1715093,1818616,1889941,1928947,1999887,2044677,2126939,FRA,79,64.51123047
122,3913460,29,5,0,275691,326289,403165,444659,477561,509630,532507,546206,CA-,43,40.22175217
122,3913460,29,5,0,275691,326289,403165,444659,477561,509630,532507,546206,RUS,186,2923.966309
122,3913460,29,5,0,275691,326289,403165,444659,477561,509630,532507,546206,KAZ,117,330.5509949
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,BEL,22,3.899513006
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,FRA,79,64.51123047
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,DEU,86,45.88312531
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,LUX,131,0.319623351
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,NLD,158,4.985861301
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,AUT,15,10.02252388
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,LIE,129,0.019504361
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,CHE,221,4.91376543
123,52590584,21,13,0,4820985,5728188,6289419,6550650,6841777,7126884,7364272,7591587,ITA,112,33.12876129
124,408199,19,5,0,17054,25155,33007,35792,39985,46404,48860,51619,CA-,43,40.22175217
124,408199,19,5,0,17054,25155,33007,35792,39985,46404,48860,51619,KAZ,117,330.5509949
124,408199,19,5,0,17054,25155,33007,35792,39985,46404,48860,51619,RUS,186,2923.966309
125,137,1,12,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
126,9275051,225,3,0,158745,225788,239030,246594,252843,260991,269988,272071,CAN,41,1698.30957
127,159462,5,12,0,19583,22670,27159,27344,27390,28574,28641,28705,MNG,149,184.8266449
127,159462,5,12,0,19583,22670,27159,27344,27390,28574,28641,28705,CHN,48,951.796814
128,62937,6,5,0,0,0,33,33,34,51,51,52,KAZ,117,330.5509949
129,474067,14,5,0,7159,7677,8333,8927,9046,9380,9430,10371,RUS,186,2923.966309
130,311,1,12,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
131,315610,5,5,0,2105,4210,23006,29225,33039,40681,41343,44002,RUS,186,2923.966309
131,315610,5,5,0,2105,4210,23006,29225,33039,40681,41343,44002,CA-,43,40.22175217
132,598903,7,5,0,2614,10408,11972,13601,14245,14458,14681,17169,CHN,48,951.796814
132,598903,7,5,0,2614,10408,11972,13601,14245,14458,14681,17169,KAZ,117,330.5509949
133,5428,1,12,0,0,0,0,0,0,0,0,0,RUS,186,2923.966309
134,6007123,12,5,0,81847,116152,126707,130931,132371,135651,140318,144884,UKR,237,74.04089355
134,6007123,12,5,0,81847,116152,126707,130931,132371,135651,140318,144884,RUS,186,2923.966309
135,31612,691,4,0,889,889,894,897,897,914,914,914,GRL,90,662.8625488
135,31612,691,4,0,889,889,894,897,897,914,914,914,CAN,41,1698.30957
136,14061611,13,13,0,774117,999430,1074793,1116443,1155017,1200552,1265187,1291844,FRA,79,64.51123047
136,14061611,13,13,0,774117,999430,1074793,1116443,1155017,1200552,1265187,1291844,ITA,112,33.12876129
136,14061611,13,13,0,774117,999430,1074793,1116443,1155017,1200552,1265187,1291844,MCO,148,0.00027889
136,14061611,13,13,0,774117,999430,1074793,1116443,1155017,1200552,1265187,1291844,CHE,221,4.91376543
137,24169833,41,13,0,1064257,1462048,1650716,1706538,1755154,1823235,1868397,1903320,JEY,115,0.01540914
137,24169833,41,13,0,1064257,1462048,1650716,1706538,1755154,1823235,1868397,1903320,FRA,79,64.51123047
137,24169833,41,13,0,1064257,1462048,1650716,1706538,1755154,1823235,1868397,1903320,GGY,95,0.0111114
137,24169833,41,13,0,1064257,1462048,1650716,1706538,1755154,1823235,1868397,1903320,ESP,213,53.59296036
137,24169833,41,13,0,1064257,1462048,1650716,1706538,1755154,1823235,1868397,1903320,AND,6,0.048935
138,2516,3,5,0,0,0,0,0,0,0,0,0,KAZ,117,330.5509949
