country,5.0,10.0,25.0,50.0,100.0,250.0,500.0,1000.0
Albania $(\eta=1)$,0.601996230001595,0.8324156142036399,0.9685947919189238,0.9839836100309152,1.0,1.0138136208814668,1.023483718651886,1.046829602772619
Albania $(\eta=2)$,0.601996230001595,0.8324156142036399,0.9685947919189238,0.9839836100309152,1.0,1.0138136208814668,1.023483718651886,1.046829602772619
Argentina $(\eta=1)$,0.8118373248983923,0.8566168661884117,0.9130534585448435,0.9553611970794738,1.0,1.0617808118591423,1.1049785343147729,1.130319539847674
Argentina $(\eta=2)$,0.8118373248983923,0.8566168661884117,0.9130534585448435,0.9553611970794738,1.0,1.0617808118591423,1.1049785343147729,1.130319539847674
Armenia $(\eta=1)$,0.4289078304499698,0.7758849560632511,0.9557023013113881,0.9608494886740325,1.0,1.0969053965486566,1.267986417669341,1.271305526916317
Armenia $(\eta=2)$,0.4289078304499698,0.7758849560632511,0.9557023013113881,0.9608494886740325,1.0,1.0969053965486566,1.267986417669341,1.271305526916317
Australia $(\eta=1)$,0.8630682787197888,0.8918553282238175,0.9313850385731488,0.9649954389542168,1.0,1.0509110455368131,1.0765198937535523,1.0959515432880265
Australia $(\eta=2)$,0.8630682787197888,0.8918553282238175,0.9313850385731488,0.9649954389542168,1.0,1.0509110455368131,1.0765198937535523,1.0959515432880265
Austria $(\eta=1)$,0.5447646772079906,0.8079730262036334,0.8729685020728156,0.9461935020629519,1.0,1.0591070059440626,1.0931362812401189,1.1049909763699648
Austria $(\eta=2)$,0.5447646772079906,0.8079730262036334,0.8729685020728156,0.9461935020629519,1.0,1.0591070059440626,1.0931362812401189,1.1049909763699648
Azerbaijan $(\eta=1)$,0.5496927652698564,0.686353503648288,0.8388089616105481,0.9032347007653275,1.0,1.0480557781678745,1.0997014763645392,1.1321009732550837
Azerbaijan $(\eta=2)$,0.5496927652698564,0.686353503648288,0.8388089616105481,0.9032347007653275,1.0,1.0480557781678745,1.0997014763645392,1.1321009732550837
Bangladesh $(\eta=1)$,0.7044623401731855,0.7579890540036857,0.8432247525781409,0.9202010930856551,1.0,1.09415824890842,1.1684093668211826,1.2102661658281846
Bangladesh $(\eta=2)$,0.7044623401731855,0.7579890540036857,0.8432247525781409,0.9202010930856551,1.0,1.09415824890842,1.1684093668211826,1.2102661658281846
Belarus $(\eta=1)$,0.8567281590874459,0.8981467482166742,0.9396026504479024,0.9713223989089594,1.0,1.036334245741123,1.0593885033257426,1.0830316772958957
Belarus $(\eta=2)$,0.8567281590874459,0.8981467482166742,0.9396026504479024,0.9713223989089594,1.0,1.036334245741123,1.0593885033257426,1.0830316772958957
Belgium $(\eta=1)$,0.7263525938138102,0.8413221783145183,0.9341214194792803,0.964190575704798,1.0,1.0722066561593224,1.1085241949613494,1.1376007593286774
Belgium $(\eta=2)$,0.7263525938138102,0.8413221783145183,0.9341214194792803,0.964190575704798,1.0,1.0722066561593224,1.1085241949613494,1.1376007593286774
Benin $(\eta=1)$,0.6610777575183462,0.7365026251228541,0.8516060170219606,0.9364463927489496,1.0,1.108931557191536,1.1447452610991324,1.2062331329790925
Benin $(\eta=2)$,0.6610777575183462,0.7365026251228541,0.8516060170219606,0.9364463927489496,1.0,1.108931557191536,1.1447452610991324,1.2062331329790925
Bolivia $(\eta=1)$,0.8929273725535749,0.9161334573311766,0.9520017869166297,0.9769223253126549,1.0,1.0314421616685971,1.0472373704173246,1.0631857755879517
Bolivia $(\eta=2)$,0.8929273725535749,0.9161334573311766,0.9520017869166297,0.9769223253126549,1.0,1.0314421616685971,1.0472373704173246,1.0631857755879517
Bosnia and Herzegovina $(\eta=1)$,0.6287363593256439,0.8343075932307886,0.9540686672859547,0.9844146924868701,1.0,1.0300670679755028,1.0461887336951208,1.057863095664124
Bosnia and Herzegovina $(\eta=2)$,0.6287363593256439,0.8343075932307886,0.9540686672859547,0.9844146924868701,1.0,1.0300670679755028,1.0461887336951208,1.057863095664124
Botswana $(\eta=1)$,0.6199223182298143,0.7287626809339137,0.797973841919005,0.8930593863429638,1.0,1.0948497803176656,1.119098334006068,1.1904627774167706
Botswana $(\eta=2)$,0.6199223182298143,0.7287626809339137,0.797973841919005,0.8930593863429638,1.0,1.0948497803176656,1.119098334006068,1.1904627774167706
Brazil $(\eta=1)$,0.92613016122765,0.9434420500893027,0.9668738058805612,0.9834852916404724,1.0,1.0224117401141906,1.0345435638764229,1.0458339538301014
Brazil $(\eta=2)$,0.92613016122765,0.9434420500893027,0.9668738058805612,0.9834852916404724,1.0,1.0224117401141906,1.0345435638764229,1.0458339538301014
Bulgaria $(\eta=1)$,0.640291190877843,0.804701455768429,0.928289177166111,0.966641089932526,1.0,1.0933105853826708,1.131615372764341,1.1610483447956979
Bulgaria $(\eta=2)$,0.640291190877843,0.804701455768429,0.928289177166111,0.966641089932526,1.0,1.0933105853826708,1.131615372764341,1.1610483447956979
Burkina Faso $(\eta=1)$,0.706414431367474,0.8142857717554948,0.8983694440807205,0.9529452354216607,1.0,1.0621655909086187,1.116399963638692,1.166866744811555
Burkina Faso $(\eta=2)$,0.706414431367474,0.8142857717554948,0.8983694440807205,0.9529452354216607,1.0,1.0621655909086187,1.116399963638692,1.166866744811555
Cambodia $(\eta=1)$,0.5655178603616531,0.6562362315924105,0.8096000674340681,0.9260752042561591,1.0,1.1237317442485828,1.2859156542570136,1.3638230743421822
Cambodia $(\eta=2)$,0.5655178603616531,0.6562362315924105,0.8096000674340681,0.9260752042561591,1.0,1.1237317442485828,1.2859156542570136,1.3638230743421822
