country,gdp_pc_pp,pop,share1,plgp,unemp,axfin_p,axfin_r,bashs,ophe,social_p,social_r,axhealth
Portugal,25932.933700526002,10457295.0,,,0.165,0.14116910000000002,0.33172340000000006,0.9990000000000001,0.266285432111455,,,0.8663572839442726
Puerto Rico,33637.5807616376,3615086.0,,,0.141999998092651,,,0.998,,,,
Qatar,127562.19898871801,2168673.0,,0.977395782470703,0.005,0.181152,0.32098259999999995,1.0,0.0844671711099534,,,0.9577664144450233
Romania,18184.1097333037,19981358.0,0.0891,0.9404994201660161,0.07300000190734861,0.05476748000000001,0.10829119999999999,0.985,0.196850027208415,0.43626223856736895,0.3509887200203444,0.8940749863957924
Russian Federation,23564.2077363646,143499861.0,0.0646,0.9659703826904301,0.05599999904632571,0.06942263,0.1361298,0.997,0.4801094733727679,,,0.7584452633136161
Rwanda,1426.3662876262301,11776522.0,0.0516,0.347474708557129,0.006000000238418579,0.1784206,0.1783742,0.69,0.183940264981527,0.03711900809696269,0.022847104782541428,0.7530298675092365
Samoa,5583.92681868153,190372.0,,0.899505081176758,,,,0.8079999999999999,0.0656773872983242,,,0.8711613063508379
San Marino,,31448.0,,0.962455902099609,,,,,0.116356538318648,,,
Sao Tome and Principe,2875.7604563093396,192993.0,0.07490000000000001,0.661306304931641,,,,0.8170000000000001,0.599446785512801,,,0.6087766072435996
Saudi Arabia,52067.9660469226,28828870.0,,0.9868772125244141,0.0569999980926514,0.11855180000000001,0.20810779999999998,0.97,0.19796877895903897,,,0.8860156105204805
Senegal,2170.07720699017,14133280.0,0.0604,0.613669090270996,0.10300000190734901,0.02342184,0.04644672,0.6509999999999999,0.369216274272355,0.11367795298178585,0.21771700590819676,0.6408918628638225
Serbia,12892.4963006621,7164132.0,0.0837,0.9921752166748051,0.22200000762939498,0.014522389999999998,0.04309804,0.997,0.3790105103930311,0.3637292364118171,0.2908204681208248,0.8089947448034844
Seychelles,23798.762160219303,89173.0,0.0371,0.848789367675781,,,,,0.0294904359654172,,,
Sierra Leone,1494.64854833896,6092075.0,0.0781,0.477517204284668,0.032000000476837195,0.04347975,0.2132186,0.597,0.6132256798316089,0.02410150585142099,0.03956549728395411,0.49188716008419553
Singapore,76236.7936323961,5399200.0,,0.986768417358398,0.027999999523162802,0.4760371,0.6571514999999999,0.997,0.567898588772673,,,0.7145507056136635
Sint Maarten (Dutch part),,39689.0,,,,,,,,,,
Slovak Republic,25758.862634894904,5413393.0,0.0863,0.9795278930664059,0.141999998092651,0.29756340000000003,0.4171376,0.992,0.22142428977234002,0.32228808471304815,0.2523005022651217,0.88528785511383
Slovenia,27368.1720259118,2059953.0,0.0973,0.9882528686523442,0.10199999809265099,0.200224,0.35239329999999996,0.9990000000000001,0.12108809946525699,,,0.9389559502673716
Small states,9810.822145386679,29461186.0,,0.7209928894042971,0.128472602599092,,,0.7297358681459291,0.267345087113426,,,0.7311953905162516
Solomon Islands,2002.59241838617,561231.0,,0.748889083862305,0.037999999523162804,,,0.855,0.0341590836414279,0.05708569558230865,0.06716642587160629,0.9104204581792861
Somalia,,10495583.0,,,0.06900000095367428,,,0.33,,,,
South Africa,12454.1909220073,53157490.0,0.0245,0.7698593139648441,0.24899999618530302,0.13653189999999998,0.2775108,0.912,0.07106166442007099,0.7327359555846154,0.09087076465545328,0.9204691677899646
South Asia,4874.64232734339,1670808253.0,,0.628283882141113,0.038730506780741504,0.09974035,0.1190492,0.499853659426884,0.5786846233563271,,,0.46058451803527845
South Sudan,1964.62314955845,11296173.0,,,,,,0.19399999999999998,0.596797504174343,,,0.2986012479128285
Spain,31682.6447411771,46617825.0,0.0541,0.971474380493164,0.26600000381469696,0.2691136,0.40780740000000004,1.0,0.227953885337675,,,0.8860230573311625
Sri Lanka,9425.737382585941,20483000.0,0.07719999999999999,0.965749130249023,0.041999998092651404,0.2101409,0.32752829999999994,0.986,0.465375452667325,0.08488117518313967,0.08099955002727935,0.7603122736663375
St. Kitts and Nevis,20709.3568900198,54191.0,,0.928223037719727,,,,1.0,0.573420077807626,,,0.7132899610961869
St. Lucia,10151.5326402923,182273.0,,0.895732879638672,,,,0.987,0.42418035666977405,,,0.781409821665113
St. Martin (French part),,31264.0,,,,,,,,,,
St. Vincent and the Grenadines,10154.083975912901,109373.0,,0.685727462768555,,,,0.992,0.17307692307692302,,,0.9094615384615385
Sub-Saharan Africa (all income levels),3342.4208674874894,937014346.0,,0.583325004577637,0.07653099886471021,,,0.486352207954152,0.344903881921973,,,0.5707241630160895
Sub-Saharan Africa (developing only),3318.55465334129,936257332.0,,0.583244400024414,0.0765272234404903,0.06513961,0.1951246,0.48618672918231404,0.345806463477358,,,0.570190132852478
Sudan,3264.77297794563,37964306.0,0.0681,0.7986575,0.151999998092651,0.008296447,0.049888190000000006,0.231,0.758166319717374,,,0.23641684014131298
Suriname,15555.8427865772,539276.0,,0.9034835815429691,0.07800000190734861,,,0.912,0.14412136536030298,,,0.8839393173198485
Swaziland,6470.88419034393,1249514.0,0.0405,0.673093719482422,0.225,0.09158991,0.2348936,0.82,0.106364396073777,,,0.8568178019631114
Sweden,43540.494391932596,9600379.0,0.09519999999999999,0.955790405273438,0.0810000038146973,0.5881995,0.6711391999999999,1.0,0.163216087401734,,,0.918391956299133
Switzerland,54992.72293014191,8087875.0,0.076,,0.0440000009536743,,,1.0,0.258776788961965,,,0.8706116055190175
Syrian Arab Republic,4959.392523364486,22845550.0,0.0768,0.931637115478516,0.108000001907349,0.04674114,0.053670739999999995,0.9620000000000001,0.5393816275425789,0.0449077463751928,0.12255292524153776,0.7113091862287106
Tajikistan,2431.65906854526,8207834.0,0.08349999999999999,0.9798800659179692,0.106999998092651,0.0,0.0047790770000000005,0.8740000000000001,0.6011518097910941,,,0.6364240951044531
Tanzania,2364.7027567607897,49253126.0,0.0739,0.6665309906005861,0.035,0.0399119,0.17232039999999998,0.489,0.33215739589940596,0.04670887958789026,0.055755721231879295,0.5784213020502971
Thailand,13931.811471326699,67010502.0,0.0676,0.936392364501953,0.00699999988079071,0.35081870000000004,0.4738743,0.996,0.112679239376333,0.29254505240321776,0.5114841293292219,0.9416603803118335
Timor-Leste,2039.73507491863,1180069.0,0.0909,0.8355914306640629,0.0440000009536743,,,0.293,0.08214999467951291,0.00806678016807423,0.07302472708200894,0.6054250026602436
Togo,1345.9142762919698,6816982.0,0.0484,0.638565788269043,0.06900000095367428,0.01588689,0.04994747,0.594,0.405344111968626,,0.00048544190249847334,0.594327944015687
Tonga,5134.057037002261,105323.0,,0.9039115142822269,,,,0.98,0.12367095366748,,,0.92816452316626
Trinidad and Tobago,29469.3529907208,1341151.0,,0.893873672485352,0.05800000190734861,0.428774,0.45466229999999996,1.0,0.43813752550102,,,0.78093123724949
Tunisia,10767.6416787227,10886500.0,0.0675,0.9413144683837891,0.133000001907349,,,0.986,0.35319526168220206,,,0.816402369158899
Turkey,18567.1347101229,74932641.0,0.057999999999999996,0.9002465057373051,0.1,0.02105567,0.05568721,0.95,0.149821542045561,0.2914336039117214,0.20395487194075962,0.9000892289772195
Turkmenistan,13554.9311521902,5240072.0,,,0.106000003814697,0.0,0.0019879340000000002,0.995,0.34513009916126797,,,0.8249349504193659
Turks and Caicos Islands,,33098.0,,0.44014518737792996,,,,1.0,,,,
Tuvalu,3528.22765345742,9876.0,,,,,,0.9790000000000001,0.0007756964390428391,,,0.9891121517804786
Uganda,1620.57693909325,37578876.0,0.0581,0.248377990722656,0.037999999523162804,0.086366,0.2165355,0.574,0.38394849761063704,0.48205079604395046,0.11868131619167734,0.5950257511946815
Ukraine,8508.01478731021,45489600.0,0.10210000000000001,0.993542861938477,0.0790000009536743,0.014264940000000002,0.08083077000000001,0.99,0.428076923943047,0.4945787511353011,0.3007949956438002,0.7809615380284765
United Arab Emirates,57044.577654875895,9346129.0,,0.9195900726318359,0.037999999523162804,0.13683370000000003,0.2298127,1.0,0.187698395205128,,,0.9061508023974361
United Kingdom,36931.4742257195,64106779.0,0.057699999999999994,0.998382568359375,0.075,0.41194090000000005,0.4958916,1.0,0.092887860292756,,,0.9535560698536221
United States,51340.4876279117,316128839.0,0.047,0.998382568359375,0.07400000095367429,0.3361419,0.620944,0.993,0.118166648737415,,,0.9374166756312925
Upper middle income,13187.342261841799,2408931176.0,,0.857615280151367,0.0585163816991614,0.1369391,0.3263661,0.981275056264934,0.317831159708413,,,0.8317219482782605
Uruguay,18965.8165353822,3407062.0,0.052300000000000006,0.947436370849609,0.06599999904632571,0.01661895,0.08380116000000001,0.995,0.169927431180821,0.23173998070470125,0.21151627755013236,0.9125362844095894
Uzbekistan,5002.14912007417,30243200.0,0.07440000000000001,0.980783233642578,0.106999998092651,0.0068921519999999995,0.009112436,0.9990000000000001,0.460958699794217,,,0.7690206501028916
Vanuatu,2894.9734613373,252763.0,,0.714520111083984,,,,0.894,0.07174706937212572,,,0.9111264653139372
"Venezuela, RB",17614.5982099448,30405207.0,0.042199999999999994,0.951233291625977,0.075,0.06972021,0.1806533,0.9570000000000001,0.688319225588857,,,0.6343403872055715
Vietnam,5124.60351980227,89708900.0,0.0703,0.9449783325195308,0.02,0.03995232,0.1027114,0.929,0.4940927494442329,0.2442000471920311,0.24756538336735967,0.7174536252778836
Virgin Islands (U.S.),,104737.0,,,,,,0.985,,,,
West Bank and Gaza,4484.4337874114,4169506.0,0.0771,0.964719390869141,0.233999996185303,0.005302937,0.08667673,0.99,,0.014591079566173278,0.0017812070065324117,
World,13960.630059871799,7125096708.0,,0.744925765991211,0.0596906165139148,0.15994450000000002,0.2722361,0.685113215255815,0.18575142273836,,,0.7496808962587276
"Yemen, Rep.",3832.28473991896,24407381.0,0.0784,0.594976081848145,0.17399999618530299,0.0,0.016879240000000004,0.35700000000000004,0.740566725662277,0.10970581006083205,0.07832728932803425,0.3082166371688615
Zambia,3799.54043558048,14538640.0,0.0358,0.5548900985717771,0.133000001907349,0.02737125,0.1767887,0.465,0.27809090315279195,0.14486472615327964,0.1068065684921182,0.593454548423604
Zimbabwe,1773.31322559935,14149648.0,,0.6207205963134771,0.05400000095367429,0.10452919999999999,0.2183384,0.662,,,,
